Date,Spread,CRUDOIL,NAFCNWE,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-18,1.6265686502783083,63.95,596.0,2.238297103487178,0.10456951568745251,-1.0,-1.0,0.10456951568745251,0.00801687236858511,-0.01288952297443884
2018-01-19,1.6664081397632415,63.37,590.0,2.2473220828652702,0.10458235908514704,-1.0,-1.0,0.10458235908514704,-0.0027129219505015885,-0.01560244492494043
2018-01-22,1.5970247900455732,63.57,592.5,2.2553552730692643,0.10459573875097794,-1.0,-1.0,0.10459573875097794,-0.014640904736573347,-0.030243349661513777
2018-01-23,2.19087749254399,64.54,596.0,2.2679931112931806,0.10461262165680539,-1.0,-1.0,0.10461262165680539,-0.018593120545397968,-0.048836470206911745
2018-01-24,3.371166280578258,65.74,596.0,2.288234036033675,0.10464569416010358,-1.0,-1.0,0.10464569416010358,0.003054432846565336,-0.04578203736034641
2018-01-25,2.50658989764964,65.62,603.0,2.3030412382711223,0.10466568839527424,-1.0,-1.0,0.10466568839527424,-0.010966090657179042,-0.05674812801752545
2018-01-26,4.184688803811319,66.22,592.5,2.332508157607866,0.10470094716656317,-1.0,-1.0,0.10470094716656317,0.006729693198415926,-0.050018434819109524
2018-01-29,4.229952147792034,65.71,587.0,2.361702138386056,0.10473602700546501,-1.0,-1.0,0.10473602700546501,0.015060931193793191,-0.034957503625316334
2018-01-30,3.77829615759741,64.65,581.0,2.384229436518963,0.10477057459966023,-1.0,-1.0,0.10477057459966023,-0.0030935808197987136,-0.03805108444511505
2018-01-31,3.954239850165564,64.85,581.0,2.405623989856164,0.10481197960384583,-1.0,-1.0,0.10481197960384583,-0.015417218836428975,-0.05346830328154402
2018-02-01,4.367708135153734,65.92,587.0,2.429610822653785,0.1048591002808284,-1.0,-1.0,0.1048591002808284,0.004416287993175469,-0.04905201528836855
2018-02-02,4.519475381737124,65.57,582.0,2.4588185945475054,0.1048978086224448,-1.0,-1.0,0.1048978086224448,0.018744719295602282,-0.030307295992766266
2018-02-05,3.8358598899081926,64.27,576.0,2.4828336363424737,0.10492038213557604,-1.0,-1.0,0.10492038213557604,0.009274964628446002,-0.021032331364320263
