Date,Spread,LCPCASH,JETCNWE,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-353.599548870352,7207.0,645.25,335.35396698816345,11.71731816950074,1.0,1.0,-11.71731816950074,0.14339723458464038,0.14339723458464038
2018-01-02,-302.48056645606266,7160.75,637.0,336.83330216580885,11.71621752975834,1.0,1.0,-11.71621752975834,-0.2658433844027381,-0.1224461498180977
2018-01-03,-524.3474682228662,7101.0,651.0,339.8717322689894,11.713283361325447,1.0,1.0,-11.713283361325447,0.024294684085033706,-0.09815146573306399
2018-01-04,-466.72661375296593,7145.75,650.0,342.18525688244637,11.71150248269687,1.0,1.0,-11.71150248269687,0.05815517200842692,-0.039996293724637075
2018-01-05,-488.2628864719336,7078.5,646.25,344.89401271557955,11.708724002277654,1.0,1.0,-11.708724002277654,0.004741396344318757,-0.03525489738031832
2018-01-08,-482.3130494661591,7080.0,646.0,347.43147579915546,11.706366949638017,1.0,1.0,-11.706366949638017,-0.16145695206706148,-0.1967118494473798
2018-01-09,-603.3939638304773,7059.5,654.75,350.7517417291467,11.703541754609358,1.0,1.0,-11.703541754609358,-0.023737916852916506,-0.2204497663002963
2018-01-10,-568.6412682349464,7112.75,656.5,353.9019303067529,11.700519829756201,1.0,1.0,-11.700519829756201,-0.03259543047468296,-0.2530451967749793
2018-01-11,-596.1209045881205,7102.75,658.25,357.466924080229,11.695967952279712,1.0,1.0,-11.695967952279712,-0.0484332214034586,-0.3014784181784379
2018-01-12,-650.5359413967753,7074.25,660.75,361.4620852951806,11.690935968818426,1.0,1.0,-11.690935968818426,-0.03795502121985273,-0.3394334393982906
2018-01-15,-576.3223596571916,7181.25,663.75,364.61760508146716,11.68749131398447,1.0,1.0,-11.68749131398447,0.13381129359744126,-0.20562214580084937
2018-01-16,-616.4093183886926,7035.75,655.0,368.1816300643407,11.682685982272814,1.0,1.0,-11.682685982272814,0.0030196336864947698,-0.2026025121143546
2018-01-17,-649.0926518054202,6994.25,654.5,371.94309224490434,11.67814003331615,1.0,1.0,-11.67814003331615,0.036622263982703046,-0.16598024813165155
2018-01-18,-587.5803444696894,7032.0,652.75,375.1000365568583,11.673045338138168,1.0,1.0,-11.673045338138168,0.017696310224711624,-0.14828393790693992
2018-01-19,-603.3150963796033,6999.25,651.5,378.3178286892265,11.669324783391563,1.0,1.0,-11.669324783391563,-0.01871037588424773,-0.16699431379118765
2018-01-22,-590.014043353699,7025.0,652.75,381.3219265775835,11.666049855769742,1.0,1.0,-11.666049855769742,-0.10517743870369703,-0.2721717524948847
2018-01-23,-785.1538588274561,6882.5,657.5,385.7935641595994,11.661830963996131,1.0,1.0,-11.661830963996131,-0.12199532380657013,-0.3941670763014548
2018-01-24,-655.79021165625,7111.0,666.25,389.30169510944927,11.657471237007504,1.0,1.0,-11.657471237007504,0.03355285636690941,-0.3606142199345454
2018-01-25,-639.7182664825268,7100.75,664.25,392.65178863324604,11.652944322894282,1.0,1.0,-11.652944322894282,-0.13539018054040944,-0.49600440047495487
2018-01-26,-778.5433718669947,7042.5,671.5,397.17567414045914,11.647123413055837,1.0,1.0,-11.647123413055837,0.1038566135282087,-0.3921477869467462
2018-01-29,-707.0952693696263,7041.0,665.5,400.92305503594133,11.642517309345795,1.0,1.0,-11.642517309345795,0.1617229195752744,-0.23042486737147178
2018-01-30,-624.8267218794153,7009.5,656.0,403.98214180372094,11.63769317359667,1.0,1.0,-11.63769317359667,-0.1276085416802633,-0.3580334090517351
2018-01-31,-641.5504408776906,7078.75,663.75,406.8699147730645,11.631337764034186,1.0,1.0,-11.631337764034186,-0.16227055745514724,-0.5203039665068823
2018-02-01,-746.0738035253498,7077.5,673.0,410.7798756715374,11.624923927972288,1.0,1.0,-11.624923927972288,0.27458893289875363,-0.24571503360812863
2018-02-02,-624.612155999901,7003.75,656.5,413.63491207130005,11.619744335110283,1.0,1.0,-11.619744335110283,0.18599315847454112,-0.05972187513358751
2018-02-05,-387.5648201911845,7128.75,647.0,415.0073703188611,11.61717901111466,1.0,1.0,-11.61717901111466,-0.022514462262789935,-0.08223633739637745
2018-02-06,-487.9115178391303,7032.25,647.5,416.9326741662372,11.614149062299814,1.0,1.0,-11.614149062299814,0.33086660337865026,0.2486302659822728
2018-02-07,-449.7412611090822,6836.25,627.5,418.5940483098363,11.611141451966665,1.0,1.0,-11.611141451966665,0.138650467475497,0.3872807334577698
2018-02-08,-390.7878211521529,6803.75,619.75,419.9267123132625,11.6087742172685,1.0,1.0,-11.6087742172685,0.1972060967394647,0.5844868301972346
2018-02-09,-350.8727831417418,6711.75,608.5,421.03587895619614,11.60661098297739,1.0,1.0,-11.60661098297739,-0.11738973597915278,0.46709709421808177
2018-02-12,-352.56103804942813,6788.0,615.25,422.0810118391613,11.60595048849968,1.0,1.0,-11.60595048849968,0.14099094656238934,0.6080880407804711
