Date,Spread,LCPCASH,GOEUARA,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-19,-627.1246435845296,6999.25,599.5,418.47040044996737,12.72122542716352,1.0,1.0,-12.72122542716352,-0.07589500495844985,-0.12290997444655756
2018-01-22,-646.9329181957546,7025.0,603.25,421.7405613449802,12.717667498045179,1.0,1.0,-12.717667498045179,-0.07298949443407286,-0.19589946888063042
2018-01-23,-818.6058472301338,6882.5,605.75,426.1994469754885,12.713340234800055,1.0,1.0,-12.713340234800055,-0.10322034422306856,-0.29911981310369895
2018-01-24,-670.2779917122816,7111.0,612.25,429.5934448779863,12.709314808839986,1.0,1.0,-12.709314808839986,-0.022199803306976254,-0.3213196164106752
2018-01-25,-690.235848508315,7100.75,613.25,433.1975874736464,12.70442046230463,1.0,1.0,-12.70442046230463,-0.06517385414678449,-0.3864934705574597
2018-01-26,-779.8213353244873,7042.5,616.0,437.5211857209187,12.698573596305986,1.0,1.0,-12.698573596305986,0.18531811519297606,-0.20117535536448364
2018-01-29,-664.658988619356,7041.0,607.0,440.731452638315,12.694660607280653,1.0,1.0,-12.694660607280653,0.1942070533663377,-0.006968301998145937
2018-01-30,-572.9542480265773,7009.5,597.5,443.3510332313277,12.6902999966972,1.0,1.0,-12.6902999966972,-0.10162527868567175,-0.10859358068381769
2018-01-31,-566.9078886361922,7078.75,602.75,445.7302020235461,12.684625281851833,1.0,1.0,-12.684625281851833,-0.12118296455975909,-0.22977654524357677
2018-02-01,-637.7384204801747,7077.5,608.5,448.70107501749226,12.679109976138331,1.0,1.0,-12.679109976138331,0.3333846079924399,0.10360806274886314
2018-02-02,-499.9383942839595,7003.75,592.0,450.7189567920493,12.67514931466885,1.0,1.0,-12.67514931466885,0.2212494709928106,0.3248575337416737
2018-02-05,-253.78661402454145,7128.75,582.5,451.53210275904115,12.673882599183763,1.0,1.0,-12.673882599183763,-0.02441560423557665,0.30044192950609705
2018-02-06,-355.54463112828853,7032.25,583.0,452.7730466082235,12.672031957338403,1.0,1.0,-12.672031957338403,0.41771443777881606,0.7181563672849132
2018-02-07,-290.82148360185056,6836.25,562.5,453.6953943950714,12.670349304181068,1.0,1.0,-12.670349304181068,0.1698151886943828,0.887971555979296
2018-02-08,-224.6878728813099,6803.75,554.75,454.37425565744655,12.669559031782443,1.0,1.0,-12.669559031782443,0.22057084389015763,1.1085423998694537
2018-02-09,-186.5262903612329,6711.75,544.5,454.9131655410988,12.669010634272237,1.0,1.0,-12.669010634272237,0.09861281280031486,1.2071552126697687
2018-02-12,-63.93033643900071,6788.0,540.75,455.06010006367654,12.671161047506242,1.0,1.0,-12.671161047506242,0.1461132026112219,1.3532684152809906
2018-02-13,157.60488177418665,6944.75,535.5,455.0534326881958,12.674407316948297,1.0,1.0,-12.674407316948297,-0.359267981380884,0.9940004339001066
2018-02-14,125.94799699181658,7120.75,551.75,455.05274004793233,12.67748437337233,-1.0,-1.0,12.67748437337233,-0.03184575008913319,0.9621546838109735
2018-02-15,162.39528356145183,7143.0,550.5,455.0524996039025,12.68048086546512,-1.0,-1.0,12.68048086546512,0.18331458878439083,1.1454692725953644
2018-02-16,104.75620583574619,7191.0,558.75,455.0296971853764,12.682315515282781,-1.0,-1.0,12.682315515282781,0.038620337532378576,1.184089610127743
2018-02-19,-22.585295222950663,7076.5,559.75,455.09555443262747,12.682599902140153,-1.0,-1.0,12.682599902140153,-0.0016016608266004664,1.1824879493011424
2018-02-20,-48.4498441995911,7047.75,559.5,455.2604148010916,12.683109641107402,1.0,1.0,-12.683109641107402,-0.01837649996248132,1.164111449338661
2018-02-21,-31.596074827677512,7078.0,560.5,455.42816253366163,12.684381935464188,1.0,1.0,-12.684381935464188,-0.22511016337312414,0.9390012859655369
2018-02-22,-113.78150257155448,7126.5,570.75,455.7449915294028,12.685556728114857,1.0,1.0,-12.685556728114857,-0.3312943537705447,0.6077069321949922
2018-02-23,-360.45716335068846,7062.25,585.25,456.8799888959224,12.682968241521895,1.0,1.0,-12.682968241521895,-0.0032229886610921406,0.6044839435339
2018-02-26,-346.67275458881886,7077.75,585.5,457.93864882947287,12.680482928418137,1.0,1.0,-12.680482928418137,0.18733365733763518,0.7918176008715352
2018-02-27,-319.2972080275913,6985.75,576.25,458.503687054068,12.676871510676948,1.0,1.0,-12.676871510676948,0.3829180628219521,1.1747356636934874
2018-02-28,-180.89115655391106,6894.5,558.25,458.4229290527858,12.674234046670687,1.0,1.0,-12.674234046670687,0.1237089557497226,1.29844461944321
2018-03-01,-118.09551763954278,6886.5,552.75,458.20733629332005,12.672266879492614,1.0,1.0,-12.672266879492614,-0.11796914763571564,1.1804754718074943
2018-03-02,-202.96003137163552,6863.5,557.75,458.2119406561156,12.669583202817813,1.0,1.0,-12.669583202817813,-0.038185909749809066,1.1422895620576852
2018-03-05,-212.5116230307467,6874.25,559.5,457.9530755461343,12.666240613102318,1.0,1.0,-12.666240613102318,0.07556641729545813,1.2178559793531434
2018-03-06,-84.78721474746453,6965.75,556.75,457.19663192886287,12.663739945662263,1.0,1.0,-12.663739945662263,-0.01941224950483863,1.1984437298483048
2018-03-07,-145.78581157306417,6909.75,557.25,456.89978201624604,12.661347351409717,1.0,1.0,-12.661347351409717,0.05224384340472961,1.2506875732530345
2018-03-08,-216.30607537697142,6799.75,554.25,456.9241350978287,12.658648760265171,1.0,1.0,-12.658648760265171,-0.14532639214848003,1.1053611811045545
2018-03-09,-168.8706732046885,6937.5,561.5,456.6592275936369,12.65604750348119,1.0,1.0,-12.65604750348119,0.16018296465625548,1.2655441457608099
2018-03-12,-133.94499425448248,6876.0,554.0,456.05753340483074,12.653330314538778,1.0,1.0,-12.653330314538778,-0.10278148486000223,1.1627626609008077
2018-03-13,-153.45401851365295,6915.25,558.75,455.74443186099944,12.650924417921527,1.0,1.0,-12.650924417921527,-0.022879046894955846,1.139883614005852
2018-03-14,-130.7641720604106,6952.75,560.0,455.5545913158899,12.649132450107876,1.0,1.0,-12.649132450107876,-0.048913314714721136,1.0909702992911308
2018-03-15,-216.56428533004782,6887.5,561.75,455.4363156477289,12.646309364183441,1.0,1.0,-12.646309364183441,-0.12156548772266214,0.9694048115684686
2018-03-16,-304.34310317444397,6864.25,567.0,455.7256894486966,12.643021345986673,1.0,1.0,-12.643021345986673,-0.09013715074459647,0.8792676608238721
