Date,Spread,WHEATSF,NAFCNWE,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-03-02,0.12546311246361963,4.99,561.8,0.6872146441601563,0.00865884102445066,-1.0,-1.0,0.00865884102445066,-0.017979045245409046,0.17510147743443205
2018-03-05,0.18370832229424128,5.08,565.5,0.687607974344934,0.00865834072096509,-1.0,-1.0,0.00865834072096509,0.003910979263537265,0.1790124566979693
2018-03-06,0.1786732775032549,5.06,563.8,0.6879811321897981,0.008657904793360668,-1.0,-1.0,0.008657904793360668,0.019765917117909163,0.19877837381587848
2018-03-07,0.07811353066205218,4.96,564.0,0.6881620801639587,0.008655827073294233,-1.0,-1.0,0.008655827073294233,-0.004185730175744857,0.19459264364013362
2018-03-08,0.18520341072659896,4.98,554.0,0.6885477869979613,0.00865486748966318,-1.0,-1.0,0.00865486748966318,0.020267791339068423,0.21486043497920204
2018-03-09,-0.01652913630708497,4.88,566.0,0.6884088272943433,0.008651111548245733,-1.0,-1.0,0.008651111548245733,-0.0022249537957218764,0.21263548118348016
2018-03-12,0.09444757511796187,4.89,554.5,0.6884373782785431,0.008648426374899978,1.0,1.0,-0.008648426374899978,-0.008179959100204526,0.20445552208327564
2018-03-13,0.05535438481277666,4.85,554.5,0.6886019306382912,0.00864679101025649,-1.0,-1.0,0.00864679101025649,0.04334575062857748,0.24780127271185312
2018-03-14,-0.17880192906420334,4.64,557.5,0.6885828600151676,0.008643590904151037,-1.0,-1.0,0.008643590904151037,-0.027939720384654212,0.2198615523271989
2018-03-15,-0.09066835710515253,4.77,562.5,0.6885808681072184,0.00864118819040916,1.0,1.0,-0.00864118819040916,-0.018941662667526706,0.2009198896596722
2018-03-16,-0.2202889145159821,4.68,567.3,0.6885282759352129,0.008637914532903194,1.0,1.0,-0.008637914532903194,-0.03632478632478631,0.1645951033348859
2018-03-19,-0.3880991959047586,4.51,567.3,0.6884366083328463,0.008634054637589915,1.0,1.0,-0.008634054637589915,0.006549913669338053,0.17114501700422394
2018-03-20,-0.41336792090233665,4.54,574.0,0.6884555573059555,0.008629560837808949,1.0,1.0,-0.008629560837808949,-0.00012778966397452316,0.1710172273402494
2018-03-21,-0.4881778175045932,4.54,582.5,0.6844604880366731,0.008632064922754666,1.0,1.0,-0.008632064922754666,0.004353419859097742,0.17537064719934714
2018-03-22,-0.4954839099008721,4.56,586.0,0.6845598959084546,0.008627105648295002,1.0,1.0,-0.008627105648295002,0.010964912280701844,0.18633555948004898
2018-03-23,-0.44276929018445976,4.61,586.0,0.6846044193655897,0.008622473191441058,1.0,1.0,-0.008622473191441058,-0.013015184381778844,0.17332037509827014
2018-03-26,-0.5000317662497631,4.55,586.0,0.6846556805878007,0.00861780164889038,1.0,1.0,-0.00861780164889038,-0.01098901098901095,0.1623313641092592
2018-03-27,-0.5471206445547132,4.5,586.0,0.6847773136040751,0.008612833864427839,1.0,1.0,-0.008612833864427839,-0.008962377232442085,0.1533689868768171
2018-03-28,-0.6266644144904632,4.46,591.0,0.6851477431407907,0.008606877181878957,1.0,1.0,-0.008606877181878957,0.013452914798206095,0.1668219016750232
2018-03-29,-0.5631493413938546,4.52,591.0,0.6854757139699384,0.008600929511664728,1.0,1.0,-0.008600929511664728,0.0,0.1668219016750232
2018-03-30,-0.5598279960391173,4.52,591.0,0.6857453402708757,0.008595309637968049,1.0,1.0,-0.008595309637968049,-0.006637168141592764,0.16018473353343043
2018-04-02,-0.5865080818893018,4.49,591.0,0.6860358150736041,0.008589692185937905,1.0,1.0,-0.008589692185937905,0.024498886414253684,0.18468361994768412
