Date,Spread,CRUDOIL,OILWTIN,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-0.05798907044179913,60.42,60.46,0.10887668682289113,1.000297536725799,1.0,1.0,-1.000297536725799,0.0006614898558277259,0.0006614898558277259
2018-01-02,-0.017889326183492926,60.37,60.37,0.10888142134464149,1.0002963280798989,1.0,1.0,-1.0002963280798989,0.0003252037962718189,0.0009866936520995448
2018-01-03,0.0017060477531103402,61.63,61.61,0.10887478350625615,1.0002969315410954,1.0,1.0,-1.0002969315410954,0.00015852651782482206,0.0011452201699243669
2018-01-04,0.011599755853936244,62.01,61.98,0.1088750374023864,1.0002968738971614,-1.0,-1.0,1.0002968738971614,0.0012839427204989207,0.0024291628904232875
2018-01-05,-0.0681263119077613,61.44,61.49,0.10889238785626539,1.0002947847114614,-1.0,-1.0,1.0002947847114614,-0.0008158278463720283,0.0016133350440512592
2018-01-08,-0.018260943453690004,61.73,61.73,0.10886008087601678,1.0002958195926404,1.0,1.0,-1.0002958195926404,0.0006422804906002569,0.002255615534651516
2018-01-09,0.021630065100659124,62.96,62.92,0.10879827942655981,1.0002919570073003,1.0,1.0,-1.0002919570073003,-0.0011218384999087047,0.0011337770347428114
2018-01-10,-0.05240293189043399,63.57,63.6,0.09552908584969137,1.0003522473567679,-1.0,-1.0,1.0003522473567679,-0.00031500895943497665,0.0008187680753078347
2018-01-11,-0.03146424311846374,63.8,63.81,0.0950894228902211,1.0003363774191891,1.0,1.0,-1.0003363774191891,0.0014095040771679715,0.002228272152475806
2018-01-12,0.05850120323957242,64.3,64.22,0.09500153731836147,1.0003347679346064,1.0,1.0,-1.0003347679346064,0.0,0.002228272152475806
2018-01-15,0.06081796887653468,64.3,64.22,0.08947300952303477,1.000298692480901,-1.0,-1.0,1.000298692480901,0.0026342470767504907,0.004862519229226297
2018-01-16,-0.10852886473328738,63.73,63.82,0.08973821732338291,1.0002903300647648,-1.0,-1.0,1.0002903300647648,-0.0021985254912860325,0.0026639937379402644
2018-01-17,0.031173258332358955,63.97,63.92,0.08973026096879948,1.0002945360085675,1.0,1.0,-1.0002945360085675,-0.0009386130962559749,0.0017253806416842894
2018-01-18,-0.028438750838219562,63.95,63.96,0.08973942802696869,1.000288285660385,-1.0,-1.0,1.000288285660385,-1.1962136785368532e-06,0.0017241844280057525
2018-01-19,-0.028283219356055156,63.37,63.38,0.08971333499713728,1.0002884698541503,1.0,1.0,-1.0002884698541503,-0.0012630042739626658,0.0004611801540430867
2018-01-22,-0.10784008642616527,63.57,63.66,0.0899746265468058,1.0002802401260786,1.0,1.0,-1.0002802401260786,0.00284561576480976,0.0033067959188528466
2018-01-23,0.07152043403267783,64.54,64.45,0.0900629339158849,1.0002867271678406,1.0,1.0,-1.0002867271678406,-0.0006521167189639139,0.0026546791998889327
2018-01-24,0.030887418569236047,65.74,65.69,0.09005551242044144,1.0002909511558953,-1.0,-1.0,1.0002909511558953,0.0007594514353033155,0.0034141306351922482
2018-01-25,-0.019148768572236463,65.62,65.62,0.09001893300760193,1.0002918129925669,-1.0,-1.0,1.0002918129925669,0.0007648533746596603,0.0041789840098519085
2018-01-26,-0.06912130896242275,66.22,66.27,0.09008927824713875,1.0002885364261722,1.0,1.0,-1.0002885364261722,0.0007511166495007254,0.004930100659352634
2018-01-29,-0.01886644645956892,65.71,65.71,0.0900977091346457,1.000287116823308,1.0,1.0,-1.000287116823308,0.0001568591538723442,0.005086959813224978
2018-01-30,-0.00848355418683866,64.65,64.64,0.09010209485365049,1.000285946073435,1.0,1.0,-1.000285946073435,0.0003081310937280224,0.0053950909069530005
2018-01-31,0.011167473421338059,64.85,64.82,0.09003237197338866,1.0002905357386402,1.0,1.0,-1.0002905357386402,-0.00047538688286574704,0.0049197040240872535
2018-02-01,-0.019160995904940137,65.92,65.92,0.09001981070595155,1.0002906704475871,-1.0,-1.0,1.0002906704475871,-0.0010637451697205662,0.0038559588543666872
2018-02-02,0.05056398435749543,65.57,65.5,0.09004748290742318,1.0002967330632442,1.0,1.0,-1.0002967330632442,0.00033251171669757343,0.004188470571064261
2018-02-05,0.07020177290306151,64.27,64.18,0.09001237071922749,1.0003084796992354,-1.0,-1.0,1.0003084796992354,0.0009149237154571256,0.005103394286521386
2018-02-06,0.010226289526329424,63.51,63.48,0.08998798669166976,1.000311495124034,-1.0,-1.0,1.000311495124034,0.0004529799332852989,0.005556374219806685
2018-02-07,-0.019305211746868167,61.91,61.91,0.0899815250223184,1.0003118270351619,-1.0,-1.0,1.0003118270351619,0.0004815019465118763,0.0060378761663185615
2018-02-08,-0.047440811591165755,61.27,61.3,0.08822524175368732,1.0002845156866422,1.0,1.0,-1.0002845156866422,0.0024411532246227455,0.008479029390941306
2018-02-09,0.10247127549165924,59.32,59.2,0.0883836262845554,1.0002960933193976,1.0,1.0,-1.0002960933193976,-0.0020311527530760243,0.006447876637865281
2018-02-12,-0.017717081527948153,59.41,59.41,0.08833197625171169,1.0002982171608812,-1.0,-1.0,1.0002982171608812,0.000336242091013678,0.006784118728878959
2018-02-13,-0.039659391415518996,59.31,59.33,0.08324795396879185,1.0003313566731085,1.0,1.0,-1.0003313566731085,0.00067455771512678,0.007458676444005739
2018-02-14,-0.00015019101322621964,60.72,60.7,0.08324752816171017,1.0003319636081256,1.0,1.0,-1.0003319636081256,-0.0006672598579868863,0.006791416586018853
2018-02-15,-0.04022682493213381,61.46,61.48,0.08330501887281729,1.0003289984536783,1.0,1.0,-1.0003289984536783,-0.00113897606211199,0.005652440523906863
2018-02-16,-0.10978994825074295,61.8,61.89,0.08364316305253448,1.0003197600299036,1.0,1.0,-1.0003197600299036,0.0,0.005652440523906863
2018-02-19,-0.10935777698217208,61.8,61.89,0.08394018384362921,1.0003127771365676,1.0,1.0,-1.0003127771365676,0.0014566802170307312,0.007109120740937594
2018-02-20,-0.019336542620912667,61.91,61.91,0.08395014340105443,1.0003123331064596,1.0,1.0,-1.0003123331064596,0.0011315816501238076,0.008240702391061401
2018-02-21,0.05041144082568394,61.8,61.73,0.08398799533797136,1.0003173264081373,1.0,1.0,-1.0003173264081373,-0.0008323161844021459,0.007408386206659255
2018-02-22,6.497363614954565e-05,62.74,62.72,0.08398769915293253,1.0003178416193217,-1.0,-1.0,1.0003178416193217,0.0008050598727816233,0.008213446079440878
2018-02-23,-0.04997168002394403,63.49,63.52,0.0840621625766057,1.0003144156175054,-1.0,-1.0,1.0003144156175054,-0.000788247397547479,0.007425198681893399
2018-02-26,0.00022413437162072114,63.83,63.81,0.08397632471793048,1.000309917969415,1.0,1.0,-1.000309917969415,-0.0007748331869742008,0.006650365494919199
2018-02-27,-0.049334477433319535,62.91,62.94,0.08404307703670016,1.0003071890281747,-1.0,-1.0,1.0003071890281747,-0.003016116694632323,0.0036342488002868755
2018-02-28,0.14031241550138418,61.59,61.43,0.08444522286312112,1.0003204881083936,1.0,1.0,-1.0003204881083936,-0.003225902564574933,0.00040834623571194256
2018-03-01,-0.059169369700029506,60.94,60.98,0.08455018340044576,1.0003143550295184,-1.0,-1.0,1.0003143550295184,-0.0008216570204828272,-0.00041331078477088463
2018-03-02,-0.008957538759695183,61.2,61.19,0.08448682949379,1.00030981432848,1.0,1.0,-1.00030981432848,0.00031674383230043124,-9.656695247045339e-05
2018-03-05,0.010517479314493983,62.52,62.49,0.08448145431642644,1.0003117702142024,1.0,1.0,-1.0003117702142024,-0.00032053102743133844,-0.0004170979799017918
2018-03-06,-0.009552458511528528,62.55,62.54,0.08447457980451625,1.0003126392470663,-1.0,-1.0,1.0003126392470663,-1.0955251944503447e-05,-0.00042805323184629527
2018-03-07,-0.009194644725567969,61.1,61.09,0.08445331787592632,1.0003142027291794,1.0,1.0,-1.0003142027291794,-0.0011381533683948557,-0.001566206600241151
2018-03-08,-0.07669056642151872,60.07,60.13,0.07961448239782734,1.0002775746951857,1.0,1.0,-1.0002775746951857,0.0005220879167865886,-0.0010441186834545624
2018-03-09,-0.04681021069688285,61.99,62.02,0.07965471810421573,1.000271044996725,1.0,1.0,-1.000271044996725,-0.00016361633648076176,-0.0012077350199353242
2018-03-12,-0.05638259565988335,61.31,61.35,0.07974778797102895,1.0002670349740812,1.0,1.0,-1.0002670349740812,0.00015895955512264942,-0.0010487754648126747
2018-03-13,-0.04613980708660392,60.66,60.69,0.07976727460546806,1.0002659384921173,1.0,1.0,-1.0002659384921173,0.0008250198098863596,-0.00022375565492631518
