Date,Spread,CRUDOIL,EIANYGR,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,3.9589587971897657,60.42,1.829,4.425646198220069,30.869896775730037,-1.0,-1.0,30.869896775730037,-0.6236591629507908,-0.6236591629507908
2018-01-02,5.03308120454021,60.37,1.792,4.440525789086001,30.87997700639497,-1.0,-1.0,30.87997700639497,0.49609260708778213,-0.1275665558630087
2018-01-03,5.346321131134644,61.63,1.822,4.456997833578881,30.891151958762546,-1.0,-1.0,30.891151958762546,0.16337946233244238,0.03581290646943369
2018-01-04,5.398292408881332,62.01,1.832,4.473028538716391,30.90158711305604,-1.0,-1.0,30.90158711305604,-0.2438231125315855,-0.20801020606215181
2018-01-05,5.274013868165362,61.44,1.817,4.488002817464613,30.91138477261125,-1.0,-1.0,30.91138477261125,0.09735386571284985,-0.11065634034930197
2018-01-08,5.363227096248423,61.73,1.823,4.501832430888303,30.91978765976499,-1.0,-1.0,30.91978765976499,0.6415510505533912,0.5308947102040893
2018-01-09,5.3721829804116865,62.96,1.862,4.515162226322802,30.9279361007456,-1.0,-1.0,30.9279361007456,0.006921371120178755,0.5378160813242681
2018-01-10,5.931984722513057,63.57,1.863,4.5322446590578656,30.938279805414354,-1.0,-1.0,30.938279805414354,0.04620203747223252,0.5840181187965006
2018-01-11,6.052489538639186,63.8,1.866,4.547960912759984,30.947218896763562,-1.0,-1.0,30.947218896763562,0.3238588175154655,0.9078769363119661
2018-01-12,5.920850179398229,64.3,1.886,4.559527744473668,30.953950063945797,-1.0,-1.0,30.953950063945797,0.0,0.9078769363119661
2018-01-15,5.912574259018804,64.3,1.886,4.5671046906361425,30.958338144740825,-1.0,-1.0,30.958338144740825,-0.1224538107727953,0.7854231255391708
2018-01-16,5.5828555354741525,63.73,1.878,4.573679212784302,30.96227074788384,-1.0,-1.0,30.96227074788384,0.4084049160158848,1.1938280415550557
2018-01-17,5.044736279337819,63.97,1.903,4.576012948277927,30.96440552846147,-1.0,-1.0,30.96440552846147,0.3745540165765147,1.5683820581315704
2018-01-18,4.309616920824887,63.95,1.926,4.5778944881399575,30.96593098607223,-1.0,-1.0,30.96593098607223,-0.18386456383217212,1.3845174942993983
2018-01-19,4.09806672115257,63.37,1.914,4.580881166675901,30.967572246001794,-1.0,-1.0,30.967572246001794,0.5469470967046977,1.931464591004096
2018-01-22,3.249461130516643,63.57,1.948,4.577334857276422,30.96536902950891,-1.0,-1.0,30.96536902950891,0.3344527900215198,2.265917381025616
2018-01-23,3.5427499328671104,64.54,1.97,4.572805620247155,30.96307110006746,-1.0,-1.0,30.96307110006746,0.15429712417579244,2.4202145052014084
2018-01-24,4.4044388294637,65.74,1.981,4.567803179285543,30.961918814001155,-1.0,-1.0,30.961918814001155,-0.23261621349340617,2.187598291708002
2018-01-25,4.748692811050198,65.62,1.966,4.56495715414532,30.962007725813738,-1.0,-1.0,30.962007725813738,0.5105646125085044,2.6981629042165065
2018-01-26,4.322014550103816,66.22,1.999,4.568496860376233,30.964474962429303,-1.0,-1.0,30.964474962429303,-0.054258329164945954,2.6439045750515606
2018-01-29,3.9338845023765145,65.71,1.995,4.570110167883681,30.965471427380187,-1.0,-1.0,30.965471427380187,-0.6668162539181526,1.977088321133408
2018-01-30,4.234948654227168,64.65,1.951,4.571841083557346,30.96619751192867,-1.0,-1.0,30.96619751192867,0.21911388466815626,2.1962022058015642
2018-01-31,4.000096605973148,64.85,1.965,4.573197425423753,30.966871956247758,-1.0,-1.0,30.966871956247758,-0.28440639477804863,1.9117958110235156
2018-02-01,5.588492408811042,65.92,1.948,4.5807217271552965,30.97099979013807,-1.0,-1.0,30.97099979013807,-0.2808702034993119,1.6309256075242038
2018-02-02,5.785304355308789,65.57,1.93,4.5913544847129995,30.976526240772646,-1.0,-1.0,30.976526240772646,-0.5098243086733704,1.1211012988508333
2018-02-05,5.503008284665071,64.27,1.897,4.5959944698991695,30.978909707609343,-1.0,-1.0,30.978909707609343,-0.5924024355244021,0.5286988633264312
2018-02-06,5.885143790990206,63.51,1.86,4.600518963499805,30.98110548871494,-1.0,-1.0,30.98110548871494,-0.7243499917164277,-0.19565112838999643
2018-02-07,5.67694431078089,61.91,1.815,4.6039402170526555,30.98239982877086,-1.0,-1.0,30.98239982877086,-0.2286451115841651,-0.42429623997416155
2018-02-08,5.474389005006458,61.27,1.801,4.598880256136146,30.98035035813079,-1.0,-1.0,30.98035035813079,-0.7250506235766191,-1.1493468635507806
2018-02-09,4.889288828571388,59.32,1.757,4.598813044902705,30.979346141962786,-1.0,-1.0,30.979346141962786,-0.4423160870488824,-1.5916629505996631
2018-02-12,5.75398335807327,59.41,1.732,4.60127309891156,30.97922438910319,-1.0,-1.0,30.97922438910319,-0.01620316990200132,-1.6078661205016644
2018-02-13,5.682377844518868,59.31,1.731,4.607377002931306,30.98071759415432,-1.0,-1.0,30.98071759415432,0.459461369135687,-1.1484047513659774
2018-02-14,6.249758786139893,60.72,1.758,4.618056673515307,30.984210019260583,-1.0,-1.0,30.984210019260583,0.41080553997524577,-0.7375992113907317
2018-02-15,6.241636892712762,61.46,1.782,4.625921472518634,30.98673575044177,-1.0,-1.0,30.98673575044177,0.15096661203822484,-0.5866325993525069
2018-02-16,6.306331228848862,61.8,1.791,4.617657629762162,30.984739682384777,-1.0,-1.0,30.984739682384777,0.0,-0.5866325993525069
2018-02-19,6.307045060697064,61.8,1.791,4.614215044751393,30.98434111630538,-1.0,-1.0,30.98434111630538,-0.07098002710379037,-0.6576126264562973
2018-02-20,6.5422097418586205,61.91,1.787,4.610125864565184,30.983654313453485,-1.0,-1.0,30.983654313453485,0.01911513552893645,-0.6384974909273609
2018-02-21,6.398253924082923,61.8,1.788,4.615007722151192,30.98531659726906,-1.0,-1.0,30.98531659726906,0.26206317061042816,-0.3764343203169327
