Date,Spread,EIAEBRT,FUELOIL,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-1.643512590780773,66.73,1.9928,1.416041348285249,34.31027327919549,1.0,1.0,-34.31027327919549,0.1761374570511644,0.1761374570511644
2018-01-02,-1.3578613915809683,66.65,1.9825,1.4172140946718956,34.30409149638385,1.0,1.0,-34.30409149638385,-0.8039094187124154,-0.6277719616612509
2018-01-03,-1.7721927888982094,67.85,2.03,1.4204523966934042,34.29664669403853,1.0,1.0,-34.29664669403853,0.26808277401742,-0.35968918764383095
2018-01-04,-0.3655934709249635,68.73,2.0149,1.4170688929115007,34.292318959216324,1.0,1.0,-34.292318959216324,0.05079393998084792,-0.30889524766298304
2018-01-05,-0.9484915824439071,68.01,2.0113,1.4134521857168683,34.28553253241382,1.0,1.0,-34.28553253241382,0.20635425790537074,-0.1025409897576123
2018-01-08,-0.0711469136863343,68.48,1.9996,1.4102963441832357,34.28242994283173,1.0,1.0,-34.28242994283173,-0.2329777967497737,-0.335518786507386
2018-01-09,0.05586881555626633,69.08,2.0137,1.4014680548987866,34.27726631794395,1.0,1.0,-34.27726631794395,-0.16164458698332956,-0.49716337349071554
2018-01-10,0.4284485676077736,69.79,2.0238,1.391713713527748,34.27292787448969,-1.0,-1.0,34.27292787448969,-0.02848928502810861,-0.5256526585188241
2018-01-11,1.042708969718177,70.36,2.0225999999999997,1.3858715221414046,34.271378933195805,-1.0,-1.0,34.271378933195805,0.20678603646461166,-0.31886662205421246
2018-01-12,-0.0633358622636564,69.64,2.0342,1.3764969145277581,34.265724049878905,-1.0,-1.0,34.265724049878905,-0.00962090752441136,-0.3284875295786238
2018-01-15,0.617480882875526,70.31,2.0342,1.3615424773143203,34.26040660560637,1.0,1.0,-34.26040660560637,0.3575857539927523,0.02909822441412846
2018-01-16,0.47120404809257366,69.4,2.0122,1.3491267760190921,34.2554397932151,-1.0,-1.0,34.2554397932151,-0.09571253412945699,-0.06661430971532853
2018-01-17,0.47173692589181826,69.19,2.0063999999999997,1.3327060721051007,34.249533031353764,-1.0,-1.0,34.249533031353764,-0.07759296799517819,-0.14420727771050673
2018-01-18,0.9190989254045121,69.48,2.0021,1.3151299503147085,34.244493818788015,-1.0,-1.0,34.244493818788015,-0.03636121298698074,-0.18056849069748748
2018-01-19,0.10773240351343816,68.56,1.9991999999999999,1.3075960901130332,34.23982973013534,-1.0,-1.0,34.23982973013534,0.0009035550364301943,-0.1796649356610573
2018-01-22,0.848245937251022,69.32,1.9999,1.3018302541868392,34.23758891082003,-1.0,-1.0,34.23758891082003,0.564727657575571,0.3850627219145137
2018-01-23,0.2036929156271583,69.81,2.0333,1.2943161563809882,34.23317124102338,-1.0,-1.0,34.23317124102338,0.15851202814205415,0.5435747500565679
2018-01-24,-0.00896031570073319,69.91,2.0428,1.2827315642439983,34.22702188941684,-1.0,-1.0,34.22702188941684,-0.12564301008818968,0.4179317399683782
2018-01-25,1.3810594336304547,71.08,2.0362999999999998,1.2829649105475918,34.2282279459655,1.0,1.0,-34.2282279459655,-0.4796787881718005,-0.061747048203422306
2018-01-26,-0.5563686164898201,70.08,2.064,1.2795538692097777,34.223046810314834,-1.0,-1.0,34.223046810314834,-0.5631351383615791,-0.6248821865650014
2018-01-29,-1.0045101871717037,68.41,2.0286,1.2794942776266027,34.21793857200616,1.0,1.0,-34.21793857200616,0.3534476667962224,-0.27143451976877897
2018-01-30,-0.887221687505459,67.78,2.0071,1.277553845419538,34.212157683974624,1.0,1.0,-34.212157683974624,0.06136404148388715,-0.21007047828489184
2018-01-31,-0.7522362550595005,67.78,2.0035,1.2740681374414429,34.20625717746918,1.0,1.0,-34.20625717746918,-0.20643964112565277,-0.4165101194105446
2018-02-01,-0.35920055691182995,68.6,2.0162999999999998,1.2684924300481961,34.20086324302526,1.0,1.0,-34.20086324302526,0.9059792753552063,0.48946915594466167
2018-02-02,0.3574325438102619,67.45,1.9619,1.26348260293847,34.19775088240468,1.0,1.0,-34.19775088240468,0.5752928509922508,1.0647620069369124
2018-02-05,1.7162203714939892,67.69,1.9291,1.2651184557092534,34.199253345345504,-1.0,-1.0,34.199253345345504,-0.3690398501393791,0.6957221567975332
2018-02-06,1.512135829562581,66.75,1.9075,1.2668382033951013,34.200715161435085,-1.0,-1.0,34.200715161435085,-1.0301646904824049,-0.33444253368487165
2018-02-07,2.4918963105890484,65.74,1.8492,1.2711817313487324,34.20295462330248,-1.0,-1.0,34.20295462330248,-0.6840373983160855,-1.018479932000957
2018-02-08,2.3170818245033757,64.26,1.811,1.271839801463432,34.20370964963922,-1.0,-1.0,34.20370964963922,-0.5117292835979483,-1.5302092155989053
2018-02-09,2.055710526461766,63.04,1.7829,1.274403196955278,34.205109357528876,-1.0,-1.0,34.205109357528876,-0.23799989698804108,-1.7682091125869464
2018-02-12,1.6638573260261253,62.2,1.7697999999999998,1.2738343577183417,34.20507553055367,-1.0,-1.0,34.20507553055367,0.013843606949253512,-1.7543655056376928
2018-02-13,1.3814747783111798,61.94,1.7703,1.27717737667347,34.20805808150529,-1.0,-1.0,34.20805808150529,0.7093118902791586,-1.0450536153585341
2018-02-14,0.4637064992593807,62.29,1.8073,1.277670382543692,34.209203508405146,-1.0,-1.0,34.209203508405146,0.15931155151906978,-0.8857420638394644
2018-02-15,0.7194739482628734,62.86,1.8162,1.275248870795768,34.214583224169765,-1.0,-1.0,34.214583224169765,0.3237213586495228,-0.5620207051899416
2018-02-16,1.5293527850087756,64.3,1.8346,1.275256575592487,34.214895462221314,-1.0,-1.0,34.214895462221314,-0.010108864696734221,-0.5721295698866758
2018-02-19,2.1749988175902217,64.95,1.8346,1.2796892835556986,34.21726871383941,-1.0,-1.0,34.21726871383941,-0.2140605751934172,-0.786190145080093
2018-02-20,2.2991413194984602,64.68,1.8229,1.2864091683308976,34.22066963656896,-1.0,-1.0,34.22066963656896,-0.050818793355751915,-0.8370089384358449
2018-02-21,2.5113489290084487,64.81,1.8203,1.294389545726267,34.22438667856483,-1.0,-1.0,34.22438667856483,0.47802705615271407,-0.3589818822831308
2018-02-22,2.904106909764714,66.12,1.8468,1.3066733181085142,34.22996160398272,-1.0,-1.0,34.22996160398272,0.627387979084724,0.26840609680159316
2018-02-23,2.6316142486812453,67.04,1.8814,1.3154124289111055,34.23428603769467,-1.0,-1.0,34.23428603769467,0.30107069914350115,0.5694767959450944
2018-02-26,2.942338021210773,67.96,1.8987,1.328624613656029,34.24325168735936,-1.0,-1.0,34.24325168735936,-0.22179792951237223,0.34767886643272217
2018-02-27,2.9909058727912594,67.59,1.8861,1.3418809029942542,34.25008967032964,-1.0,-1.0,34.25008967032964,-1.277858993127619,-0.9301801266948968
2018-02-28,3.9148010120364702,66.08,1.8144999999999998,1.364786837056072,34.26023642213477,-1.0,-1.0,34.26023642213477,-0.10228504905286911,-1.0324651757477659
2018-03-01,2.2886832306386182,64.23,1.8075999999999999,1.372103985186088,34.26715908904702,0.0,0.0,-0.0,0.0,-1.0324651757477659
2018-03-02,2.342238004380768,64.26,1.8066,1.380087998220631,34.273088672433985,-1.0,-1.0,34.273088672433985,-0.2664832733306327,-1.2989484490783987
2018-03-05,4.283137500623873,65.78,1.7938,1.4059630952720132,34.283009532487526,-1.0,-1.0,34.283009532487526,0.10105436231507359,-1.1978940867633252
2018-03-06,3.9778521610738053,65.67,1.7990000000000002,1.4278555509359305,34.29246683653485,0.0,0.0,-0.0,0.0,-1.1978940867633252
2018-03-07,3.4005398959626802,65.09,1.7985,1.443495751015214,34.30050603504994,0.0,0.0,-0.0,0.0,-1.1978940867633252
2018-03-08,2.6834596831082393,63.87,1.7834999999999999,1.4530603909206659,34.30700326150365,-1.0,-1.0,34.30700326150365,0.19285011366668986,-1.0050439730966354
2018-03-09,3.605213093090711,65.19,1.7946,1.4700592881913275,34.316720665836,-1.0,-1.0,34.316720665836,-0.3130411212971018,-1.3180850943937372
2018-03-12,3.5114690186831083,64.53,1.7777,1.4856892616915338,34.324425370600714,-1.0,-1.0,34.324425370600714,0.875919764388357,-0.4421653300053803
2018-03-13,1.6250947566630813,64.2,1.8228,1.488785482952697,34.329002218201076,-1.0,-1.0,34.329002218201076,0.2238875433797092,-0.21827778662567107
2018-03-14,0.6411272777427897,63.61,1.8341999999999998,1.4891967667846877,34.33042891846975,-1.0,-1.0,34.33042891846975,0.16189326478101698,-0.05638452184465409
2018-03-15,0.40083580448777667,63.67,1.8429,1.4893277959751388,34.33130619974617,-1.0,-1.0,34.33130619974617,0.2822002798527389,0.2258157580080848
2018-03-16,0.8573299387617936,64.68,1.8588999999999998,1.4901056828746326,34.333568272224554,-1.0,-1.0,34.333568272224554,0.06617387139364407,0.29198962940172885
2018-03-19,0.8676352205740301,64.82,1.8625999999999998,1.4907691696226275,34.334996660273795,-1.0,-1.0,34.334996660273795,0.48504142487757784,0.7770310542793066
2018-03-20,1.1041227907395381,66.0,1.8899000000000001,1.4920624638328377,34.338259807005905,-1.0,-1.0,34.338259807005905,1.620835344830473,2.3978663991097795
2018-03-21,0.13730566569871883,68.15,1.9809,1.486307744286225,34.3342391510431,-1.0,-1.0,34.3342391510431,-0.4125631475167248,1.9853032515930547
2018-03-22,1.759540935888026,68.98,1.9578,1.4845461274549947,34.33469152319541,-1.0,-1.0,34.33469152319541,0.42192612050336076,2.4072293720964155
2018-03-23,0.9865165437654753,69.03,1.9819,1.4784772334856133,34.33245040427596,-1.0,-1.0,34.33245040427596,-0.24106725641677595,2.1661621156796396
2018-03-26,1.2429889311594167,68.81,1.9678,1.480175695886059,34.336320291107114,-1.0,-1.0,34.336320291107114,-0.04624155455549523,2.1199205611241445
2018-03-27,1.1538249382878547,68.63,1.965,1.4816702583386212,34.33902038763976,-1.0,-1.0,34.33902038763976,0.007285443683520354,2.1272060048076646
2018-03-28,0.6502651828194814,68.13,1.965,1.4820760353015934,34.34083196803079,-1.0,-1.0,34.34083196803079,0.07082274034195798,2.1980287451496228
2018-03-29,1.3673544304545402,69.02,1.9698,1.484170956192461,34.34493124659633,-1.0,-1.0,34.34493124659633,0.0,2.1980287451496228
2018-03-30,1.361273424084871,69.02,1.9698,1.486227532176489,34.34801836527319,-1.0,-1.0,34.34801836527319,-0.5109132592661703,1.6871154858834525
2018-04-02,2.358249859090364,69.02,1.9405000000000001,1.4924991685010753,34.35287304349891,-1.0,-1.0,34.35287304349891,0.1681794866855087,1.8552949725689611
2018-04-03,2.02411643399779,69.02,1.95,1.4968851166332067,34.35686336718062,-1.0,-1.0,34.35686336718062,-0.17177474130243983,1.6835202312665214
2018-04-04,-0.5303645001535529,66.04,1.9378,1.4966349068922222,34.35357854275651,-1.0,-1.0,34.35357854275651,-0.08202933282354508,1.6014908984429763
2018-04-05,0.10916431531879311,66.54,1.9336000000000002,1.4950673926374685,34.356038314377955,1.0,1.0,-34.356038314377955,0.3300323418868027,1.931523240329779
2018-04-06,0.7154062762834883,66.51,1.915,1.4955215632363315,34.35749019515223,-1.0,-1.0,34.35749019515223,0.72647893772549,2.658002178055269
2018-04-09,0.9453791621657501,68.19,1.9569,1.4937495853125302,34.36282939232166,-1.0,-1.0,34.36282939232166,1.1893070959355687,3.8473092739908377
2018-04-10,1.0166473400212084,70.67,2.0267,1.4930094088546202,34.36786532786243,-1.0,-1.0,34.36786532786243,0.5320038132925837,4.379313087283421
2018-04-11,1.9328397031452482,72.74,2.0598,1.4951301507549926,34.37574536210057,-1.0,-1.0,34.37574536210057,-0.16069909338720706,4.218613993896214
2018-04-12,0.9876049941346849,71.44,2.0491,1.4915703543942518,34.38211654183071,-1.0,-1.0,34.38211654183071,0.26088911742015286,4.479503111316367
2018-04-13,2.128818681076467,73.18,2.0661,1.4963659761929906,34.38903311501067,-1.0,-1.0,34.38903311501067,-0.44727345757631315,4.032229653740054
2018-04-16,1.9430223797296975,72.05,2.0383,1.500443192196133,34.39482785667973,-1.0,-1.0,34.39482785667973,-0.25345741071137384,3.7787722430286803
2018-04-17,2.118103866167914,71.71,2.023,1.505416053032601,34.400344109655,-1.0,-1.0,34.400344109655,0.7608453045946771,4.539617547623357
2018-04-18,2.5337732477821504,73.73,2.0694,1.5093977728720023,34.404284697118904,-1.0,-1.0,34.404284697118904,0.2508133806782386,4.790430928301595
2018-04-19,3.089551940845624,74.85,2.0854,1.5190275128306279,34.410879475953955,-1.0,-1.0,34.410879475953955,0.014623409602638632,4.805054337904234
2018-04-20,2.820900921041911,74.62,2.0861,1.5277832913442349,34.41786063897133,-1.0,-1.0,34.41786063897133,-0.08307108206715753,4.721983255837076
2018-04-23,2.904068914010452,74.54,2.081,1.535600424597486,34.42380157904351,-1.0,-1.0,34.42380157904351,0.28335490891353926,5.005338164750615
2018-04-24,3.5754001278190373,75.86,2.0991999999999997,1.5500181772562684,34.43435588423255,-1.0,-1.0,34.43435588423255,0.1060242020777013,5.111362366828316
2018-04-25,1.3261823027103645,73.79,2.104,1.5481975031323696,34.44097799300838,-1.0,-1.0,34.44097799300838,0.33680421109283126,5.448166577921147
2018-04-26,2.1559051736414716,75.39,2.1259,1.551992482367479,34.44851348904395,-1.0,-1.0,34.44851348904395,-0.33301070411060324,5.115155873810544
2018-04-27,2.7861984156827617,75.33,2.1053,1.5593544359209142,34.45770274275269,-1.0,-1.0,34.45770274275269,0.35551791183045917,5.470673785641003
2018-04-30,2.594764263100231,75.92,2.1275,1.5661687857931,34.46544570477075,-1.0,-1.0,34.46544570477075,-0.823444897651867,4.647228887989136
2018-05-01,3.2860861792623837,74.85,2.0758,1.5772701874023143,34.47534146870489,-1.0,-1.0,34.47534146870489,0.25203911669739965,4.899268004686535
2018-05-02,1.0986328623049388,73.14,2.0896,1.5765606760759643,34.47615196099496,-1.0,-1.0,34.47615196099496,0.09145531341430714,4.990723318100842
2018-05-03,1.2054343091745636,73.45,2.0953999999999997,1.576673402652313,34.47769671223893,-1.0,-1.0,34.47769671223893,0.5565452369921929,5.5472685550930345
2018-05-04,1.297510367228739,74.75,2.1303,1.5773745666301724,34.479880595583374,-1.0,-1.0,34.479880595583374,0.2605858694028495,5.807854424495884
2018-05-07,0.7404943265037645,74.75,2.1464,1.577224575975908,34.480761122575586,-1.0,-1.0,34.480761122575586,0.04002190048219943,5.847876324978083
2018-05-08,0.08258434484888255,74.16,2.1484,1.5771376796798418,34.48027166968493,-1.0,-1.0,34.48027166968493,0.6517574579693755,6.499633782947458
2018-05-09,2.0118296961540096,77.6,2.1919,1.5807720682907045,34.48522756688078,-1.0,-1.0,34.48522756688078,0.05834107547683308,6.557974858424291
2018-05-10,1.8611643646197251,77.59,2.1956,1.5836942383804227,34.491180376835615,-1.0,-1.0,34.491180376835615,0.05153402285983554,6.6095088812841265
2018-05-11,1.5260798789949348,77.37,2.1987,1.5855119161054545,34.49489249147454,-1.0,-1.0,34.49489249147454,0.39443026929748526,7.003939150581612
2018-05-14,1.4321683578479991,78.17,2.2245,1.5854233739250194,34.49666515718229,-1.0,-1.0,34.49666515718229,-0.18353549131007132,6.82040365927154
2018-05-15,2.569521917746002,78.94,2.2133000000000003,1.5911358388869945,34.50525373074323,-1.0,-1.0,34.50525373074323,0.36495192594923614,7.185355585220776
2018-05-16,1.0291811169925893,78.19,2.2361,1.591275547741415,34.50687307499996,-1.0,-1.0,34.50687307499996,0.2874209973998753,7.472776582620652
2018-05-17,2.2163343356046568,80.09,2.2563,1.5955791139460307,34.513879211273036,-1.0,-1.0,34.513879211273036,-0.2004507521415707,7.272325830479081
2018-05-18,0.9999726282699442,78.38,2.2418,1.5961172196633717,34.51691826734323,-1.0,-1.0,34.51691826734323,0.15140060058170932,7.423726431060791
2018-05-21,0.6238071186384531,78.34,2.2516,1.593592856207052,34.51598546871627,-1.0,-1.0,34.51598546871627,-0.1307917833133282,7.292934647747463
