Date,Spread,CRUDOIL,ETHANYH,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,15.084663230089639,60.42,1.4,5.15646697694887,32.382383407078834,0.0,0.0,-0.0,-0.0,-0.0
2018-01-02,14.98999428657607,60.37,1.4,5.195987858950494,32.41428979530281,0.0,0.0,-0.0,0.0,0.0
2018-01-03,16.201228372813354,61.63,1.4,5.245848464506821,32.44912259084761,0.0,0.0,-0.0,0.0,0.0
2018-01-04,16.531558876595042,62.01,1.4,5.297941816744943,32.48460080243211,0.0,0.0,-0.0,-0.0,0.0
2018-01-05,15.584004608945229,61.44,1.41,5.344521198466919,32.521982546847354,0.0,0.0,-0.0,0.0,0.0
2018-01-08,15.821323531640566,61.73,1.41,5.392058068827488,32.559345013020874,0.0,0.0,-0.0,0.0,0.0
2018-01-09,16.999571609921965,62.96,1.41,5.446360855095051,32.596048503601445,0.0,0.0,-0.0,0.0,0.0
2018-01-10,17.554117117415352,63.57,1.41,5.506513793470649,32.6353779309111,0.0,0.0,-0.0,0.0,0.0
2018-01-11,17.729971058908312,63.8,1.41,5.566064688221292,32.67377939084517,0.0,0.0,-0.0,0.0,0.0
2018-01-12,18.172979977709986,64.3,1.41,5.630003975958631,32.71419859736881,0.0,0.0,-0.0,0.0,0.0
2018-01-15,18.121472821272583,64.3,1.41,5.688216804176125,32.75072849555136,0.0,0.0,-0.0,-0.0,0.0
2018-01-16,17.50729106857552,63.73,1.41,5.735042822754106,32.78206307193226,0.0,0.0,-0.0,0.0,0.0
2018-01-17,17.700401817689418,63.97,1.41,5.785626955713405,32.81531785979474,0.0,0.0,-0.0,-0.0,0.0
2018-01-18,17.634161002652988,63.95,1.41,5.834567617764269,32.8481127640759,0.0,0.0,-0.0,-0.0,0.0
2018-01-19,16.357370468325932,63.37,1.43,5.867999325914264,32.875964707464384,0.0,0.0,-0.0,0.0,0.0
2018-01-22,16.515636344011916,63.57,1.43,5.904172840616909,32.90514940978188,0.0,0.0,-0.0,0.0,0.0
2018-01-23,17.43946975167313,64.54,1.43,5.949087571759521,32.93743374008873,0.0,0.0,-0.0,0.0,0.0
2018-01-24,18.586283520412223,65.74,1.43,6.006848850630764,32.97462690880264,0.0,0.0,-0.0,-0.0,0.0
2018-01-25,18.410429638860116,65.62,1.43,6.064834595338393,33.013685567230695,0.0,0.0,-0.0,0.0,0.0
2018-01-26,17.963612539160927,66.22,1.46,6.117793394386075,33.0523201786569,0.0,0.0,-0.0,-0.0,0.0
2018-01-29,17.40137776037467,65.71,1.46,6.163743723680935,33.08809742440091,0.0,0.0,-0.0,-0.0,0.0
2018-01-30,16.281146927154374,64.65,1.46,6.20583527776141,33.129351419757285,0.0,0.0,-0.0,0.0,0.0
2018-01-31,16.41640671569977,64.85,1.46,6.249227640220388,33.17369403034262,0.0,0.0,-0.0,0.0,0.0
2018-02-01,17.418852448935034,65.92,1.46,6.299592710187015,33.219964076071896,0.0,0.0,-0.0,-0.0,0.0
2018-02-02,15.011145925891618,65.57,1.52,6.332103036432204,33.26240399612393,0.0,0.0,-0.0,-0.0,0.0
2018-02-05,13.652543048093456,64.27,1.52,6.356076302286904,33.300958520991145,-1.0,-1.0,33.300958520991145,0.011825112805352367,0.011825112805352367
2018-02-06,12.841115677627805,63.51,1.52,6.374852802044031,33.33479231735013,-1.0,-1.0,33.33479231735013,0.02519288301054956,0.03701799581590193
