Date,Spread,EIAEBRT,EIALALS,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-10-15,1.6562228098331815,80.91,2.364,1.7139005860957912,33.52528645946143,-1.0,-1.0,33.52528645946143,0.16069410226955735,3.121871379899991
2018-10-16,0.882787948803923,80.53,2.375,1.7023580525402648,33.53566823208256,-1.0,-1.0,33.53566823208256,-0.3029471957756222,2.818924184124369
2018-10-17,0.976683234772338,79.91,2.353,1.6924528457116705,33.54582097969726,-1.0,-1.0,33.54582097969726,-0.2329863705668116,2.5859378135575577
2018-10-18,1.879146990950602,80.3,2.337,1.6861004917317908,33.55620582329884,-1.0,-1.0,33.55620582329884,0.11387307556487246,2.69981088912243
2018-10-19,1.6666699374745662,80.38,2.345,1.678860613599847,33.566452052249645,-1.0,-1.0,33.566452052249645,0.2567820734627628,2.956592962585193
2018-10-22,1.106945821779746,80.45,2.363,1.6664876487388258,33.57725525950921,-1.0,-1.0,33.57725525950921,-1.086222281085242,1.870370681499951
2018-10-23,1.9134637604284848,78.67,2.285,1.6436533257386254,33.5914819429197,-1.0,-1.0,33.5914819429197,-0.07129914092408647,1.7990715405758646
2018-10-24,0.7567383583178184,77.34,2.279,1.6257325939004037,33.60388839038271,-1.0,-1.0,33.60388839038271,0.5460827388926139,2.3451542794684785
2018-10-25,-0.5464061168831051,77.3,2.316,1.6216656867603505,33.61243787430186,-1.0,-1.0,33.61243787430186,0.5937451786828908,2.9388994581513694
2018-10-26,-1.8379697317969317,77.4,2.357,1.6299093642672995,33.61814583444927,1.0,1.0,-33.61814583444927,0.42996042700665027,3.36885988515802
2018-10-29,-0.68399512159273,77.56,2.327,1.6345559384651955,33.62440701400633,1.0,1.0,-33.62440701400633,0.22140527347588482,3.5902651586339047
2018-10-30,-2.0009267791332093,75.68,2.31,1.651381280635742,33.6281068307936,1.0,1.0,-33.6281068307936,0.19270734231489217,3.782972500948797
2018-10-31,-2.3796275181297943,74.84,2.296,1.6668890947347554,33.63224195040497,1.0,1.0,-33.63224195040497,0.7137368276105803,4.496709328559377
2018-11-01,-4.224620413729781,71.25,2.244,1.700583504932472,33.633966316278865,1.0,1.0,-33.633966316278865,0.3427682540626201,4.839477582621997
2018-11-02,-3.5938487156241052,71.11,2.221,1.7322453769700106,33.63523129924543,1.0,1.0,-33.63523129924543,-0.2505168309633075,4.58896075165869
2018-11-05,-2.6325023318040053,72.68,2.239,1.756315191341532,33.636669196875395,1.0,1.0,-33.636669196875395,0.047047140180859814,4.63600789183955
2018-11-06,-4.499704514400904,70.64,2.234,1.8051176412621368,33.63460363222959,1.0,1.0,-33.63460363222959,-0.7604331951904288,3.875574696649121
2018-11-07,-6.706315216605333,70.1,2.284,1.890560989149275,33.627983895186226,1.0,1.0,-33.627983895186226,1.0190750577338752,4.894649754382996
2018-11-08,-5.151788569173206,69.29,2.214,1.94889719602828,33.62321073585059,0.0,0.0,-0.0,0.0,4.894649754382996
2018-11-09,-5.015081326264493,69.01,2.202,2.0049401731784466,33.61720314544255,0.0,0.0,-0.0,0.0,4.894649754382996
2018-11-12,-3.233350540441478,69.81,2.173,2.0366203008582926,33.61405915344753,0.0,0.0,-0.0,0.0,4.894649754382996
2018-11-13,-4.291454330991229,65.45,2.075,2.079681584312801,33.610339436622276,1.0,1.0,-33.610339436622276,-0.5432348183175859,4.35141493606541
2018-11-14,-5.956661746374451,64.88,2.108,2.144680375261615,33.6037294812023,1.0,1.0,-33.6037294812023,0.3300725041267856,4.681487440192196
2018-11-15,-4.543237114683805,65.61,2.088,2.1885042419964233,33.59829363730067,0.0,0.0,-0.0,-0.0,4.681487440192196
2018-11-16,-4.979464105430949,65.29,2.092,2.234888554880891,33.58960999303583,1.0,1.0,-33.58960999303583,0.11083602801944012,4.792323468211636
2018-11-19,-5.837023728696565,64.14,2.084,2.2892426125552565,33.57822635734,1.0,1.0,-33.57822635734,1.6023040913762485,6.394627559587885
2018-11-20,-5.032800419100695,61.5,1.982,2.330549897755095,33.568516861302065,0.0,0.0,-0.0,0.0,6.394627559587885
2018-11-21,-3.7892766578756394,61.65,1.95,2.349628926405061,33.5586034142952,1.0,1.0,-33.5586034142952,-0.008759124087591275,6.385868435500294
2018-11-22,-4.309988545338413,61.11,1.95,2.3767711058831384,33.54871207453252,1.0,1.0,-33.54871207453252,-0.055964653902798256,6.329903781597496
2018-11-23,-7.697753225366782,57.69,1.95,2.4450534074550014,33.532181141213734,1.0,1.0,-33.532181141213734,1.6168725039078773,7.946776285505373
2018-11-26,-2.5936449077195007,59.7,1.858,2.4597841085368475,33.52725775442384,0.0,0.0,-0.0,0.0,7.946776285505373
2018-11-27,-2.6028153091164086,59.58,1.855,2.4728131740705166,33.521733320278386,1.0,1.0,-33.521733320278386,0.804244211513122,8.751020497018494
