Date,Spread,WHEATSF,EIANYGR,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-07-25,0.3853002215742922,5.5,2.1,0.3798802232521857,2.4355713230598606,-1.0,-1.0,2.4355713230598606,0.05977749340228024,0.9288422541748937
2018-07-26,0.2116443697934507,5.42,2.139,0.3804098382022109,2.4349488687267646,-1.0,-1.0,2.4349488687267646,0.01562354477072233,0.9444657989456161
2018-07-27,0.14362842629531425,5.36,2.143,0.38058643010646603,2.434144458098314,-1.0,-1.0,2.434144458098314,-0.04234518819076617,0.90212061075485
2018-07-30,0.3306332942815642,5.52,2.132,0.3822296650100983,2.4340369163782527,-1.0,-1.0,2.4340369163782527,-0.0375996796962265,0.8645209310586235
2018-07-31,0.44102256688723074,5.57,2.107,0.38476574648963563,2.4342560195124676,-1.0,-1.0,2.4342560195124676,-0.05698473167984781,0.8075361993787756
2018-08-01,0.5975824700723384,5.63,2.067,0.3882591592208837,2.434648055117398,-1.0,-1.0,2.434648055117398,0.021220380851996186,0.8287565802307718
2018-08-02,0.53984666778865,5.61,2.082,0.3916330037954211,2.4352321480361914,-1.0,-1.0,2.4352321480361914,0.008187620094261985,0.8369442003250338
2018-08-03,0.5214393388236394,5.61,2.089,0.39486554732371704,2.435883514206013,-1.0,-1.0,2.435883514206013,-0.024888531604225963,0.8120556687208078
2018-08-06,0.6463723175757012,5.73,2.086,0.3991505307493109,2.4370218995322626,-1.0,-1.0,2.4370218995322626,0.054851234771425214,0.866906903492233
2018-08-07,0.4792125069577944,5.65,2.121,0.40191093895249325,2.4379007510807194,-1.0,-1.0,2.4379007510807194,-0.09779152578519017,0.7691153777070429
2018-08-08,0.6967158478589912,5.67,2.039,0.40652690285372206,2.4390800157631234,-1.0,-1.0,2.4390800157631234,-0.00434001006676238,0.7647753676402804
2018-08-09,0.6707978028203234,5.62,2.028,0.41067871995127203,2.440435008471241,-1.0,-1.0,2.440435008471241,0.07655317158197247,0.8413285392222529
2018-08-10,0.39871160587819077,5.44,2.065,0.41254023740173545,2.4413018857732736,-1.0,-1.0,2.4413018857732736,0.012074773662400043,0.853403312884653
2018-08-13,0.2915706991247733,5.31,2.055,0.4135043466326948,2.442058053953881,-1.0,-1.0,2.442058053953881,-0.0067474674451214744,0.8466558454395315
2018-08-14,0.35269461511200095,5.39,2.062,0.41483972921627094,2.442922107123181,-1.0,-1.0,2.442922107123181,-0.04186857312254137,0.8047872723169902
2018-08-15,0.374796334406053,5.29,2.011,0.41552885933231143,2.4441589585250854,-1.0,-1.0,2.4441589585250854,-0.01768819687460031,0.7870990754423899
2018-08-16,0.4687079671284069,5.39,2.012,0.4156435224405119,2.445970195264211,-1.0,-1.0,2.445970195264211,-0.035763055872775264,0.7513360195696146
2018-08-17,0.6355307282718936,5.55,2.007,0.41495180795155706,2.4486643107763357,-1.0,-1.0,2.4486643107763357,0.06787081086412657,0.8192068304337412
2018-08-20,0.3898044488202137,5.39,2.039,0.4050715271928862,2.4522783478076438,-1.0,-1.0,2.4522783478076438,0.033842747451905915,0.8530495778856472
2018-08-21,0.22242892384708757,5.24,2.044,0.3984350637127195,2.4547803699378243,-1.0,-1.0,2.4547803699378243,0.06676071591752479,0.9198102938031719
2018-08-22,0.07526991250076875,5.23,2.098,0.3911535500084551,2.4569733496183184,-1.0,-1.0,2.4569733496183184,0.004134875620821928,0.9239451694239939
2018-08-23,0.03942534848961632,5.19,2.095,0.38656859507760705,2.458508186878465,-1.0,-1.0,2.458508186878465,0.016429171654557338,0.9403743410785512
2018-08-24,0.0012080028472283288,5.19,2.109,0.38020572739537806,2.460309149906483,-1.0,-1.0,2.460309149906483,0.06561566539586272,1.005990006474414
2018-08-27,-0.30591224305626863,4.91,2.119,0.3731391053018956,2.461497047218626,-1.0,-1.0,2.461497047218626,-0.02235760061846762,0.9836324058559465
2018-08-28,-0.266771132408576,4.9,2.098,0.36635889241813824,2.462712646524584,1.0,1.0,-2.462712646524584,-0.004856160308094111,0.9787762455478524
2018-08-29,-0.21044393424713448,5.02,2.123,0.36122665161236345,2.463704161209201,1.0,1.0,-2.463704161209201,-0.054561107536359454,0.9242151380114929
2018-08-30,-0.3679407956819958,4.95,2.158,0.35642919288856223,2.46429137890732,1.0,1.0,-2.46429137890732,0.02476975213697343,0.9489848901484663
2018-08-31,-0.2577890474277149,5.05,2.154,0.3552279697831742,2.4641546181187164,1.0,1.0,-2.4641546181187164,0.0,0.9489848901484663
2018-09-03,-0.25689465634275255,5.05,2.154,0.3546757897259498,2.463739394773794,1.0,1.0,-2.463739394773794,0.0004789747003246421,0.949463864848791
2018-09-04,-0.3064801107473851,4.96,2.138,0.3540386470951164,2.4632741397321727,1.0,1.0,-2.4632741397321727,0.047814937106885,0.997278801955676
2018-09-05,-0.2606409828847598,4.86,2.079,0.3531483559381793,2.4630307757983454,1.0,1.0,-2.4630307757983454,0.019080664286545833,1.0163594662422217
2018-09-06,-0.2658826834120278,4.78,2.049,0.35265401354040987,2.4626074589614584,1.0,1.0,-2.4626074589614584,-0.023413831674331698,0.99294563456789
2018-09-07,-0.32348941316046176,4.76,2.065,0.35266606417788265,2.4617382146055506,1.0,1.0,-2.4617382146055506,0.08816778762355673,1.0811134221914467
2018-09-10,-0.04448473272609643,4.93,2.021,0.3527360850476759,2.461397690611626,1.0,1.0,-2.461397690611626,-0.09823026571323397,0.9828831564782127
2018-09-11,-0.30030870032468826,4.83,2.085,0.35270371282165525,2.460579712385942,1.0,1.0,-2.460579712385942,-0.04873727852382759,0.9341458779543851
2018-09-12,-0.4627647944764268,4.72,2.107,0.35239799009097394,2.4597839556129215,1.0,1.0,-2.4597839556129215,0.03930391567300421,0.9734497936273893
2018-09-13,-0.42799517617357186,4.63,2.057,0.3523314457746424,2.4589184133075217,1.0,1.0,-2.4589184133075217,0.055571737010652066,1.0290215306380412
2018-09-14,-0.2395861596437916,4.76,2.034,0.35234935776709214,2.4580069614767903,1.0,1.0,-2.4580069614767903,-0.02705070169339204,1.0019708289446492
2018-09-17,-0.34940405057458346,4.66,2.039,0.35248831669882974,2.4567945319149502,1.0,1.0,-2.4567945319149502,-0.04322708138773665,0.9587437475569125
2018-09-18,-0.41257677092186196,4.7,2.082,0.352772622282254,2.455608439443738,1.0,1.0,-2.455608439443738,0.007840211439411413,0.9665839589963239
2018-09-19,-0.32818149034821875,4.82,2.097,0.35245299019078596,2.4550221699323886,1.0,1.0,-2.4550221699323886,0.02522252926660025,0.9918064882629242
