Date,Spread,EIAEBRT,BFO1MEU,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2019-08-01,-0.2959328429848398,62.9,63.56,1.005804333319773,0.994272071160869,1.0,1.0,-0.994272071160869,-0.004990747002377241,0.26675199428736684
2019-08-02,-0.5986256906331846,61.12,62.07,1.0001882711146235,0.9943390638091377,1.0,1.0,-0.9943390638091377,-0.0036586411464215075,0.26309335314094534
2019-08-05,-0.8013211975210552,59.32,60.46,0.9952037753633944,0.9943982996612811,1.0,1.0,-0.9943982996612811,-0.0014345573506403097,0.26165879579030504
2019-08-06,-0.8771677519454144,58.63,59.84,0.9924501445661738,0.9944379637691413,1.0,1.0,-0.9944379637691413,-0.06140201262152489,0.20025678316878015
2019-08-07,-4.465913383802331,55.03,59.84,1.0325585168800167,0.9942498894351993,1.0,1.0,-0.9942498894351993,0.061111420464847195,0.26136820363362734
2019-08-08,-0.9182631516085351,56.29,57.54,1.0338237592113422,0.994234674167684,0.0,0.0,-0.0,0.0,0.26136820363362734
2019-08-09,-0.9127506348960281,57.37,58.62,1.033676453273335,0.9942468549112253,1.0,1.0,-0.9942468549112253,-0.00011275961610632528,0.261255444017521
2019-08-12,-0.913593937919785,57.13,58.38,1.0347143882038408,0.9942376488167144,1.0,1.0,-0.9942376488167144,0.004717653806149934,0.2659730978236709
2019-08-13,-0.7019759317873806,59.9,60.95,1.0316634531854711,0.9942900070842884,1.0,1.0,-0.9942900070842884,0.0024848238972368236,0.2684579217209077
2019-08-14,-0.5184851737736338,57.86,58.71,1.0281276810380724,0.9943533499194964,1.0,1.0,-0.9943533499194964,-0.0018634066340736163,0.26659451508683407
2019-08-15,-0.6198991247468726,57.37,58.32,1.0288819384299137,0.9943398341005979,1.0,1.0,-0.9943398341005979,0.022785653527048748,0.2893801686138828
2019-08-16,0.6795345669176314,59.0,58.65,1.0293992962334517,0.9943813373074573,1.0,1.0,-0.9943813373074573,0.0008435016149107698,0.2902236702287936
2019-08-19,0.7313989640971243,59.79,59.39,1.0300928921610824,0.9944199534585431,-1.0,-1.0,0.9944199534585431,0.014218106306223324,0.3044417765350169
2019-08-20,-0.1188834344297689,59.03,59.48,1.0298997547191933,0.9944331444927669,-1.0,-1.0,0.9944331444927669,-0.004527853730120171,0.29991392280489676
2019-08-21,0.1375504585857854,60.6,60.8,1.0298079941233884,0.9944481832469444,1.0,1.0,-0.9944481832469444,0.0023383886764153563,0.3022523114813121
2019-08-22,0.2795557181859394,59.81,59.86,1.0292371878009177,0.9944945586671243,-1.0,-1.0,0.9944945586671243,0.005938733030422593,0.3081910445117347
2019-08-23,-0.07613999170644092,58.64,59.04,1.028927116868439,0.9945145662551904,-1.0,-1.0,0.9945145662551904,0.0,0.3081910445117347
2019-08-26,-0.0775266611655141,58.64,59.04,1.028527707197843,0.994538053204023,1.0,1.0,-0.994538053204023,0.0008006479813817708,0.3089916924931165
