Date,Spread,WHEATSF,EIAGCGR,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-0.46271138382490573,4.32,1.769,0.5300333369238182,2.703624298374735,1.0,1.0,-2.703624298374735,0.0704372772664269,0.0704372772664269
2018-01-02,-0.30214345736101844,4.38,1.732,0.5284634171012212,2.703316083926685,1.0,1.0,-2.703316083926685,-0.06422546440322163,0.006211812863205268
2018-01-03,-0.38819040774466984,4.42,1.779,0.5270671599250404,2.7027489644433222,1.0,1.0,-2.7027489644433222,-0.019717404946649034,-0.013505592083443766
2018-01-04,-0.43344730888969263,4.4,1.789,0.526340692932467,2.701759255947285,1.0,1.0,-2.701759255947285,0.01809280617295408,0.004587214089510315
2018-01-05,-0.4225593691692131,4.36,1.771,0.5261445833158291,2.7004852451548356,1.0,1.0,-2.7004852451548356,-0.01907942505801965,-0.014492210968509334
2018-01-08,-0.4719703006907494,4.33,1.779,0.5258701242764757,2.6992525580049183,1.0,1.0,-2.6992525580049183,-0.04610954020853129,-0.06060175117704062
2018-01-09,-0.5218681888631611,4.38,1.817,0.5258516681348803,2.6977810615647555,1.0,1.0,-2.6977810615647555,-0.007311747297495929,-0.06791349847453655
2018-01-10,-0.5206356417193856,4.4,1.825,0.5259166333045746,2.6962387077914443,1.0,1.0,-2.6962387077914443,-0.002272727272727426,-0.07018622574726398
2018-01-11,-0.5280617163184393,4.39,1.825,0.5258292270392191,2.6948283377087336,1.0,1.0,-2.6948283377087336,-0.08061906341109829,-0.15080528915836228
2018-01-12,-0.7527677421642505,4.25,1.858,0.5269163207323089,2.6925552971820506,1.0,1.0,-2.6925552971820506,0.0,-0.15080528915836228
2018-01-15,-0.7487168873977792,4.25,1.858,0.5278819949825935,2.690375073949289,1.0,1.0,-2.690375073949289,0.002172196861176017,-0.14863309229718627
2018-01-16,-0.7631516061444952,4.21,1.85,0.5289069896133011,2.6881900573754027,1.0,1.0,-2.6881900573754027,-0.02445040810666469,-0.17308350040385095
2018-01-17,-0.7762283994446495,4.26,1.875,0.5299575825314006,2.685988479703813,1.0,1.0,-2.685988479703813,-0.020693399611180115,-0.19377690001503106
2018-01-18,-0.788347237838086,4.3,1.896,0.5310582410459684,2.683727446117134,1.0,1.0,-2.683727446117134,0.017086212873020513,-0.17669068714201056
2018-01-19,-0.7681826379771648,4.27,1.879,0.5322914959486018,2.681310610951125,1.0,1.0,-2.681310610951125,-0.030075929075308615,-0.20676661621731918
2018-01-22,-0.802714288557759,4.3,1.905,0.5338322517826881,2.6785901777206083,1.0,1.0,-2.6785901777206083,-0.02806800542794106,-0.23483462164526023
2018-01-23,-0.8675385594715523,4.27,1.92,0.5356090230477063,2.6758013330581,1.0,1.0,-2.6758013330581,0.0030174069990677004,-0.23181721464619254
2018-01-24,-0.7905065331405803,4.39,1.938,0.5370753920037309,2.6731199861406503,1.0,1.0,-2.6731199861406503,0.025726325259076442,-0.2060908893871161
2018-01-25,-0.7296512104642865,4.4,1.921,0.5383652658181316,2.6703025562021274,1.0,1.0,-2.6703025562021274,-0.02996284264357455,-0.23605373203069063
2018-01-26,-0.7427629958485049,4.47,1.954,0.5395838453630092,2.6677395065754888,1.0,1.0,-2.6677395065754888,0.023358175666454893,-0.21269555636423573
2018-01-29,-0.6473442547267636,4.55,1.95,0.5404739884831768,2.665304746013725,1.0,1.0,-2.665304746013725,0.08729038786277629,-0.12540516850145944
2018-01-30,-0.42798018652619874,4.63,1.899,0.5407360200178397,2.663496675369246,1.0,1.0,-2.663496675369246,-0.03744812860835377,-0.16285329710981322
2018-01-31,-0.5238060448853128,4.58,1.918,0.5412192111013465,2.6610041944136147,1.0,1.0,-2.6610041944136147,0.023585542911903602,-0.13926775419790963
2018-02-01,-0.4742456460965361,4.58,1.901,0.5415854882555995,2.658729955863512,1.0,1.0,-2.658729955863512,0.041615811848369544,-0.09765194234954008
2018-02-02,-0.414298803478256,4.54,1.865,0.5417249177545307,2.6564604844387434,1.0,1.0,-2.6564604844387434,0.023817906435869424,-0.07383403591367066
2018-02-05,-0.40118504290621004,4.48,1.839,0.5418179069378958,2.654260490976732,1.0,1.0,-2.654260490976732,0.04514583745905491,-0.028688198454615746
2018-02-06,-0.27950694305643964,4.54,1.817,0.5417532704820386,2.6524529130745402,1.0,1.0,-2.6524529130745402,0.09873055626633542,0.07004235781171968
2018-02-07,-0.008230551218425752,4.69,1.772,0.5416988076226238,2.651371642899789,1.0,1.0,-2.651371642899789,0.02076046642503395,0.09080282423675362
2018-02-08,-0.0013648539939081772,4.64,1.751,0.5417828245743138,2.6506938058217635,1.0,1.0,-2.6506938058217635,0.0469802956955055,0.1377831199322591
2018-02-09,0.03831719126027533,4.57,1.71,0.5419157067363545,2.6501069056957456,1.0,1.0,-2.6501069056957456,0.07621632047971473,0.21399944041197383
2018-02-12,0.26234797451690106,4.72,1.682,0.5425240946788361,2.6502092898234832,-1.0,-1.0,2.6502092898234832,0.003747686931430041,0.21774712734340387
2018-02-13,0.22985350088742695,4.68,1.679,0.5429333986067804,2.650474388989025,-1.0,-1.0,2.650474388989025,0.04067721714045605,0.2584243444838599
2018-02-14,0.12889603072409717,4.63,1.698,0.5428293060204911,2.6508268370293893,-1.0,-1.0,2.6508268370293893,0.0401200193195354,0.29854436380339533
2018-02-15,0.09864211322988936,4.69,1.732,0.5428632531954757,2.650899472731011,-1.0,-1.0,2.650899472731011,0.022303666434896435,0.3208480302382918
2018-02-16,0.036176283219359284,4.65,1.741,0.542923448313082,2.6500997798854917,-1.0,-1.0,2.6500997798854917,0.0,0.3208480302382918
2018-02-19,0.037576072818489514,4.65,1.741,0.5429688585518198,2.6492957651817983,-1.0,-1.0,2.6492957651817983,0.00046549957210972534,0.3213135298104015
2018-02-20,-0.011606335059886952,4.57,1.73,0.5429322841947023,2.6483273613062934,-1.0,-1.0,2.6483273613062934,-0.029301783800576076,0.29201174600982543
2018-02-21,0.02798342448305391,4.55,1.708,0.5429991412218063,2.647550688241772,1.0,1.0,-2.647550688241772,-0.11741365140386625,0.17459809460595918
2018-02-22,-0.15153499984582997,4.58,1.788,0.5429425615404242,2.646272371278428,-1.0,-1.0,2.646272371278428,0.06674729888768584,0.24134539349364503
2018-02-23,-0.24374692996081837,4.62,1.839,0.5429234203753035,2.644778102208167,1.0,1.0,-2.644778102208167,-0.009994520632618319,0.2313508728610267
2018-02-26,-0.1994778320239643,4.72,1.861,0.542899775381831,2.643459340152587,1.0,1.0,-2.643459340152587,0.050389913689005125,0.2817407865500318
2018-02-27,-0.08550638043579273,4.75,1.83,0.5428118425948403,2.642353213352892,1.0,1.0,-2.642353213352892,0.3503192045839932,0.632059991134025
2018-02-28,0.6830603998845035,4.96,1.618,0.5453098340839052,2.643349567438502,1.0,1.0,-2.643349567438502,-0.18377462405534004,0.44828536707868494
2018-03-01,0.48560205290421443,5.11,1.749,0.5467414425584964,2.6440239834738626,-1.0,-1.0,2.6440239834738626,0.005342549595953913,0.45362791667463886
2018-03-02,0.39630886412081257,4.99,1.737,0.5477669048164123,2.6446120528953294,-1.0,-1.0,2.6446120528953294,0.04590964243349095,0.4995375591081298
2018-03-05,0.3745343551837985,5.08,1.779,0.5487144338690786,2.6450059835953916,-1.0,-1.0,2.6450059835953916,-0.02728565972323135,0.4722518993848985
2018-03-06,0.409146120287474,5.06,1.758,0.5497844261753655,2.6455369054109927,-1.0,-1.0,2.6455369054109927,-0.001305138607395756,0.47094676077750275
2018-03-07,0.345175695905823,4.96,1.744,0.5505586203394427,2.6461148532650096,-1.0,-1.0,2.6461148532650096,-0.10872372874988652,0.36222303202761624
2018-03-08,0.5460144915889344,4.98,1.675,0.552157311965453,2.6471555274095917,-1.0,-1.0,2.6471555274095917,0.056429322557033215,0.41865235458464944
2018-03-09,0.3839001966284492,4.88,1.698,0.5530250290604007,2.647879742857215,-1.0,-1.0,2.647879742857215,-0.0051680021686900685,0.4134843524159594
2018-03-12,0.39809784047719976,4.89,1.696,0.5539836169294856,2.648527216699764,-1.0,-1.0,2.648527216699764,-0.01680614671771777,0.3966782056982416
2018-03-13,0.3991931182478181,4.85,1.68,0.5548847733595851,2.6492898105667746,-1.0,-1.0,2.6492898105667746,0.25303441240870106,0.6497126181069426
2018-03-14,-0.1622624487034452,4.64,1.813,0.5547500383494659,2.648793407999694,-1.0,-1.0,2.648793407999694,-0.023634240704186436,0.6260783774027562
2018-03-15,-0.04007834656605258,4.77,1.816,0.5545467812850559,2.6487215564791033,1.0,1.0,-2.6487215564791033,-0.06699997924405623,0.5590783981587
2018-03-16,-0.2167101533005127,4.68,1.849,0.5542457238543497,2.648301867658471,1.0,1.0,-2.648301867658471,-0.022001898992939535,0.5370764991657604
2018-03-19,-0.35919197155372906,4.51,1.839,0.5538681224775077,2.6477389731124137,1.0,1.0,-2.6477389731124137,-0.03942078911097041,0.49765571005479
2018-03-20,-0.4125383146174606,4.54,1.871,0.5536219713391813,2.6470007026282527,1.0,1.0,-2.6470007026282527,-0.06932284042158415,0.4283328696332058
2018-03-21,-0.5400092967981376,4.54,1.92,0.553773492449511,2.6458381754156965,1.0,1.0,-2.6458381754156965,0.015429612074510844,0.44376248170771665
2018-03-22,-0.4973057310246416,4.56,1.912,0.5535075226190905,2.645034378150963,1.0,1.0,-2.645034378150963,-0.020852969883248272,0.4229095118244684
2018-03-23,-0.506162438275708,4.61,1.935,0.5535207752799433,2.644011596008118,1.0,1.0,-2.644011596008118,0.021145172155793895,0.44405468398026227
2018-03-26,-0.4987127467716288,4.55,1.91,0.5531579366393277,2.6433051030217953,1.0,1.0,-2.6433051030217953,-0.01098901098901095,0.4330656729912513
2018-03-27,-0.547164546198295,4.5,1.91,0.5529217475677727,2.64249452680539,1.0,1.0,-2.64249452680539,-0.007505383901032911,0.4255602890902184
2018-03-28,-0.582848171919105,4.46,1.909,0.5527790565502406,2.641617690895288,1.0,1.0,-2.641617690895288,0.000998981210957586,0.426559270301176
2018-03-29,-0.5448243040642913,4.52,1.918,0.5527533153285291,2.6406800334016114,1.0,1.0,-2.6406800334016114,0.0,0.426559270301176
2018-03-30,-0.5426666929808732,4.52,1.918,0.5529703103781268,2.6395551058294435,1.0,1.0,-2.6395551058294435,0.055291914111965386,0.4818511844131414
2018-04-02,-0.45237267978679085,4.49,1.873,0.5529053133287384,2.6387467590959908,1.0,1.0,-2.6387467590959908,0.024498886414253684,0.5063500708273951
2018-04-03,-0.3414059590175711,4.6,1.873,0.5526292373759952,2.638230624141789,1.0,1.0,-2.638230624141789,-0.0029392672913657065,0.5034108035360294
2018-04-04,-0.357955355945875,4.58,1.872,0.5522493842146862,2.6377966645010016,1.0,1.0,-2.6377966645010016,0.021059734436631884,0.5244705379726613
2018-04-05,-0.26480620353516127,4.67,1.871,0.551853574565789,2.6375233583833038,1.0,1.0,-2.6375233583833038,0.06083090110787661,0.5853014390805379
2018-04-06,-0.10282548966236416,4.75,1.84,0.5516576581508202,2.637405157425198,1.0,1.0,-2.637405157425198,-0.007973178939202907,0.577328260141335
2018-04-09,-0.00827069377709222,4.93,1.872,0.5510522607995569,2.6379651141971645,1.0,1.0,-2.6379651141971645,-0.09881257096665477,0.47851568917468024
2018-04-10,-0.18074063407593144,4.95,1.945,0.550614952521995,2.637912922404078,1.0,1.0,-2.637912922404078,-0.06028238703106166,0.4182333021436186
2018-04-11,-0.3272345302082984,4.9,1.982,0.5504409518531805,2.6373534461192225,1.0,1.0,-2.6373534461192225,-0.02830240398009224,0.38993089816352633
2018-04-12,-0.4291134846768845,4.82,1.991,0.5505531921426292,2.636420635196828,1.0,1.0,-2.636420635196828,-0.00397250723535398,0.38595839092817236
2018-04-13,-0.4346712244954407,4.82,1.994,0.5508518594174383,2.63524133625649,1.0,1.0,-2.63524133625649,-0.010344207800097753,0.3756141831280746
2018-04-16,-0.5626192712382245,4.63,1.972,0.5515415433067503,2.6331740726360167,1.0,1.0,-2.6331740726360167,0.02281666479818329,0.3984308479262579
2018-04-17,-0.4848766010146939,4.68,1.963,0.551853401803832,2.631113907801678,1.0,1.0,-2.631113907801678,-0.039161762369803475,0.3592690855564544
2018-04-18,-0.5390166776384877,4.71,1.997,0.5517674252139235,2.628451015342257,1.0,1.0,-2.628451015342257,-0.0015277720927010952,0.3577413134637533
