Date,Spread,WHEATSF,NATBGAS,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-26,-0.5309143010942909,4.47,0.69695262,0.9083591597230098,7.175400676582995,1.0,1.0,-7.175400676582995,0.2130080064518013,0.8741085083885488
2018-01-29,-0.3149266315297581,4.55,0.678001335,0.906726207477134,7.175393882564785,1.0,1.0,-7.175393882564785,0.07693937078753221,0.951047879176081
2018-01-30,-0.19441820648852293,4.63,0.67239271,0.9056864896495638,7.17500076181451,1.0,1.0,-7.17500076181451,-0.26370640945491197,0.687341469721169
2018-01-31,-0.41194746920960323,4.58,0.6960934750000001,0.9054737334426569,7.171375179475146,1.0,1.0,-7.171375179475146,-0.1943383108477851,0.493003158873384
2018-02-01,-0.5435415151039784,4.58,0.7149570300000001,0.9056351593547641,7.1662230037852455,1.0,1.0,-7.1662230037852455,0.07479357412402887,0.5677967329974128
2018-02-02,-0.5202569327129956,4.54,0.7066237200000001,0.9057802453119834,7.16117615286534,1.0,1.0,-7.16117615286534,0.24034511352485693,0.8081418465222698
2018-02-05,-0.39902408729878314,4.48,0.68160378,0.9054437872531205,7.158152918839129,1.0,1.0,-7.158152918839129,-0.10932315373543135,0.6988186927868385
2018-02-06,-0.4199707308790783,4.54,0.6932888749999999,0.9053811083960427,7.154262688665066,1.0,1.0,-7.154262688665066,-0.20050336027504786,0.4983153325117906
2018-02-07,-0.4290402940618243,4.69,0.7159205249999999,0.9053137037057859,7.150291289751506,1.0,1.0,-7.150291289751506,0.2639854792746722,0.7623008117864628
2018-02-08,-0.2801068073265176,4.64,0.68842164,0.9052497150703019,7.146938041236643,1.0,1.0,-7.146938041236643,-0.06090677215008246,0.7013940396363804
2018-02-09,-0.37842317965315075,4.57,0.69283526,0.9053889062019107,7.142279651952402,1.0,1.0,-7.142279651952402,0.016388463723381406,0.7177825033597618
