Date,Spread,EIAEBRT,EIANYLS,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-02-19,2.486200731261249,64.95,1.912,1.5535763198220218,32.66935108197634,-1.0,-1.0,32.66935108197634,0.22628129286824528,-1.9477018557617383
2018-02-20,1.7929147227917355,64.68,1.925,1.5492660462237546,32.66861572841988,-1.0,-1.0,32.66861572841988,-0.035951313805656526,-1.9836531695673947
2018-02-21,1.9900501692283257,64.81,1.923,1.5438152744396063,32.66768061922604,-1.0,-1.0,32.66768061922604,0.3365324120722556,-1.6471207574951392
2018-02-22,2.611491338999052,66.12,1.944,1.5442369690420163,32.66898593672889,-1.0,-1.0,32.66898593672889,0.38940671844990465,-1.2577140390452346
2018-02-23,2.7438633561468464,67.04,1.968,1.5454768827823766,32.67080114016929,-1.0,-1.0,32.67080114016929,0.26849413591379695,-0.9892199031314377
2018-02-26,3.094982536392749,67.96,1.985,1.557492594210883,32.67759066176687,-1.0,-1.0,32.67759066176687,-0.38964991610836547,-1.3788698192398032
2018-02-27,3.497868389025399,67.59,1.961,1.5698841232028868,32.683391948482715,-1.0,-1.0,32.683391948482715,-1.2109949622992942,-2.5898647815390974
2018-02-28,4.390672003954606,66.08,1.887,1.5922648777541035,32.69174774565204,-1.0,-1.0,32.69174774565204,-0.12792611723463965,-2.717790898773737
2018-03-01,2.824707528277038,64.23,1.878,1.6015191648916138,32.69717384010808,0.0,0.0,-0.0,0.0,-2.717790898773737
2018-03-02,3.0412024768295254,64.26,1.872,1.6113782415604718,32.702349104257735,-1.0,-1.0,32.702349104257735,0.18597653696916336,-2.5318143618045736
2018-03-05,4.155131641254876,65.78,1.884,1.629712927845373,32.70959042396238,-1.0,-1.0,32.70959042396238,0.05375757587268118,-2.4780567859318925
2018-03-06,3.9349761147289755,65.67,1.887,1.644975041485596,32.715963903164294,0.0,0.0,-0.0,0.0,-2.4780567859318925
2018-03-07,3.898597291791205,65.09,1.87,1.660732299827456,32.72267524503144,-1.0,-1.0,32.72267524503144,-0.2262393168799366,-2.704296102811829
2018-03-08,3.126843462782105,63.87,1.856,1.670710535296392,32.72799382393205,-1.0,-1.0,32.72799382393205,0.26147089798979206,-2.442825204822037
2018-03-09,3.90812487604709,65.19,1.872,1.6878047643916196,32.736044403821,-1.0,-1.0,32.736044403821,-0.28715820233596323,-2.7299834071580005
2018-03-12,3.7935773581989167,64.53,1.855,1.701227924219508,32.74200681498711,-1.0,-1.0,32.74200681498711,0.1816206757943425,-2.548362731363658
2018-03-13,3.125037852883544,64.2,1.865,1.7114693232363156,32.74796897968711,-1.0,-1.0,32.74796897968711,0.25501928890900966,-2.2933434424546486
2018-03-14,2.071083647381613,63.61,1.879,1.7148671772104356,32.75088682949355,-1.0,-1.0,32.75088682949355,0.15592635371442776,-2.1374170887402206
2018-03-15,1.8321900841621428,63.67,1.888,1.7170206643416501,32.75307728593107,-1.0,-1.0,32.75307728593107,0.3484455488733974,-1.7889715398668233
2018-03-16,2.1484827142716867,64.68,1.909,1.7206800216167926,32.75616410986292,-1.0,-1.0,32.75616410986292,-0.01932330997480363,-1.808294849841627
2018-03-19,2.314783025271879,64.82,1.908,1.7250517756021626,32.75954768067511,-1.0,-1.0,32.75954768067511,0.6170699895313246,-1.1912248603103022
2018-03-20,2.274359112258729,66.0,1.945,1.7300731497955824,32.7638256492243,-1.0,-1.0,32.7638256492243,1.129739908129368,-0.061484952180934194
2018-03-21,2.1557688787833627,68.15,2.014,1.7342588384463837,32.76774137101125,-1.0,-1.0,32.76774137101125,-0.5978983263861585,-0.6593832785670927
2018-03-22,4.148265828202511,68.98,1.978,1.7521054999647927,32.7764075691595,-1.0,-1.0,32.7764075691595,0.6289533562767092,-0.030429922290383438
