Date,Spread,CRUDOIL,EIAGCGR,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,4.453683624529475,60.42,1.769,3.733663867952092,31.637261942041,-1.0,-1.0,31.637261942041,-0.6608902049878294,-0.6608902049878294
2018-01-02,5.55247120627989,60.37,1.732,3.756323450523781,31.649843414388055,-1.0,-1.0,31.649843414388055,0.83798704376849,0.17709683878066063
2018-01-03,5.302968459880574,61.63,1.779,3.7770124410403483,31.66218748741958,-1.0,-1.0,31.66218748741958,0.1718116167928513,0.3489084555735119
2018-01-04,5.346121918785684,62.01,1.789,3.797367913465478,31.673492499281338,-1.0,-1.0,31.673492499281338,-0.3094903629280657,0.03941809264544621
2018-01-05,5.328411222975021,61.44,1.771,3.8167179886671154,31.683562268224154,-1.0,-1.0,31.683562268224154,0.13840162953484691,0.17781972218029313
2018-01-08,5.349527808787975,61.73,1.779,3.834759629842806,31.69222720135583,-1.0,-1.0,31.69222720135583,0.6570304672764289,0.834850189456722
2018-01-09,5.362813517874251,62.96,1.817,3.850316992351912,31.699056952188084,-1.0,-1.0,31.699056952188084,0.12987787762686007,0.964728067083582
2018-01-10,5.7008537059799735,63.57,1.825,3.870505011579612,31.709121256997275,-1.0,-1.0,31.709121256997275,-0.0036180588327827667,0.9611100082507993
2018-01-11,5.913671657545109,63.8,1.825,3.8907409354110327,31.718536078057475,-1.0,-1.0,31.718536078057475,0.5657036617747471,1.5268136700255464
2018-01-12,5.3558818257638166,64.3,1.858,3.9038706796772167,31.724498479136802,-1.0,-1.0,31.724498479136802,0.0,1.5268136700255464
2018-01-15,5.348334222724311,64.3,1.858,3.914082777606471,31.72856069821081,-1.0,-1.0,31.72856069821081,-0.12774912758547152,1.3990645424400747
2018-01-16,5.02503846419949,63.73,1.85,3.9235366124452735,31.732411640973247,-1.0,-1.0,31.732411640973247,0.4250504861894572,1.824115028629532
2018-01-17,4.466028905312854,63.97,1.875,3.9307160101576417,31.73545125049981,-1.0,-1.0,31.73545125049981,0.35574970055866567,2.1798647291881976
2018-01-18,3.77513359811487,63.95,1.896,3.936457841645444,31.737798735171484,-1.0,-1.0,31.737798735171484,-0.2754992849020164,1.9043654442861813
2018-01-19,3.732817357861194,63.37,1.879,3.94066334028867,31.738787994751892,-1.0,-1.0,31.738787994751892,0.43601822083884256,2.3403836651250236
