Date,Spread,EIAEBRT,GOEUARA,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2020-11-20,2.4514046711766184,43.79,356.5,4.461372610216615,0.11595678914115955,-1.0,-1.0,0.11595678914115955,-0.02568029251050955,0.9295298093766321
2020-11-23,2.952350766648806,45.0,362.5,4.461915498058683,0.11599351512648605,-1.0,-1.0,0.11599351512648605,-0.030782526340428544,0.8987472830362035
2020-11-24,2.596565761514725,46.63,379.5,4.462094938459772,0.11603012974567925,-1.0,-1.0,0.11603012974567925,-0.011540293472376385,0.8872069895638272
2020-11-25,2.185344776174425,47.3,388.75,4.460966790414301,0.11605056006128764,-1.0,-1.0,0.11605056006128764,0.01855452909544917,0.9057615186592763
2020-11-26,2.037061936610236,46.32,381.5,4.4603274546625356,0.11607585337716846,-1.0,-1.0,0.11607585337716846,-0.010796697627093121,0.8949648210321832
2020-11-27,2.0922910828460033,46.88,385.75,4.46002236841128,0.11610553186559688,-1.0,-1.0,0.11610553186559688,-0.00042595018839359394,0.8945388708437896
2020-11-30,2.5316246846049566,46.84,381.5,4.460168495610145,0.11614253031558334,-1.0,-1.0,0.11614253031558334,-0.006111308557162715,0.8884275622866269
2020-12-01,3.4885797078178697,47.03,374.75,4.461579728857536,0.11618791272096633,-1.0,-1.0,0.11618791272096633,-0.014512281405458608,0.8739152808811683
2020-12-02,3.5417340723770963,47.8,380.75,4.463297645893779,0.11623970040084806,-1.0,-1.0,0.11623970040084806,-0.009558677845504602,0.8643566030356638
2020-12-03,3.1926112947921936,48.37,388.5,4.464261404564378,0.11628671481391971,-1.0,-1.0,0.11628671481391971,-0.013894709960027823,0.8504618930756359
2020-12-04,3.443511064165442,49.1,392.5,4.46457365530509,0.11632226480467403,-1.0,-1.0,0.11632226480467403,0.00935002958208609,0.859811922657722
2020-12-07,3.047382034392065,48.63,391.75,4.46446309847309,0.11635639557270692,-1.0,-1.0,0.11635639557270692,-0.0033530168910587323,0.8564589057666633
2020-12-08,2.860269497946021,48.84,395.0,4.465108051670466,0.11640438101785819,-1.0,-1.0,0.11640438101785819,0.00017220866101831352,0.8566311144276816
2020-12-09,2.9753902270054553,48.81,393.5,4.4659637905878125,0.11647931327317547,-1.0,-1.0,0.11647931327317547,-0.02677503540332375,0.8298560790243579
2020-12-10,2.751018244059118,50.33,408.25,4.4667322330601875,0.11654373975735671,-1.0,-1.0,0.11654373975735671,0.005501622456954318,0.8353577014813122
2020-12-11,2.754187192550752,50.01,405.25,4.46749766998991,0.11660903838975754,-1.0,-1.0,0.11660903838975754,-0.0034724846241496322,0.8318852168571625
2020-12-14,2.289305924556018,50.27,411.25,4.467811885404515,0.11667038073056288,-1.0,-1.0,0.11667038073056288,-0.009662593059396589,0.822222623797766
2020-12-15,2.643241919269066,50.77,412.25,4.468393128370678,0.11674168121462931,-1.0,-1.0,0.11674168121462931,0.00016331309178940268,0.8223859368895554
2020-12-16,2.118717725668013,50.83,417.0,4.468378575426316,0.11681362655715105,-1.0,-1.0,0.11681362655715105,-0.006228683593729099,0.8161572532958263
2020-12-17,2.0215509069014175,51.2,420.75,4.468360882946946,0.11688282612738819,-1.0,-1.0,0.11688282612738819,-0.017486881514453136,0.7986703717813732
2020-12-18,2.3460827463024643,52.17,426.0,4.468538395510191,0.11695755223872661,-1.0,-1.0,0.11695755223872661,0.025866383471230048,0.8245367552526033
2020-12-21,2.47086852695881,50.61,411.3,4.468469620841605,0.11704140888169508,-1.0,-1.0,0.11704140888169508,0.013214627436839387,0.8377513826894427
2020-12-22,2.2076463961449733,49.88,407.05,4.468549849352848,0.11711670213451672,-1.0,-1.0,0.11711670213451672,-0.020075577137296546,0.8176758055521461
2020-12-23,1.9879732295901675,51.05,418.8,4.467499077682039,0.11714906105637495,-1.0,-1.0,0.11714906105637495,0.0030363567309389106,0.8207121622830851
2020-12-24,1.9133558367720056,50.88,417.75,4.467557169694334,0.11721518650682944,-1.0,-1.0,0.11721518650682944,0.0,0.8207121622830851
2020-12-25,1.8907935409744567,50.88,417.75,4.467591579456092,0.1172691955931192,-1.0,-1.0,0.1172691955931192,0.0,0.8207121622830851
2020-12-28,1.8681573025122944,50.88,417.75,4.467629453550112,0.11732338168159834,-1.0,-1.0,0.11732338168159834,0.008647798742138502,0.8293599610252236
2020-12-29,1.414582343215777,50.44,417.75,4.4670669364871785,0.11735587709583296,-1.0,-1.0,0.11735587709583296,-0.005666736883434661,0.8236932241417889
2020-12-30,1.5741918238254442,50.74,418.75,4.467064396150949,0.11741088519683476,-1.0,-1.0,0.11741088519683476,-0.009740376320128277,0.8139528478216607
2020-12-31,2.1465981986934395,51.22,417.75,4.46725954726447,0.11747074039810068,-1.0,-1.0,0.11747074039810068,0.0,0.8139528478216607
2021-01-01,2.1153505444306475,51.22,417.75,4.467154398102311,0.11754554028861604,-1.0,-1.0,0.11754554028861604,0.013499925185875809,0.8274527730075365
2021-01-04,2.5373264526915023,50.37,406.75,4.467354318263117,0.11759723060186476,-1.0,-1.0,0.11759723060186476,-0.04968010626797633,0.7777726667395601
2021-01-05,2.971945610573023,53.16,426.5,4.468320159461265,0.11767421896700345,-1.0,-1.0,0.11767421896700345,-0.012039127163280705,0.7657335395762794
2021-01-06,3.5779514249084556,53.8,426.5,4.470223234600652,0.1177539239744233,-1.0,-1.0,0.1177539239744233,0.0026179934825266795,0.7683515330588061
2021-01-07,3.125121221535295,53.7,429.25,4.471273359892006,0.11782149977510706,-1.0,-1.0,0.11782149977510706,-0.02979440094984386,0.7385571321089622
2021-01-08,3.224907718831979,55.51,443.5,4.472501470401488,0.11789197808606093,-1.0,-1.0,0.11789197808606093,0.011538253671667826,0.7500953857806301
2021-01-11,2.7566638381306063,54.84,441.5,4.473140280835103,0.11796905132926251,-1.0,-1.0,0.11796905132926251,-0.017046938201007417,0.7330484475796226
2021-01-12,2.212208834665148,55.98,455.5,4.473214525636131,0.11804125393048265,-1.0,-1.0,0.11804125393048265,0.007634140696366873,0.7406825882759895
2021-01-13,2.0030654115852116,55.52,453.25,4.472352703986371,0.11807376632854891,-1.0,-1.0,0.11807376632854891,-0.003085369129765433,0.7375972191462241
2021-01-14,1.6587833749863918,55.76,458.0,4.472343633395287,0.11812492712885067,-1.0,-1.0,0.11812492712885067,0.014508538530093113,0.7521057576763173
2021-01-15,1.9190044439506124,54.8,447.5,4.472164022286605,0.11816982247161874,-1.0,-1.0,0.11816982247161874,0.010502356715269523,0.7626081143915868
2021-01-18,1.4301281369194854,54.21,446.5,4.4719957407779125,0.11820799969334941,-1.0,-1.0,0.11820799969334941,-0.020259016011232485,0.7423490983803543
2021-01-19,1.9980192200663964,55.38,451.5,4.470416785958523,0.1182325155701741,-1.0,-1.0,0.1182325155701741,-0.006168907542938852,0.7361801908374155
2021-01-20,2.754552910508451,55.66,447.25,4.47106143075879,0.11829054687421252,-1.0,-1.0,0.11829054687421252,0.00016964387823928384,0.7363498347156547
2021-01-21,2.5077738348885816,55.68,449.25,4.471412296481918,0.11835776553168931,-1.0,-1.0,0.11835776553168931,0.005890387096979978,0.7422402218126347
2021-01-22,3.07276602925657,55.22,440.25,4.471776045211878,0.11844914019476077,-1.0,-1.0,0.11844914019476077,-0.002100715689680164,0.7401395061229545
2021-01-25,2.4216140326967945,55.44,447.25,4.470568675772228,0.11854306532655831,-1.0,-1.0,0.11854306532655831,0.0023853447228598976,0.7425248508458144
2021-01-26,2.587908387423731,55.26,444.0,4.470125346041148,0.11863083696526186,-1.0,-1.0,0.11863083696526186,0.0031711051421657705,0.7456959559879802
