Date,Spread,LNICASH,RHODNWE,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-04-13,-2670.7567395941733,13897.0,2085.0,939.3363172121117,7.946166301963633,0.0,0.0,-0.0,0.0,-1.3070030507547419
2018-04-16,-2236.5421887827215,14307.0,2085.0,935.4964806182093,7.934552608528883,0.0,0.0,-0.0,-0.0,-1.3070030507547419
2018-04-17,-2344.0637029877653,14174.0,2085.0,932.3217163540993,7.922332711265116,1.0,1.0,-7.922332711265116,0.07407930012699304,-1.2329237506277488
2018-04-18,-1277.5997103171721,15224.0,2085.0,931.9100422781049,7.91443631190272,0.0,0.0,-0.0,-0.0,-1.2329237506277488
2018-04-19,-1502.1090528528257,15020.5,2090.0,930.8645936435043,7.905554570742979,1.0,1.0,-7.905554570742979,-0.09196228148792854,-1.3248860321156775
2018-04-20,-1884.104366859072,14775.5,2110.0,927.9360476542156,7.895547093298138,1.0,1.0,-7.895547093298138,-0.03844201549862947,-1.3633280476143068
2018-04-23,-2427.3528830897376,14207.5,2110.0,923.3583011205423,7.883816532270018,1.0,1.0,-7.883816532270018,0.017339424518699166,-1.3459886230956077
2018-04-24,-2606.073101010472,13923.0,2100.0,921.108453293288,7.870987190957367,0.0,0.0,-0.0,0.0,-1.3459886230956077
2018-04-25,-2262.4381173569072,14085.5,2080.0,919.1140089296686,7.8595856333446665,0.0,0.0,-0.0,0.0,-1.3459886230956077
2018-04-26,-1910.4037386693599,14181.0,2050.0,918.3183228550477,7.849465238375298,1.0,1.0,-7.849465238375298,-0.024716169522600695,-1.3707047926182083
2018-04-27,-2237.6278448515186,13830.5,2050.0,917.6111616704562,7.838111143830009,1.0,1.0,-7.838111143830009,-0.017172191894725408,-1.3878769845129337
2018-04-30,-2449.582991962643,13593.0,2050.0,917.3496603895752,7.825650239981777,1.0,1.0,-7.825650239981777,0.05753673270428237,-1.3303402518086513
2018-05-01,-2304.4797508783195,13596.75,2035.0,917.0742831598267,7.813872113453719,0.0,0.0,-0.0,0.0,-1.3303402518086513
2018-05-02,-1828.7960017801233,13935.5,2020.0,917.2447627492762,7.804106931574318,0.0,0.0,-0.0,-0.0,-1.3303402518086513
2018-05-03,-2018.6463789723966,13725.0,2020.0,916.8395650904183,7.793884346025939,1.0,1.0,-7.793884346025939,0.01814207650273225,-1.312198175305919
2018-05-04,-1750.687225989741,13974.0,2020.0,917.2095095855107,7.784498626727594,1.0,1.0,-7.784498626727594,0.0,-1.312198175305919
2018-05-07,-1732.039927440006,13974.0,2020.0,917.5837571083356,7.775267290811884,1.0,1.0,-7.775267290811884,-0.010591097752969847,-1.322789273058889
2018-05-08,-1859.9182966573499,13826.0,2020.0,917.9496287273423,7.7653060874541335,1.0,1.0,-7.7653060874541335,0.002676117459858185,-1.3201131555990309
2018-05-09,-1803.0146056860176,13863.0,2020.0,918.5538496221001,7.755452775092088,1.0,1.0,-7.755452775092088,-0.003137848950443667,-1.3232510045494745
2018-05-10,-1826.6877963118295,13819.5,2020.0,919.0813997527146,7.745637522926648,1.0,1.0,-7.745637522926648,-0.08316240409688434,-1.4064134086463589
2018-05-11,-1825.3044396596924,13995.0,2045.0,919.5259122519335,7.736090190542637,1.0,1.0,-7.736090190542637,-0.10124853803297021,-1.507661946679329
2018-05-14,-1641.6224126215347,14431.0,2080.0,920.3879726970451,7.727222313760353,1.0,1.0,-7.727222313760353,-0.04248584284695447,-1.5501477895262836
2018-05-15,-1776.2484334231049,14354.0,2090.0,920.9362248319605,7.717822216948854,1.0,1.0,-7.717822216948854,0.0034136825971855522,-1.546734106929098
