Date,Spread,EIAEBRT,EIANYHO,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,-1.6501965321058236,66.73,1.993,1.4118811849042818,34.31018390973699,1.0,1.0,-34.31018390973699,0.17095459556497883,0.17095459556497883
2018-01-02,-1.3747616732679262,66.65,1.983,1.4131825459943852,34.30396453518302,1.0,1.0,-34.30396453518302,-0.795049625528066,-0.6240950299630872
2018-01-03,-1.7719694576870353,67.85,2.03,1.416486340503566,34.296536678663564,1.0,1.0,-34.296536678663564,0.2663924711109993,-0.3577025588520879
2018-01-04,-0.36886172269296935,68.73,2.015,1.413206224092004,34.29223906833398,1.0,1.0,-34.29223906833398,0.05759814893800906,-0.30010440991407883
2018-01-05,-0.9381905713715923,68.01,2.011,1.4096838888118803,34.285524898742715,1.0,1.0,-34.285524898742715,0.19444967128666799,-0.10565473862741084
2018-01-08,-0.0848224734654508,68.48,2.0,1.4066089878100323,34.28241123673273,1.0,1.0,-34.28241123673273,-0.23121519641413493,-0.3368699350415458
2018-01-09,0.04562459493004667,69.08,2.014,1.3978964305272243,34.277246973718945,1.0,1.0,-34.277246973718945,-0.15991693215129654,-0.4967868671928423
2018-01-10,0.4216604508457351,69.79,2.024,1.3881762644266518,34.27289503416713,-1.0,-1.0,34.27289503416713,-0.025100607755184252,-0.5218874749480266
2018-01-11,1.0291517471573854,70.36,2.023,1.3823071361139974,34.27130412893851,-1.0,-1.0,34.27130412893851,0.19658224438030492,-0.32530523056772165
2018-01-12,-0.056421199648696074,69.64,2.034,1.3730270582942858,34.26569380513702,-1.0,-1.0,34.26569380513702,-0.00962090752441136,-0.334926138092133
2018-01-15,0.6243512392285311,70.31,2.034,1.3580973362355802,34.260397620831604,1.0,1.0,-34.260397620831604,0.35762209028687003,0.022695952194737024
2018-01-16,0.47806134495621677,69.4,2.012,1.3456472211765271,34.25543670727823,-1.0,-1.0,34.25543670727823,-0.09912745318371534,-0.07643150098897832
2018-01-17,0.48532991629261346,69.19,2.006,1.329327309963485,34.24958628300468,-1.0,-1.0,34.24958628300468,-0.07248564682945158,-0.1489171478184299
2018-01-18,0.9224112065979,69.48,2.002,1.311732701629964,34.2445498468542,-1.0,-1.0,34.2445498468542,-0.038074288765906274,-0.18699143658433617
2018-01-19,0.11445848610846099,68.56,1.999,1.3041760854333029,34.23989070229692,-1.0,-1.0,34.23989070229692,0.006043328742469323,-0.18094810784186685
2018-01-22,0.8447209688405053,69.32,2.0,1.298414809367592,34.237639515579744,-1.0,-1.0,34.237639515579744,0.5578523849557081,0.3769042771138412
2018-01-23,0.213717150666767,69.81,2.033,1.2910446532635804,34.23329210493519,-1.0,-1.0,34.23329210493519,0.16695559804168172,0.5438598751555229
2018-01-24,-0.01600892979008961,69.91,2.043,1.279481456828304,34.22712135574649,-1.0,-1.0,34.22712135574649,-0.1340093467341163,0.4098505284214066
2018-01-25,1.3910945892914128,71.08,2.036,1.27973858291088,34.22834253964076,1.0,1.0,-34.22834253964076,-0.48479242277230783,-0.0749418943509012
2018-01-26,-0.5566679840681843,70.08,2.064,1.2764218221108214,34.22319185274621,-1.0,-1.0,34.22319185274621,-0.5565052244860804,-0.6314471188369817
2018-01-29,-1.0184687880797156,68.41,2.029,1.2764736185522205,34.21807234503682,1.0,1.0,-34.21807234503682,0.36180984006087363,-0.26963727877610805
2018-01-30,-0.8841518680910525,67.78,2.007,1.2746161857720721,34.21233276935279,1.0,1.0,-34.21233276935279,0.051139510866000874,-0.21849776791010717
2018-01-31,-0.7695406999204124,67.78,2.004,1.271146322855778,34.206357634690825,1.0,1.0,-34.206357634690825,-0.19273052482930156,-0.41122829273940875
2018-02-01,-0.34917380028318235,68.6,2.016,1.265548567124103,34.200979067600784,1.0,1.0,-34.200979067600784,0.8993338051999488,0.48810551246054
2018-02-02,0.35374628725786295,67.45,1.962,1.2606298870906205,34.19788670374217,1.0,1.0,-34.19788670374217,0.5787520043126612,1.0668575167732013
2018-02-05,1.719375082536743,67.69,1.929,1.262275550809496,34.19939083331428,-1.0,-1.0,34.19939083331428,-0.3584237941045723,0.708433722668629
2018-02-06,1.4949216311738098,66.75,1.908,1.2638603315747914,34.20077482642882,-1.0,-1.0,34.20077482642882,-1.042440043186452,-0.334006320517823
2018-02-07,2.498649465883311,65.74,1.849,1.2681873680162676,34.20300191136651,-1.0,-1.0,34.20300191136651,-0.6804151787851935,-1.0144214993030165
2018-02-08,2.3169962848361223,64.26,1.811,1.2688596189121666,34.2037568830281,-1.0,-1.0,34.2037568830281,-0.5098413496222011,-1.5242628489252175
2018-02-09,2.0522213086839045,63.04,1.783,1.2714105927485184,34.205147891932754,-1.0,-1.0,34.205147891932754,-0.23606768023789074,-1.7603305291631082
2018-02-12,1.6569652139249058,62.2,1.77,1.2708352162258338,34.20510439891248,-1.0,-1.0,34.20510439891248,0.004180064308681786,-1.7561504648544264
2018-02-13,1.3916682217156122,61.94,1.77,1.2742133363637203,34.208097049878184,-1.0,-1.0,34.208097049878184,0.7094338849603823,-1.046716579894044
2018-02-14,0.4737781025140464,62.29,1.807,1.274718200535338,34.20930929578636,-1.0,-1.0,34.20930929578636,0.16123319575077366,-0.8854833841432704
2018-02-15,0.7260624354978731,62.86,1.816,1.272235639735347,34.214723328470335,-1.0,-1.0,34.214723328470335,0.33506537726068125,-0.5504180068825892
2018-02-16,1.5154194862752277,64.3,1.835,1.2722504935765266,34.215030252711045,-1.0,-1.0,34.215030252711045,-0.010108864696734221,-0.5605268715793235
2018-02-19,2.16111608450926,64.95,1.835,1.2765491646922023,34.21737543078515,-1.0,-1.0,34.21737543078515,-0.2196078090734553,-0.7801346806527788
2018-02-20,2.2955957636915727,64.68,1.823,1.2831527739296313,34.22073737592344,-1.0,-1.0,34.22073737592344,-0.058324876835092486,-0.8384595574878713
2018-02-21,2.521500833297303,64.81,1.82,1.291120879213081,34.22445009159489,-1.0,-1.0,34.22445009159489,0.48751242839830156,-0.3509471290895697
2018-02-22,2.897162171109869,66.12,1.847,1.3033245083873286,34.230015067076415,-1.0,-1.0,34.230015067076415,0.61619987966288,0.2652527505733103
2018-02-23,2.645140244847056,67.04,1.881,1.3121377245145778,34.23437520210152,-1.0,-1.0,34.23437520210152,0.31387852621714074,0.5791312767904511
2018-02-26,2.93193303591886,67.96,1.899,1.3252566954794993,34.243321202781004,-1.0,-1.0,34.243321202781004,-0.2289754080183566,0.3501558687720945
2018-02-27,2.9941832642887505,67.59,1.886,1.3385288472586103,34.25016794046196,-1.0,-1.0,34.25016794046196,-1.2670347743231591,-0.9168789055510647
2018-02-28,3.897592142214009,66.08,1.815,1.3612474953778568,34.260279811452335,-1.0,-1.0,34.260279811452335,-0.10413694252884373,-1.0210158480799083
2018-03-01,2.2749338407895863,64.23,1.808,1.3684650991978076,34.26718261018275,0.0,0.0,-0.0,0.0,-1.0210158480799083
2018-03-02,2.3285613017369613,64.26,1.807,1.376351977995163,34.27307066865691,-1.0,-1.0,34.27307066865691,-0.2702227597381902,-1.2912386078180984
2018-03-05,4.276380847361622,65.78,1.794,1.4021474215144132,34.282953819753835,-1.0,-1.0,34.282953819753835,0.0972211644920662,-1.1940174433260322
2018-03-06,3.9779266805784914,65.67,1.799,1.4240594143961212,34.292425413797396,0.0,0.0,-0.0,-0.0,-1.1940174433260322
2018-03-07,3.383577645109412,65.09,1.799,1.4395385337590836,34.30040153134552,0.0,0.0,-0.0,0.0,-1.1940174433260322
2018-03-08,2.6665288883029348,63.87,1.784,1.4489827417600099,34.30687842583916,-1.0,-1.0,34.30687842583916,0.1908664634059248,-1.0031509799201075
2018-03-09,3.591769647348805,65.19,1.795,1.465873310174024,34.31656287055777,-1.0,-1.0,34.31656287055777,-0.3148794073123972,-1.3180303872325048
2018-03-12,3.501470845926029,64.53,1.778,1.4814249027241988,34.32425711702698,-1.0,-1.0,34.32425711702698,0.873838068265167,-0.4441923189673378
2018-03-13,1.618527748944956,64.2,1.823,1.484487090044895,34.32883831654144,-1.0,-1.0,34.32883831654144,0.21633058051192763,-0.22786173845541016
2018-03-14,0.6481961755221235,63.61,1.834,1.4849058003058349,34.3303183339574,-1.0,-1.0,34.3303183339574,0.1675261441253246,-0.06033559433008556
2018-03-15,0.39762254547090237,63.67,1.843,1.4850318773852431,34.33118689882208,-1.0,-1.0,34.33118689882208,0.28218307141696236,0.2218474770868768
2018-03-16,0.8541345649365724,64.68,1.859,1.4858004236045148,34.33344025554784,-1.0,-1.0,34.33344025554784,0.07171057100504376,0.29355804809192054
2018-03-19,0.8542191909572949,64.82,1.863,1.4864223909505068,34.33482598445663,-1.0,-1.0,34.33482598445663,0.4794019157427007,0.7729599638346212
2018-03-20,1.100958159651725,66.0,1.89,1.4876968532776484,34.33811737584565,-1.0,-1.0,34.33811737584565,1.620741004964963,2.3937009687995845
2018-03-21,0.13417247005432387,68.15,1.981,1.481885276979673,34.334087597145725,-1.0,-1.0,34.334087597145725,-0.4108079995773967,1.9828929692221877
2018-03-22,1.7529657620526962,68.98,1.958,1.4800915803456591,34.33454251171977,-1.0,-1.0,34.33454251171977,0.4201275629847713,2.403020532206959
2018-03-23,0.9833964549030156,69.03,1.982,1.4739439382314021,34.33229240418617,-1.0,-1.0,34.33229240418617,-0.2393216043131732,2.163698927893786
2018-03-26,1.2364091640774717,68.81,1.968,1.4756136113744633,34.336174205245186,-1.0,-1.0,34.336174205245186,-0.04972583011949733,2.1139730977742888
2018-03-27,1.154170394986778,68.63,1.965,1.4770968696641216,34.33884458270393,-1.0,-1.0,34.33884458270393,0.007285443683520354,2.1212585414578093
2018-03-28,0.6505950848930979,68.13,1.965,1.4775012296053047,34.34066407893481,-1.0,-1.0,34.34066407893481,0.07431756321632518,2.1955761046741347
2018-03-29,1.3608820098040155,69.02,1.97,1.4795799390267939,34.34472994426192,-1.0,-1.0,34.34472994426192,0.0,2.1955761046741347
2018-03-30,1.354776775636367,69.02,1.97,1.4816151972485871,34.34782904790032,-1.0,-1.0,34.34782904790032,-0.5056279402990406,1.6899481643750942
2018-04-02,2.3414978557391777,69.02,1.941,1.4877878440090777,34.35265437622917,-1.0,-1.0,34.35265437622917,0.15928587809688993,1.8492340424719842
2018-04-03,2.0245132929483844,69.02,1.95,1.4921743438160464,34.35665984977006,-1.0,-1.0,34.35665984977006,-0.1682497080294354,1.6809843344425488
2018-04-04,-0.5368341069124511,66.04,1.938,1.4919365539114773,34.35337157219425,-1.0,-1.0,34.35337157219425,-0.07847596067516685,1.602508373767382
2018-04-05,0.09595017382389415,66.54,1.934,1.4904269014748135,34.355765163483,1.0,1.0,-34.355765163483,0.33706700175202,1.9395753755194018
2018-04-06,0.7159284405713748,66.51,1.915,1.4908766377037599,34.35721752450581,-1.0,-1.0,34.35721752450581,0.728267082295913,2.667842457815315
2018-04-09,0.9424218231106067,68.19,1.957,1.489051897158724,34.362584658604696,-1.0,-1.0,34.362584658604696,1.1927474980366342,3.8605899558519488
2018-04-10,1.0068168078341273,70.67,2.027,1.4882511269464693,34.36762860984996,-1.0,-1.0,34.36762860984996,0.530221382758519,4.390811338610468
2018-04-11,1.9264606407780889,72.74,2.06,1.4903394988387586,34.37550454331161,-1.0,-1.0,34.37550454331161,-0.16568664698370753,4.22512469162676
2018-04-12,0.9914867395424096,71.44,2.049,1.4867759096759903,34.381900078310196,-1.0,-1.0,34.381900078310196,0.26090124267256526,4.486025934299326
2018-04-13,2.132741462673607,73.18,2.066,1.4916243043594812,34.38879890480465,-1.0,-1.0,34.38879890480465,-0.45062172486611557,4.03540420943321
2018-04-16,1.9538156663340942,72.05,2.038,1.4957693707291602,34.39459486440918,-1.0,-1.0,34.39459486440918,-0.24843067355028675,3.7869735358829235
2018-04-17,2.11853389601805,71.71,2.023,1.5007491753137312,34.40013153928914,-1.0,-1.0,34.40013153928914,0.7540386234870644,4.541012159369988
2018-04-18,2.547857962560272,73.73,2.069,1.5048298919114864,34.40412858261949,-1.0,-1.0,34.40412858261949,0.2508635999843488,4.791875759354337
2018-04-19,3.10359057667398,74.85,2.085,1.5145399277752272,34.4107479248566,-1.0,-1.0,34.4107479248566,0.01957676813051019,4.811452527484847
2018-04-20,2.824543904302118,74.62,2.086,1.5233381002455089,34.41776418777464,-1.0,-1.0,34.41776418777464,-0.08142493920914429,4.730027588275703
2018-04-23,2.9043190521009876,74.54,2.081,1.5311031833235744,34.42368137813504,-1.0,-1.0,34.42368137813504,0.2800454788644536,5.010073067140156
2018-04-24,3.582500470895809,75.86,2.099,1.5456115299237392,34.43425418251748,-1.0,-1.0,34.43425418251748,0.1093124870167678,5.119385554156923
2018-04-25,1.3264095458098808,73.79,2.104,1.543823922673775,34.440869987732945,-1.0,-1.0,34.440869987732945,0.3384400103719286,5.457825564528852
2018-04-26,2.152641061964104,75.39,2.126,1.5475806813973152,34.44842847508744,-1.0,-1.0,34.44842847508744,-0.33947553922159557,5.118350025307256
