Date,Spread,EIAEBRT,EIAUSGJ,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2021-04-29,0.7159007741466041,68.26,1.729,2.76371951476534,39.06541308609219,1.0,1.0,-39.06541308609219,0.8960045250237029,83.9249788109816
2021-04-30,1.7442879677252847,67.73,1.689,2.755441671754953,39.067917129825176,-1.0,-1.0,39.067917129825176,0.76331632047616,84.68829513145776
2021-05-03,0.45879035806227364,67.73,1.722,2.7510404100030366,39.065743113784976,-1.0,-1.0,39.065743113784976,0.8900283616033877,85.57832349306115
2021-05-04,0.08359025852955426,68.91,1.762,2.7460472612062063,39.06152652750876,-1.0,-1.0,39.06152652750876,-0.16679134648374086,85.41153214657741
2021-05-05,1.1526525081395818,69.71,1.755,2.742367651111158,39.06401566487773,-1.0,-1.0,39.06401566487773,-0.11791598316338778,85.29361616341403
2021-05-06,0.30401136640128357,68.62,1.749,2.7336387031741176,39.060027806517276,-1.0,-1.0,39.060027806517276,0.0207297462903208,85.31434590970434
2021-05-07,0.3809541134733223,68.73,1.75,2.724725638388926,39.056597649443816,-1.0,-1.0,39.056597649443816,-0.020572093337874443,85.29377381636647
2021-05-10,0.30670888994508516,68.61,1.749,2.715471343359443,39.05276793027725,-1.0,-1.0,39.05276793027725,0.46569462902216996,85.75946844538863
2021-05-11,-0.28444296362361854,68.83,1.77,2.711617622644477,39.04770788905289,-1.0,-1.0,39.04770788905289,0.8709565231963501,86.63042496858499
2021-05-12,-1.0414341149561608,69.62,1.81,2.7108943554328433,39.03946636185423,1.0,1.0,-39.03946636185423,1.5636267437621898,88.19405171234717
2021-05-13,-0.40252800284194734,67.36,1.736,2.7062310899136017,39.03371428735135,1.0,1.0,-39.03371428735135,-0.8489997412404394,87.34505197110674
2021-05-14,-0.0380158047050827,69.24,1.775,2.7015189677073326,39.029868058988775,1.0,1.0,-39.029868058988775,-0.03848915898819809,87.30656281211854
2021-05-17,0.27090273450986047,69.62,1.777,2.6912297677554595,39.02594106105242,1.0,1.0,-39.02594106105242,0.10104665041006455,87.40760946252861
2021-05-18,-0.1404119827654995,69.01,1.772,2.690837963500856,39.023934527520034,-1.0,-1.0,39.023934527520034,-0.7179011460970387,86.68970831643158
2021-05-19,-0.9261099799488619,66.88,1.738,2.6787802623895947,39.01387225543663,1.0,1.0,-39.01387225543663,1.456120792451018,88.1458291088826
2021-05-20,-0.04372979141211886,65.18,1.672,2.669589156051847,39.009407769983326,1.0,1.0,-39.009407769983326,-0.6063097293149459,87.53951937956765
2021-05-21,0.45252107999259295,66.72,1.699,2.6478573927930418,39.00381337257646,1.0,1.0,-39.00381337257646,-1.487129386506166,86.05238999306148
2021-05-24,-0.23791529959740387,68.59,1.765,2.6293817598544664,38.99598600543763,-1.0,-1.0,38.99598600543763,-0.3344723167360528,85.71791767632543
