Date,Spread,EIAEBRT,DIESELA,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,0.9482509895288445,66.73,2.0613,2.4983690707843254,31.912748755868215,-1.0,-1.0,31.912748755868215,-0.40597393874305593,-0.40597393874305593
2018-01-02,1.705158758069743,66.65,2.035,2.497234411777233,31.91392690021143,-1.0,-1.0,31.91392690021143,0.7269151685356717,0.3209412297926158
2018-01-03,1.3881065180366932,67.85,2.0825,2.4956892512077853,31.914474661206867,-1.0,-1.0,31.914474661206867,-0.39762924079331546,-0.07668801100069966
2018-01-04,3.0648080915624405,68.73,2.0574,2.4938701870173112,31.916589826206653,-1.0,-1.0,31.916589826206653,-0.4719806963067425,-0.5486687073074421
2018-01-05,3.3312050149380354,68.01,2.0263,2.4939918118339834,31.919654041880257,-1.0,-1.0,31.919654041880257,-0.23059879431319044,-0.7792675016206325
2018-01-08,4.240645773427943,68.48,2.0121,2.5020847334449745,31.92652165725961,-1.0,-1.0,31.92652165725961,-0.22138301826370452,-1.000650519884337
2018-01-09,5.253539637425803,69.08,1.9987000000000001,2.513357588360402,31.933987273014555,-1.0,-1.0,31.933987273014555,-0.4880015687130205,-1.4886520885973575
2018-01-10,6.896261689225838,69.79,1.9687999999999999,2.5385719902791744,31.945214501612238,-1.0,-1.0,31.945214501612238,-0.06820255510428894,-1.5568546437016464
2018-01-11,7.557508657654736,70.36,1.9650999999999998,2.5724854521230114,31.958928981906908,0.0,0.0,-0.0,-0.0,-1.5568546437016464
2018-01-12,6.446186006079074,69.64,1.9767,2.5933444550320774,31.969349923570057,0.0,0.0,-0.0,0.0,-1.5568546437016464
2018-01-15,7.0909231872471,70.31,1.9767,2.622157094261981,31.982130223479995,-1.0,-1.0,31.982130223479995,0.14237913800816307,-1.4144755056934832
2018-01-16,5.90508815520343,69.4,1.9847,2.640112765958078,31.992196223508127,0.0,0.0,-0.0,0.0,-1.4144755056934832
2018-01-17,5.9407551338563,69.19,1.9764,2.658166965073016,32.00224897092881,-1.0,-1.0,32.00224897092881,-0.07381778426013075,-1.488293289953614
2018-01-18,6.3476065096219685,69.48,1.9721000000000002,2.6785572788913776,32.01277495582274,-1.0,-1.0,32.01277495582274,0.7372256852938905,-0.7510676046597236
2018-01-19,3.988209632621448,68.56,2.0166999999999997,2.684301191874054,32.01854037158653,-1.0,-1.0,32.01854037158653,-0.03172489052929462,-0.7827924951890182
2018-01-22,4.7793978874127845,69.32,2.0154,2.689214581813276,32.023718424425525,-1.0,-1.0,32.023718424425525,0.8175969011870459,0.0348044059980277
2018-01-23,3.595960392216341,69.81,2.0673,2.6938698944969466,32.029236012085164,-1.0,-1.0,32.029236012085164,0.5377333186416879,0.5725377246397156
2018-01-24,2.5730195108119034,69.91,2.1021,2.69573284988499,32.03319560876651,-1.0,-1.0,32.03319560876651,-0.08073819200421709,0.4917995326354986
2018-01-25,3.8581598930844763,71.08,2.0979,2.70426843010015,32.04244249340556,-1.0,-1.0,32.04244249340556,0.3836892796327985,0.8754888122682971
2018-01-26,2.0747719054355542,70.08,2.1221,2.705618994637171,32.04619390912984,-1.0,-1.0,32.04619390912984,-0.4624277812888487,0.4130610309794484
2018-01-29,1.4288487340950837,68.41,2.0899,2.706396001447354,32.049931224415,-1.0,-1.0,32.049931224415,-0.44625900387540834,-0.03319797289595994
2018-01-30,1.7436122523137811,67.78,2.0602,2.707436055507459,32.053386927330465,-1.0,-1.0,32.053386927330465,0.05912186696624361,0.02592389407028367
2018-01-31,1.6182156112810446,67.78,2.064,2.7073388564315697,32.05512809530957,-1.0,-1.0,32.05512809530957,0.37306055187269654,0.3989844459429802
2018-02-01,1.63936782247616,68.6,2.0888,2.7073036543135913,32.05698591417265,-1.0,-1.0,32.05698591417265,-0.5879112018804058,-0.18892675593742558
2018-02-02,1.7495105083097826,67.45,2.0494,2.7068306803711346,32.058402211227786,-1.0,-1.0,32.058402211227786,-0.5557498561577954,-0.744676612095221
2018-02-05,3.10982475634988,67.69,2.0141,2.7111233427909456,32.06403616684877,-1.0,-1.0,32.06403616684877,-0.36977994792518026,-1.1144565600204013
2018-02-06,2.9331713978174747,66.75,1.99,2.714400857157394,32.06875809154901,-1.0,-1.0,32.06875809154901,-1.2869571820974604,-2.4014137421178616
2018-02-07,4.501611859928595,65.74,1.9091999999999998,2.723303984593782,32.075418049482195,-1.0,-1.0,32.075418049482195,-0.36725749702521704,-2.7686712391430786
2018-02-08,3.7604734254411625,64.26,1.886,2.724874105163014,32.078221937730035,-1.0,-1.0,32.078221937730035,-0.9266928569906238,-3.6953640961337024
2018-02-09,4.310810826752608,63.04,1.8304,2.7344361453771158,32.085439889230436,-1.0,-1.0,32.085439889230436,-0.303953569864151,-3.9993176659978533
2018-02-12,4.041994827174761,62.2,1.8122999999999998,2.741105692808333,32.090716312324254,-1.0,-1.0,32.090716312324254,-0.07550223078895554,-4.074819896786809
2018-02-13,3.9139370610981103,61.94,1.8078,2.749043178386248,32.09761198080644,-1.0,-1.0,32.09761198080644,0.8732252377386047,-3.2015946590482045
2018-02-14,2.6668162811375993,62.29,1.8573,2.751998984811326,32.10207490381866,-1.0,-1.0,32.10207490381866,-0.1145847942729225,-3.316179453321127
2018-02-15,3.4192855630843866,62.86,1.8512,2.7582162566389967,32.109288265403855,-1.0,-1.0,32.109288265403855,0.6865074052357226,-2.6296720480854043
2018-02-16,3.5421263154485274,64.3,1.8921000000000001,2.758003745997836,32.11134384258309,-1.0,-1.0,32.11134384258309,-0.010108864696734221,-2.6397809127821388
2018-02-19,4.186516005640868,64.95,1.8921000000000001,2.7589424937145135,32.11430896588929,-1.0,-1.0,32.11430896588929,0.4420562940886365,-2.197724618693502
2018-02-20,3.084595723315651,64.68,1.9179,2.7581506872998354,32.11606667536595,-1.0,-1.0,32.11606667536595,0.07836818534661338,-2.119356433346889
2018-02-21,3.052505012355148,64.81,1.9227,2.761178276675306,32.1201929513938,-1.0,-1.0,32.1201929513938,1.1157797472226607,-1.0035766861242281
2018-02-22,2.178302764548505,66.12,1.9907,2.7582729525254353,32.12020758298664,-1.0,-1.0,32.12020758298664,0.3910777215322904,-0.6124989645919376
2018-02-23,2.2925279327262587,67.04,2.0158,2.7541623069884875,32.119988127430176,-1.0,-1.0,32.119988127430176,0.3559483074038795,-0.25655065718805814
2018-02-26,2.452908380108383,67.96,2.039,2.756960488190513,32.127067984252875,-1.0,-1.0,32.127067984252875,-0.3364670359894467,-0.5930176931775049
2018-02-27,2.7694585570827854,67.59,2.0173,2.760227391156122,32.132326100687656,-1.0,-1.0,32.132326100687656,-1.0942390332229412,-1.687256726400446
2018-02-28,3.500525992951026,66.08,1.9472,2.765448837651218,32.13818508989779,-1.0,-1.0,32.13818508989779,-0.29549809979301606,-1.9827548261934622
2018-03-01,2.2738414612381845,64.23,1.9276,2.76698867745276,32.14160538429229,-1.0,-1.0,32.14160538429229,-0.05882752946412424,-2.0415823556575865
2018-03-02,2.4109971442131837,64.26,1.9241,2.767987977686981,32.14438067449032,-1.0,-1.0,32.14438067449032,0.18016161513487244,-1.8614207405227141
2018-03-05,3.529621557354396,65.78,1.9363,2.771943877792747,32.1491393082919,-1.0,-1.0,32.1491393082919,0.08800985604985571,-1.7734108844728584
2018-03-06,3.2446450223331524,65.67,1.9415,2.774635782019271,32.15315734105941,-1.0,-1.0,32.15315734105941,-0.20646079925247623,-1.9798716837253347
2018-03-07,3.075428241904305,65.09,1.9284999999999999,2.7769912951151077,32.15689487067446,-1.0,-1.0,32.15689487067446,-0.14800235211166732,-2.127874035837002
2018-03-08,2.171688740334851,63.87,1.9184999999999999,2.778022970577052,32.159661850229426,-1.0,-1.0,32.159661850229426,0.29112333055133743,-1.8367507052856646
2018-03-09,2.882927339889818,65.19,1.9371,2.781776165184769,32.16512965779267,-1.0,-1.0,32.16512965779267,-0.35352054648511727,-2.190271251770782
2018-03-12,2.9175149894715844,64.53,1.9152,2.7854339959651266,32.17026159697599,-1.0,-1.0,32.17026159697599,0.1327736687533578,-2.0574975830174242
2018-03-13,2.3311152178132133,64.2,1.9228,2.7877151822069144,32.17645349604056,-1.0,-1.0,32.17645349604056,0.1999595182833222,-1.857538064734102
2018-03-14,1.3679176841484377,63.61,1.9342,2.788236160492007,32.17975510074013,-1.0,-1.0,32.17975510074013,0.14380076478926035,-1.7137372999448417
2018-03-15,1.1436097559591758,63.67,1.9428999999999998,2.7884989919068204,32.18199096404387,-1.0,-1.0,32.18199096404387,0.2905690076676707,-1.423168292277171
2018-03-16,1.549068255723661,64.68,1.9613999999999998,2.7890686536631115,32.186668575648184,-1.0,-1.0,32.186668575648184,0.017527555697627116,-1.4056407365795438
2018-03-19,1.641964309902768,64.82,1.9626,2.7899306763050706,32.19098934581536,-1.0,-1.0,32.19098934581536,0.675609483687445,-0.7300312528920988
2018-03-20,1.4518008725435863,66.0,2.0049,2.7904462023098864,32.19522127161275,-1.0,-1.0,32.19522127161275,1.2279982709651167,0.4979670180730179
2018-03-21,1.068487684361756,68.15,2.0834,2.7906431123308075,32.19809557244804,-1.0,-1.0,32.19809557244804,-0.4078165548675732,0.09015046320544473
2018-03-22,2.7090343890315722,68.98,2.0578,2.7940104104681462,32.204765094260104,-1.0,-1.0,32.204765094260104,0.5329433851436229,0.6230938483490677
2018-03-23,1.6549429802146705,69.03,2.0919,2.7945847920915288,32.207589760402186,-1.0,-1.0,32.207589760402186,-0.09842878005439482,0.5246650682946729
2018-03-26,1.640368843406904,68.81,2.0853,2.7953591675746465,32.21101575629075,-1.0,-1.0,32.21101575629075,0.06440272234261082,0.5890677906372837
2018-03-27,1.325150187694149,68.63,2.0893,2.795778793347984,32.21406682252709,-1.0,-1.0,32.21406682252709,0.06433423861164844,0.6534020292489321
2018-03-28,0.703899366355941,68.13,2.093,2.795700327312835,32.215050469968496,-1.0,-1.0,32.215050469968496,0.04542560231750835,0.6988276315664405
2018-03-29,1.464713168811386,69.02,2.0968,2.7962597267652054,32.218278725290254,-1.0,-1.0,32.218278725290254,0.0,0.6988276315664405
2018-03-30,1.4577226322738994,69.02,2.0968,2.7968267312404613,32.221612632452356,-1.0,-1.0,32.221612632452356,-0.5194060029458629,0.17942162862057753
2018-04-02,2.536429487453006,69.02,2.063,2.7993518013866394,32.22664591010518,-1.0,-1.0,32.22664591010518,0.22650817532551154,0.4059298039460891
2018-04-03,2.0610839802441063,69.02,2.0775,2.800703080564805,32.23052515993063,-1.0,-1.0,32.23052515993063,-0.5727335428163849,-0.16680373887029581
2018-04-04,0.3621760358067405,66.04,2.0378,2.800341568959843,32.2297693415415,-1.0,-1.0,32.2297693415415,0.24232104594740328,0.07551730707710747
2018-04-05,0.3476988661196856,66.54,2.0536000000000003,2.7997830601342106,32.232324276334396,-1.0,-1.0,32.232324276334396,-0.29148585526363435,-0.2159685481865269
2018-04-06,0.9131544248993322,66.51,2.035,2.7998698727077347,32.23432214992662,-1.0,-1.0,32.23432214992662,0.75723475068031,0.5412662024937831
2018-04-09,0.9900431766553055,68.19,2.0844,2.798521852586604,32.23947266520087,-1.0,-1.0,32.23947266520087,0.9658944298611116,1.5071606323548947
2018-04-10,1.365560958208178,70.67,2.1492,2.796289806824953,32.24662155303919,-1.0,-1.0,32.24662155303919,0.24228153728772794,1.7494421696426228
2018-04-11,2.827392716398549,72.74,2.1673,2.796687851420054,32.257927967333295,-1.0,-1.0,32.257927967333295,0.08187274459485776,1.8313149142374805
2018-04-12,1.3707766384929272,71.44,2.1715999999999998,2.792728677443559,32.26617395538178,-1.0,-1.0,32.26617395538178,0.45110787126835933,2.28242278550584
2018-04-13,2.0627300236760533,73.18,2.2036000000000002,2.793637605041062,32.273221082013045,-1.0,-1.0,32.273221082013045,-0.6480079396080526,1.6344148458977874
2018-04-16,2.3774161626269574,72.05,2.1583,2.7950261706874753,32.28123237611687,-1.0,-1.0,32.28123237611687,-0.26151185512646136,1.3729029907713262
2018-04-17,2.5949003670808395,71.71,2.1405000000000003,2.79731146663063,32.28923131647706,-1.0,-1.0,32.28923131647706,0.8226194214442462,2.1955224122155723
2018-04-18,2.7808411972304015,73.73,2.1969,2.8002188639865646,32.29512440382794,-1.0,-1.0,32.29512440382794,-0.03724103427714824,2.1582813779384242
2018-04-19,3.9300134435628706,74.85,2.1954,2.807450308014514,32.303902048117486,-1.0,-1.0,32.303902048117486,0.08694465417622566,2.2452260321146498
2018-04-20,3.4963359817382553,74.62,2.2011000000000003,2.81314009470533,32.312781799219366,-1.0,-1.0,32.312781799219366,-0.03709665002803685,2.208129382086613
2018-04-23,3.4831409817510064,74.54,2.1985,2.8184499749001506,32.32060905992677,-1.0,-1.0,32.32060905992677,-0.07651345077835255,2.1316159313082603
2018-04-24,4.902586531725959,75.86,2.1944999999999997,2.830740250771293,32.3342052714851,-1.0,-1.0,32.3342052714851,0.04644156982745426,2.1780575011357146
2018-04-25,2.7689704596806024,73.79,2.1958,2.831950546763966,32.344033855687854,-1.0,-1.0,32.344033855687854,0.21988809714271376,2.3979455982784286
2018-04-26,3.8139594467822064,75.39,2.2122,2.8382616886002405,32.35513993003245,-1.0,-1.0,32.35513993003245,0.01980936929924036,2.417754967577669
2018-04-27,3.688663961639662,75.33,2.2135,2.844129163748297,32.36563633989625,-1.0,-1.0,32.36563633989625,0.5434144586963864,2.9611694262740555
2018-04-30,3.0405428405634325,75.92,2.2512,2.847818250843618,32.37360392654432,-1.0,-1.0,32.37360392654432,-0.8185428852239868,2.1426265410500687
2018-05-01,3.8230163597971796,74.85,2.1933000000000002,2.8543605041496614,32.38361539242366,-1.0,-1.0,32.38361539242366,0.11586387264947393,2.2584904136995427
2018-05-02,1.9055106206547379,73.14,2.1996,2.8530241309623907,32.38520157271561,-1.0,-1.0,32.38520157271561,0.08115624727629869,2.3396466609758413
2018-05-03,2.0232528100888487,73.45,2.2054,2.8520590493184255,32.387207395443525,-1.0,-1.0,32.387207395443525,0.4213947006462193,2.761041361622061
2018-05-04,2.3485307348832407,74.75,2.2353,2.8516964836739063,32.390045750063415,-1.0,-1.0,32.390045750063415,0.3781954073621674,3.139236768984228
2018-05-07,1.5000141794318012,74.75,2.2614,2.850813737033782,32.3914326614346,-1.0,-1.0,32.3914326614346,0.0007311669438404642,3.1399679359280688
2018-05-08,0.9202374031962108,74.16,2.2609,2.850813670781374,32.39407430527834,-1.0,-1.0,32.39407430527834,0.7559793089317375,3.8959472448598063
2018-05-09,2.530207726958011,77.6,2.3169,2.85299118795329,32.40096347405671,-1.0,-1.0,32.40096347405671,-0.08797423294010455,3.8079730119197017
2018-05-10,2.707070293100486,77.59,2.3106,2.8555820041107505,32.408434911667754,-1.0,-1.0,32.408434911667754,0.011251006369519305,3.819224018289221
2018-05-11,2.453254210081127,77.37,2.3112,2.857542231812959,32.414652903218624,-1.0,-1.0,32.414652903218624,0.10606783677507906,3.9252918550643
2018-05-14,2.969948585655274,78.17,2.3194999999999997,2.8603915818550134,32.42080250672332,-1.0,-1.0,32.42080250672332,-0.13145454341774326,3.7938373116465565
2018-05-15,3.9951546900735764,78.94,2.3108,2.867122832881531,32.43242397002182,-1.0,-1.0,32.43242397002182,0.3295023003362823,4.123339611982839
2018-05-16,2.4933922886085895,78.19,2.3336,2.868840312848578,32.43769613960893,-1.0,-1.0,32.43769613960893,0.18698449121155075,4.3103241031943895
2018-05-17,3.8756037460135104,80.09,2.3487999999999998,2.8752995938958894,32.44822728797109,-1.0,-1.0,32.44822728797109,-0.2135008011433274,4.096823302051062
2018-05-18,2.699510255618847,78.38,2.3318,2.8776088760952367,32.455823717463396,-1.0,-1.0,32.455823717463396,0.06732050402785549,4.1641438060789175
2018-05-21,2.4951295321419735,78.34,2.3366,2.877849698330625,32.45950118456648,-1.0,-1.0,32.45950118456648,-0.08628552701389526,4.077858279065023
2018-05-22,4.687710105185019,80.42,2.3323,2.8880874451076943,32.47107571702396,-1.0,-1.0,32.47107571702396,0.16212770492189965,4.239985983986922
2018-05-23,2.6151854193221027,78.69,2.3424,2.890222704343508,32.47729447604077,-1.0,-1.0,32.47729447604077,-0.28412749344873545,3.9558584905381866
2018-05-24,3.4629157476004906,78.9,2.3221000000000003,2.894797904332836,32.486578636751005,-1.0,-1.0,32.486578636751005,-0.8718162595050266,3.08404223103316
2018-05-25,3.2374641864507225,76.6,2.2577000000000003,2.8986711689297424,32.49436852263333,-1.0,-1.0,32.49436852263333,0.0,3.08404223103316
2018-05-28,3.217475247118145,76.6,2.2577000000000003,2.9020472757573454,32.50322219643081,-1.0,-1.0,32.50322219643081,-0.08644860900137726,2.9975936220317827
