Date,Spread,PALLADM,LZZCASH,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2021-01-12,-254.4068043534835,2376.0,2755.75,450.00917761374063,0.9545157595404095,1.0,1.0,-0.9545157595404095,0.006027209343503996,-0.40637271689274207
2021-01-13,-237.19714253096345,2386.0,2750.5,448.99491253034455,0.9537164670172563,1.0,1.0,-0.9537164670172563,0.00879675608744138,-0.39757596080530067
2021-01-14,-212.4685673460708,2394.0,2734.8,448.2222725389249,0.953074655311566,1.0,1.0,-0.953074655311566,0.03206517654621622,-0.36551078425908445
2021-01-15,-127.50288337955044,2423.0,2677.55,446.9523672187675,0.9525509825697187,1.0,1.0,-0.9525509825697187,-0.012385480088826565,-0.377896264347911
2021-01-18,-154.2271659606413,2377.0,2659.0,445.6812556881772,0.9519470349607527,1.0,1.0,-0.9519470349607527,-0.0041979214680610555,-0.3820941858159721
2021-01-19,-162.85802770108603,2370.0,2662.5,444.3504489735886,0.9513081794182483,1.0,1.0,-0.9513081794182483,-0.011695666218033928,-0.393789852034006
2021-01-20,-192.71839559324007,2377.0,2703.5,442.847205384136,0.950515404325223,1.0,1.0,-0.950515404325223,0.013304644282912961,-0.38048520775109307
2021-01-21,-156.77741803760136,2394.0,2686.0,440.5808411547191,0.9496565219797474,1.0,1.0,-0.9496565219797474,-0.018765632123765624,-0.3992508398748587
2021-01-22,-199.85184429079118,2355.0,2693.0,438.3483945791981,0.9487010190459677,1.0,1.0,-0.9487010190459677,0.00014342737182511953,-0.3991074125030336
2021-01-25,-195.85830972139775,2347.0,2682.95,436.2109769273399,0.9477844573031171,1.0,1.0,-0.9477844573031171,0.007934011308717508,-0.3911734011943161
2021-01-26,-169.28114510388377,2324.0,2632.75,434.4577492648579,0.9470254088325453,1.0,1.0,-0.9470254088325453,0.02145499807214302,-0.3697184031221731
2021-01-27,-109.24890660479059,2312.0,2558.75,431.9508203756398,0.9462623963282034,1.0,1.0,-0.9462623963282034,-0.0032029056385019508,-0.37292130876067503
2021-01-28,-115.835249989575,2314.0,2569.75,429.73054509288994,0.9455531666463955,1.0,1.0,-0.9455531666463955,0.010493385430829295,-0.36242792332984575
2021-01-29,-88.58662004816142,2327.0,2556.5,427.34279067021987,0.9448803520626488,1.0,1.0,-0.9448803520626488,-0.0226104172646726,-0.38503834059451836
2021-02-01,-138.2173949157368,2266.0,2546.75,424.66564706310044,0.9440335309377585,1.0,1.0,-0.9440335309377585,-0.003067098050847828,-0.3881054386453662
2021-02-02,-142.5830599404053,2258.0,2545.5,421.44120247170105,0.9430693615951308,1.0,1.0,-0.9430693615951308,-0.016156566686511355,-0.4042620053318775
2021-02-03,-181.18405392055,2260.0,2591.5,418.1270349016404,0.9419965479145476,1.0,1.0,-0.9419965479145476,-0.006700871155119025,-0.41096287648699653
2021-02-04,-195.10606380552463,2258.0,2607.5,414.2234074250816,0.9407885191967496,1.0,1.0,-0.9407885191967496,0.021177945540063026,-0.3897849309469335
2021-02-05,-148.24825086883902,2338.0,2647.0,407.38233093228735,0.9392702118884922,1.0,1.0,-0.9392702118884922,0.00892179910382054,-0.380863131843113
2021-02-08,-122.0933793491863,2346.0,2631.5,401.0902442906014,0.9379036212613286,1.0,1.0,-0.9379036212613286,-0.026109865202564548,-0.4069729970456775
2021-02-09,-184.0679512381298,2323.0,2677.25,395.0428388590441,0.9364340092401269,1.0,1.0,-0.9364340092401269,0.013620261336162495,-0.393352735709515
2021-02-10,-152.11741885529,2378.0,2706.0,388.535400772805,0.9350027416316667,1.0,1.0,-0.9350027416316667,-0.03307611045477347,-0.4264288461642885
2021-02-11,-233.6637764418365,2353.0,2771.3,381.9437078276498,0.9333755913982017,1.0,1.0,-0.9333755913982017,-0.01614161313271471,-0.4425704592970032
2021-02-12,-273.7786052724646,2355.0,2821.75,375.0005833069162,0.9316128662257338,1.0,1.0,-0.9316128662257338,0.013565249772571543,-0.42900520952443166
2021-02-15,-237.8027579789832,2392.0,2828.25,366.8362822684582,0.929833910714747,1.0,1.0,-0.929833910714747,-0.006377433766588149,-0.43538264329101983
2021-02-16,-245.50623053313257,2362.0,2809.5,359.09199205578756,0.9281033032686004,1.0,1.0,-0.9281033032686004,0.009529653914665996,-0.42585298937635385
2021-02-17,-216.9387723848481,2373.0,2794.75,353.5594440324882,0.9267157249789241,1.0,1.0,-0.9267157249789241,-0.014693683765043129,-0.440546673141397
2021-02-18,-253.39329344648604,2370.0,2835.25,348.2433620169113,0.925277592256939,1.0,1.0,-0.925277592256939,-0.012580846517846255,-0.45312751965924325
2021-02-19,-283.50024317371935,2363.0,2864.75,343.29935743616204,0.9238154265376453,1.0,1.0,-0.9238154265376453,0.007495667400564397,-0.44563185225867885
2021-02-22,-264.62267384445477,2395.0,2883.5,337.93805347284734,0.9223591724794364,1.0,1.0,-0.9223591724794364,0.000473418797733275,-0.4451584334609456
2021-02-23,-252.2748286847468,2363.0,2840.25,331.0142384478662,0.920790363061261,1.0,1.0,-0.920790363061261,-0.007968275028328253,-0.45312670848927383
2021-02-24,-265.85723758703807,2339.0,2833.5,325.0240156607805,0.9193073010718327,1.0,1.0,-0.9193073010718327,0.03918816008303862,-0.41393854840623523
2021-02-25,-177.89370010565426,2465.0,2878.75,319.24418813407556,0.9180698914826415,1.0,1.0,-0.9180698914826415,-0.008857255148300401,-0.4227958035545356
2021-02-26,-182.9301103614739,2362.0,2775.5,314.1670447741687,0.9169267196402355,1.0,1.0,-0.9169267196402355,-0.00920927288554512,-0.43200507644008074
2021-03-01,-205.61807924262484,2358.0,2798.25,312.109391220051,0.916150479493478,1.0,1.0,-0.916150479493478,-0.01290984481768042,-0.44491492125776116
2021-03-02,-239.89302235894957,2354.0,2832.5,312.12863761388064,0.9157609964197527,1.0,1.0,-0.9157609964197527,0.018364458452759705,-0.4265504628050015
2021-03-03,-186.23243307267694,2347.0,2766.5,312.4003648244775,0.9156813421553143,1.0,1.0,-0.9156813421553143,0.01896872338136245,-0.407581739423639
2021-03-04,-136.0672863700279,2362.0,2728.5,312.28674568809606,0.9155460092981594,1.0,1.0,-0.9155460092981594,-0.014399797813859961,-0.421981537237499
2021-03-05,-172.53974079902673,2348.0,2753.75,312.2293229974929,0.9153117533541631,1.0,1.0,-0.9153117533541631,-0.009556505953121639,-0.4315380431906206
2021-03-08,-194.9643823791389,2332.0,2762.0,311.83054418083464,0.9149038314189497,1.0,1.0,-0.9149038314189497,-0.009371644061289717,-0.4409096872519103
2021-03-09,-214.5648629505722,2303.0,2752.75,311.81757371724746,0.9145635684136126,1.0,1.0,-0.9145635684136126,0.0018609722486622616,-0.43904871500324805
2021-03-10,-207.0273757606251,2296.0,2738.0,311.62750298736916,0.9141809261360939,1.0,1.0,-0.9141809261360939,0.0054967377304780025,-0.43355197727277006
2021-03-11,-201.19104251459203,2355.0,2798.5,309.54337702612384,0.9134147016310852,1.0,1.0,-0.9134147016310852,0.006577794194879917,-0.42697418307789015
2021-03-12,-181.06476164369724,2358.0,2782.25,306.7108173670516,0.9125940377908877,1.0,1.0,-0.9125940377908877,-0.004961502953186862,-0.431935686031077
2021-03-15,-197.46373763622933,2390.0,2838.75,301.761977610156,0.9114799604178703,1.0,1.0,-0.9114799604178703,0.059843814268757005,-0.37209187176232
2021-03-16,-45.29342840779282,2496.0,2790.5,296.72465158593326,0.9106946527173598,1.0,1.0,-0.9106946527173598,-0.00981382439488863,-0.38190569615720865
2021-03-17,-69.4271397703269,2488.0,2810.75,291.7324858843048,0.9098735710292011,1.0,1.0,-0.9098735710292011,0.08648256023076309,-0.29542313592644553
2021-03-18,150.29729360074498,2678.0,2779.5,286.16921944847314,0.9094091406365372,1.0,1.0,-0.9094091406365372,-0.038330114412259204,-0.33375325033870473
2021-03-19,47.82174419643388,2615.0,2824.75,280.98650568539983,0.9088160919740034,-1.0,-1.0,0.9088160919740034,-0.0004317493399734508,-0.3341849996786782
2021-03-22,48.112291509007264,2642.0,2855.5,277.18320722697314,0.9083830182073166,-1.0,-1.0,0.9083830182073166,-0.010001539587883405,-0.3441865392665616
2021-03-23,77.73265662584754,2643.0,2825.25,273.1347970752533,0.9079788844789497,-1.0,-1.0,0.9079788844789497,-0.007679443501984231,-0.35186598276854586
2021-03-24,101.1754134495327,2630.0,2786.05,269.5685806316082,0.9076737985859792,-1.0,-1.0,0.9076737985859792,-0.016552718727786783,-0.36841870149633266
2021-03-25,147.01487252665402,2648.0,2756.25,265.5133407048586,0.9073868943213954,-1.0,-1.0,0.9073868943213954,0.02349615385524078,-0.34492254764109187
2021-03-26,83.81775617374615,2638.0,2816.15,261.2280326823797,0.9069766325750596,-1.0,-1.0,0.9069766325750596,0.024841819314721323,-0.3200807283263705
2021-03-29,19.813225014344425,2572.0,2815.6,256.8214445452303,0.9064450827481374,-1.0,-1.0,0.9064450827481374,-0.004352329210041782,-0.32443305753641233
2021-03-30,33.86063004283551,2568.0,2797.25,252.36131655367384,0.9059395370299989,-1.0,-1.0,0.9059395370299989,-0.01960531832850647,-0.3440383758649188
2021-03-31,84.76621583471888,2625.0,2805.25,247.88545018102698,0.9055284855771433,-1.0,-1.0,0.9055284855771433,-0.02124085915916963,-0.36527923502408843
2021-04-01,144.19613781111548,2640.0,2757.15,243.37407662861722,0.9052114909195671,-1.0,-1.0,0.9052114909195671,0.0,-0.36527923502408843
2021-04-02,144.91159197990373,2640.0,2757.15,239.3732807453668,0.9049520004425208,-1.0,-1.0,0.9049520004425208,0.0,-0.36527923502408843
2021-04-05,145.56001360445816,2640.0,2757.15,235.570994315098,0.9047168222242322,-1.0,-1.0,0.9047168222242322,0.006872848195132286,-0.35840638682895615
2021-04-06,126.29162272508665,2664.0,2805.8,231.7120730652054,0.9044509149885641,-1.0,-1.0,0.9044509149885641,0.014010584851461946,-0.3443958019774942
2021-04-07,89.63555758313123,2632.0,2812.0,227.68830038294848,0.9041125328651738,-1.0,-1.0,0.9041125328651738,0.0002345208689617335,-0.34416128110853245
2021-04-08,87.74236601557413,2650.0,2834.0,226.2857329484631,0.9041134911730507,-1.0,-1.0,0.9041134911730507,-0.00603046824167754,-0.35019174935020997
2021-04-09,105.57319039901358,2644.0,2808.0,223.94229386119213,0.9039981515673028,-1.0,-1.0,0.9039981515673028,-0.028595234350730997,-0.378786983700941
2021-04-12,185.17834672153913,2657.0,2734.45,221.3099464284654,0.9039556961284576,-1.0,-1.0,0.9039556961284576,-0.007647083942796071,-0.38643406764373706
2021-04-13,204.80922439968208,2702.0,2762.55,218.69355317136953,0.9039441007765716,-1.0,-1.0,0.9039441007765716,0.017278091431145476,-0.36915597621259155
2021-04-14,157.36229693907399,2689.0,2800.65,216.68648911133295,0.9039464778036977,-1.0,-1.0,0.9039464778036977,-0.004601784657696674,-0.3737577608702882
2021-04-15,167.86782200297148,2738.0,2842.85,215.3850210572371,0.9040688668051529,-1.0,-1.0,0.9040688668051529,-0.012580240585507647,-0.3863380014557959
2021-04-16,202.1876160264087,2765.0,2834.3,213.97205509563557,0.9042135214951103,-1.0,-1.0,0.9042135214951103,-0.01715709474777661,-0.4034950962035725
2021-04-19,249.3444944345456,2806.0,2827.0,212.28218098665613,0.9043705361038042,-1.0,-1.0,0.9043705361038042,-0.0007381895993114635,-0.404233285802884
2021-04-20,251.11199581749815,2778.0,2793.5,210.88739885026442,0.904559872626634,-1.0,-1.0,0.904559872626634,-0.0036720368349295067,-0.4079053226378135
2021-04-21,260.6338361203607,2790.0,2795.5,209.80556523488235,0.904799200100032,-1.0,-1.0,0.904799200100032,-0.028501182767885373,-0.43640650540569886
2021-04-22,338.59473606415395,2879.0,2806.0,210.18120281926838,0.9053475637690115,-1.0,-1.0,0.9053475637690115,-0.00028159920141394845,-0.4366881046071128
2021-04-23,338.4403483810934,2910.0,2838.5,210.7659208439968,0.9059572491171064,-1.0,-1.0,0.9059572491171064,0.01875746372572373,-0.4179306408813891
2021-04-26,283.7576122548626,2913.0,2900.5,211.01102828600818,0.9064790166333865,-1.0,-1.0,0.9064790166333865,-0.0017447626943061156,-0.4196754035756952
2021-04-27,287.32685094864064,2924.0,2907.0,211.29436503463936,0.9070083072072099,-1.0,-1.0,0.9070083072072099,-0.003300017030580786,-0.422975420606276
2021-04-28,295.36832870147146,2930.0,2903.0,211.6402119958472,0.9075548299340436,-1.0,-1.0,0.9075548299340436,-0.0115546093232218,-0.4345300299294978
2021-04-29,327.5745675290236,2965.0,2904.25,212.0879356548962,0.908126171118525,-1.0,-1.0,0.908126171118525,-0.0025820917067606425,-0.43711212163625845
2021-04-30,333.7811988436615,2981.0,2913.25,212.49653083022073,0.908682331127208,-1.0,-1.0,0.908682331127208,0.0,-0.43711212163625845
2021-05-03,332.05581607751856,2981.0,2913.25,213.07548477983266,0.9092745847155175,-1.0,-1.0,0.9092745847155175,0.005642800890196741,-0.4314693207460617
2021-05-04,314.54499215556916,3000.0,2951.75,213.3232465953616,0.9097840290825546,-1.0,-1.0,0.9097840290825546,-0.003633539088116604,-0.4351028598341783
2021-05-05,323.796543930634,2979.0,2917.25,212.97101873146937,0.9101734359651611,-1.0,-1.0,0.9101734359651611,0.026055048903527105,-0.4090478109306512
2021-05-06,245.781321204689,2913.0,2929.75,212.01133115997607,0.9103912206827582,-1.0,-1.0,0.9103912206827582,0.041254176161576395,-0.3677936347690748
2021-05-07,125.37757298712631,2858.0,3001.75,210.2645544347036,0.9103431088574577,-1.0,-1.0,0.9103431088574577,-0.05227621904975907,-0.4200698538188339
2021-05-10,275.39052946163747,2985.0,2975.9,208.795319536641,0.9105176486233955,-1.0,-1.0,0.9105176486233955,0.0283553177126807,-0.3917145361061532
2021-05-11,190.1473420602697,2921.0,2998.5,208.21604251574453,0.9107395891077974,-1.0,-1.0,0.9107395891077974,-0.019032254890494323,-0.4107467909966475
2021-05-12,245.828890618709,2938.0,2955.0,207.9095900042704,0.9110562129885925,-1.0,-1.0,0.9110562129885925,0.017709289207255174,-0.39303750178939234
2021-05-13,193.53707995581544,2840.0,2904.25,207.2069698472204,0.9112379857258103,-1.0,-1.0,0.9112379857258103,-0.002531083498121388,-0.3955685852875137
2021-05-14,200.0163093682495,2861.0,2919.75,206.20967751797147,0.9113738130428121,-1.0,-1.0,0.9113738130428121,0.014438269087143789,-0.3811303162003699
2021-05-17,157.03087725981004,2886.0,2994.0,205.3065712467453,0.9114793329125551,-1.0,-1.0,0.9114793329125551,0.0047747102261558975,-0.376355605974214
2021-05-18,141.4310868569146,2910.0,3037.0,204.64793308130155,0.9116130764382896,-1.0,-1.0,0.9116130764382896,-0.027334502034542824,-0.4036901080087568
2021-05-19,224.5469451873446,2888.0,2920.75,204.4460827822553,0.9119072343790655,-1.0,-1.0,0.9119072343790655,0.01791505854641589,-0.3857750494623409
