Date,GOLDBLN,GOLDHAR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,1303.46,1296.5,7.479328513405335,5.653383480943157,0,,,,,
2018-01-02,1313.1,1312.05,1.5899453312745209,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-03,1316.26,1314.9,1.9037239763499656,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-04,1317.88,1314.5,3.9231936401993153,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-05,1319.36,1317.15,2.756707117199312,5.653383480943157,0,0.0,0.0,-0.0,-0.0,0.0
2018-01-08,1318.87,1319.95,-0.5295805297439529,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-09,1311.35,1311.0,0.8885531988780713,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-10,1318.91,1319.75,-0.28984569781914615,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-11,1321.05,1323.05,-1.4454704245738412,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-12,1331.02,1326.8,4.779501476841688,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0
2018-01-15,1340.92,1326.8,14.679501476841779,5.653383480943157,-1,0.0,0.0,-0.0,-0.0,0.0
2018-01-16,1335.11,1333.85,1.8288486515025397,5.653383480943157,0,-1.0,-1.0,0.9986741596225671,0.0009132667525954294,0.0009132667525954294
2018-01-17,1335.69,1335.65,0.611235164181835,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-18,1329.41,1332.2,-2.223338985120108,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-19,1333.45,1334.95,-0.9296929240822465,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-22,1333.88,1332.6,1.847191351030915,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-23,1337.31,1333.4,4.478252023332516,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-24,1352.7,1353.7,-0.4048334170054204,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-25,1359.26,1354.95,4.906823883466359,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-26,1352.59,1353.15,0.03443737078691811,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-29,1338.4,1343.85,-4.867892944723053,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-30,1340.35,1344.9,-3.9665008123270127,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-01-31,1341.67,1345.05,-2.7963019362700834,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-01,1342.98,1341.35,2.208792454333434,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-02,1330.58,1331.15,-0.004731117516712402,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-05,1334.99,1333.6,1.9585171914081911,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-06,1327.41,1331.4,-3.4243996574221,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-07,1322.45,1324.65,-1.643349079969994,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-08,1316.11,1315.45,1.2044531885576362,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-09,1313.27,1314.1,-0.287336695951808,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-12,1324.74,1322.3,2.993535195143295,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-13,1329.63,1325.35,4.837579008294597,5.653383480943157,0,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-14,1347.82,1336.25,12.142030668408324,5.653383480943157,-1,0.0,0.0,-0.0,0.0,0.0009132667525954294
2018-02-15,1351.7,1352.45,-0.1564907174772543,5.653383480943157,0,-1.0,-1.0,0.9986741596225671,-0.0035801894806542184,-0.002666922728058789
2018-02-16,1356.19,1352.1,4.683045238390832,5.653383480943157,0,0.0,0.0,-0.0,-0.0,-0.002666922728058789
2018-02-19,1348.06,1352.1,-3.446954761609277,5.653383480943157,0,0.0,0.0,-0.0,0.0,-0.002666922728058789
2018-02-20,1336.31,1339.85,-2.9631963062329305,5.653383480943157,0,0.0,0.0,-0.0,0.0,-0.002666922728058789
