Date,CRUDOIL,EIANYGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-11-26,58.41,1.739,58.1270998622733,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0550960401465742,-0.008016021032232486
2019-11-27,55.17,1.714,54.887750098073205,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.008016021032232486
2019-11-28,55.17,1.714,54.887750098073205,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.008016021032232486
2019-11-29,55.17,1.714,54.887750098073205,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.015852020948562504,-0.02386804198079499
2019-12-02,55.96,1.613,55.68037705070479,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0026791606744990494,-0.02654720265529404
2019-12-03,56.1,1.602,55.82066315445675,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.04088355280722009,-0.06743075546251413
2019-12-04,58.43,1.642,58.14962277717691,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0002851216662164601,-0.06714563379629768
2019-12-05,58.43,1.66,58.14915460740098,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.012755116924884248,-0.07990075072118193
2019-12-06,59.2,1.687,58.91845235273709,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0032101337545035213,-0.07669061696667841
2019-12-09,59.02,1.698,58.73816624898514,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0036969146096807676,-0.08038753157635918
2019-12-10,59.24,1.7,58.95811423012115,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.007720141708841187,-0.072667389867518
2019-12-11,58.76,1.675,58.47876446592104,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.007116663498895999,-0.079784053366414
2019-12-12,59.18,1.677,58.89871244705705,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.014651126973849909,-0.09443518034026391
2019-12-13,60.07,1.702,59.788062211257156,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.002238924158791013,-0.09667410449905492
2019-12-16,60.21,1.708,59.92790615466518,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.011834899766225402,-0.10850900426528032
2019-12-17,60.94,1.727,60.65741197545725,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0002695191232060283,-0.1082394851420743
2019-12-18,60.93,1.734,60.64722990943328,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0038480746643505676,-0.11208755980642486
2019-12-19,61.18,1.751,60.89678774908935,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.01202118580866449,-0.10006637399776037
2019-12-20,60.44,1.746,60.156917796249324,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.001234247245865196,-0.10130062124362557
2019-12-23,60.52,1.752,60.236761739657354,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.009841783564602117,-0.1111424048082277
2019-12-24,61.13,1.768,60.84634558874542,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.1111424048082277
2019-12-25,61.13,1.768,60.84634558874542,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.00914961844822197,-0.12029202325644966
2019-12-26,61.71,1.791,61.425747371809514,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0002491820659214514,-0.12054120532237111
2019-12-27,61.72,1.785,61.43590342840149,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.00011482906187913804,-0.12065603438425025
2019-12-30,61.71,1.766,61.42639760760941,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.00979666171935633,-0.11085937266489393
2019-12-31,61.08,1.738,60.7971258717053,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.11085937266489393
2020-01-01,61.08,1.738,60.7971258717053,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.002038565349619023,-0.11289793801451295
2020-01-02,61.21,1.744,60.926969815113324,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.029344591712779977,-0.14224252972729293
2020-01-03,63.05,1.792,62.76572136237751,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.003937130503233251,-0.14617966023052617
2020-01-06,63.29,1.783,63.00595544726548,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.008641475739690164,-0.13753818449083602
2020-01-07,62.72,1.758,62.43660568306538,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.04837888770787589,-0.08915929678296013
2020-01-08,59.63,1.698,59.34816624898514,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0008078687352945584,-0.08835142804766556
2020-01-09,59.58,1.696,59.29821826784913,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.00909411560875661,-0.07925731243890895
2020-01-10,59.04,1.698,58.758166248985134,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.01592140921409213,-0.06333590322481682
2020-01-13,58.1,1.698,57.818166248985136,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.002799825693454209,-0.06613572891827102
2020-01-14,58.26,1.695,57.97824427728112,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0075858927017957494,-0.05854983621647527
2020-01-15,57.81,1.686,57.52847836216909,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.012019358118552644,-0.07056919433502791
2020-01-16,58.52,1.703,58.23803620182516,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.0006013996381968197,-0.07117059397322473
2020-01-17,58.54,1.686,58.258478362169086,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0,-0.07117059397322473
2020-01-20,58.54,1.686,58.258478362169086,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.002594333513869055,-0.06857626045935568
2020-01-21,58.38,1.677,58.09871244705705,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.028889667129005172,-0.0396865933303505
2020-01-22,56.64,1.618,56.36024700354481,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.020062546556223793,-0.01962404677412671
2020-01-23,55.49,1.603,55.210637145024755,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.02397521239871959,0.0043511656245928815
2020-01-24,54.12,1.559,53.84178156003257,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.01888540184494723,0.02323656746954011
2020-01-27,53.06,1.517,52.78287395617641,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,-0.005962062177041032,0.01727450529249908
2020-01-28,53.4,1.543,53.12219771094451,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.0017828407465438258,0.019057346039042904
2020-01-29,53.33,1.571,53.05146944684862,23.250633590421597,-1,-1.0,-1.0,0.026009431995968075,0.022164890870505445,0.04122223690954835
