Date,WHEATSF,EIAGCGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-07-03,5.08,2.048,4.085027337289525,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0,-0.12131643164072783
2018-07-04,5.08,2.048,4.085027337289525,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.024170373828495392,-0.1454868054692232
2018-07-05,5.22,2.07,4.218087318008394,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.022814542289209535,-0.16830134775843275
2018-07-06,5.32,2.046,4.325658248133265,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.02132951612447103,-0.1469718316339617
2018-07-09,5.25,2.099,4.238939110774177,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.03062647890966819,-0.11634535272429353
2018-07-10,5.09,2.1,4.078623655352307,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.030002919584261382,-0.08634243314003215
2018-07-11,4.87,2.012,3.8863837324768316,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.025439749262531522,-0.11178218240256367
2018-07-12,5.0,2.02,4.0138600891018745,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.02272051294095967,-0.13450269534352333
2018-07-13,5.13,2.041,4.1372355252426125,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0037880867209532394,-0.1307146086225701
2018-07-16,5.04,1.952,4.075311057789007,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.015594655200291178,-0.14630926382286127
2018-07-17,5.13,1.966,4.160894681882833,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.009377973196603776,-0.1369312906262575
2018-07-18,5.1,1.988,4.123954662601701,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.00604103273084926,-0.14297232335710677
2018-07-19,5.13,1.987,4.154270118023571,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.01810854250503419,-0.16108086586214096
2018-07-20,5.24,2.008,4.25764555416431,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.00808168054489589,-0.15299918531724507
2018-07-23,5.21,2.023,4.222913722836266,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.006381895248003314,-0.14661729006924176
2018-07-24,5.18,2.027,4.191651901148787,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.0563291255326303,-0.20294641560187207
2018-07-25,5.5,2.062,4.500610961383352,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.020664861371246887,-0.1822815542306252
2018-07-26,5.42,2.102,4.407992744508568,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.01092003676111194,-0.17136151746951325
2018-07-27,5.36,2.101,4.348308199930438,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.030751618487227513,-0.20211313595674077
2018-07-30,5.52,2.095,4.510200932461654,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.006949915689350077,-0.20906305164609085
2018-07-31,5.57,2.109,4.555784556555481,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.02348593822356261,-0.23254898986965344
2018-08-01,5.63,2.024,4.642598267414396,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.005890259196646194,-0.22665873067300724
2018-08-02,5.61,2.039,4.617866436086352,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0,-0.22665873067300724
2018-08-03,5.61,2.039,4.617866436086352,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.021854506879667036,-0.24851323755267427
2018-08-06,5.73,2.036,4.738812802351961,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.019384464015602863,-0.2291287735370714
2018-08-07,5.65,2.071,4.647771862586525,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.016030090798954184,-0.24515886433602557
2018-08-08,5.67,1.989,4.693639207179832,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.00707374203072741,-0.23808512230529816
2018-08-09,5.62,1.978,4.647109216820398,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.038088786247878766,-0.1999963360574194
2018-08-10,5.44,2.016,4.455121910789353,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0226452515938883,-0.1773510844635311
2018-08-13,5.31,2.008,4.327645554164309,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.013180721606837123,-0.1905318060703682
2018-08-14,5.39,2.02,4.403860089101874,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.011681569476791137,-0.17885023659357707
2018-08-15,5.29,1.976,4.317740127664137,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.01954216541090057,-0.19839240200447764
2018-08-16,5.39,1.972,4.419001949351615,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.030484437375519452,-0.2288768393799971
2018-08-17,5.55,1.967,4.580579226460963,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0355645317868985,-0.1933123075930986
2018-08-20,5.39,2.009,4.40733009874244,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.029085482470904696,-0.1642268251221939
2018-08-21,5.24,2.017,4.254806455367484,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.00800793162822789,-0.156218893493966
2018-08-22,5.23,2.056,4.23250369391457,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.017467807583474555,-0.13875108591049146
2018-08-23,5.19,2.12,4.172314546914915,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0020831961821576885,-0.13666788972833377
2018-08-24,5.19,2.134,4.167898171008741,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.056906374343825436,-0.07976151538450833
2018-08-27,4.91,2.154,3.881589062571349,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0011579539673001109,-0.07860356141720823
2018-08-28,4.9,2.148,3.873481795102566,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.020083993936948295,-0.09868755535415652
2018-08-29,5.02,2.178,3.9840181324464776,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.019013525111901953,-0.07967403024225457
2018-08-30,4.95,2.213,3.9029771926810426,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.04229672891859825,-0.12197075916085282
