Date,LCPCASH,JETCNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,7207.0,645.25,7239.829986665704,1461.7713708271958,-1,,,,,
2018-01-02,7160.75,637.0,7194.657292550068,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.011214043780315274,0.011214043780315274
2018-01-03,7101.0,651.0,7133.079137109935,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0065025169116272345,0.00471152686868804
2018-01-04,7145.75,650.0,7177.959719641373,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.008657827710373666,0.013369354579061705
2018-01-05,7078.5,646.25,7111.199404134266,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0002624247888678804,0.013106929790193825
2018-01-08,7080.0,646.0,7112.732049767125,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.004664206464507376,0.0177711362547012
2018-01-09,7059.5,654.75,7091.089452617042,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.007194009287671899,0.010577126967029303
2018-01-10,7112.75,656.5,7144.110933187026,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.001754013457078178,0.012331140424107481
2018-01-11,7102.75,658.25,7133.882413757009,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.004508476166687823,0.016839616590795303
2018-01-12,7074.25,660.75,7105.055957428414,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.014532395067914107,0.0023072215228811966
2018-01-15,7181.25,663.75,7211.6642098341,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.01853966963763411,0.02084689116051531
2018-01-16,7035.75,655.0,7067.306806984183,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.005798765894295517,0.026645657054810826
2018-01-17,6994.25,654.5,7025.872098249902,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.00574644178516793,0.020899215269642897
2018-01-18,7032.0,652.75,7063.850617679918,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.004407218704243568,0.025306433973886464
2018-01-19,6999.25,651.5,7031.263845844216,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.003428423524719829,0.021878010449166634
2018-01-22,7025.0,652.75,7056.850617679918,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.021234934237094133,0.04311294468626077
2018-01-23,6882.5,657.5,6913.730350655588,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.031462354953709026,0.011650589732551744
2018-01-24,7111.0,666.25,7141.087753505505,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0010494361826418298,0.012700025915193574
2018-01-25,7100.75,664.25,7131.098918568381,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.009628610366443597,0.02232863628163717
2018-01-26,7042.5,671.5,7071.902195215455,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0009537910565683197,0.021374845225068852
2018-01-29,7041.0,665.5,7071.185690404083,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0026097331521841194,0.02398457837725297
2018-01-30,7009.5,656.0,7040.926224452745,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.008336744107432667,0.015647834269820304
2018-01-31,7078.75,663.75,7109.1642098341,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.001996379072450573,0.017644213342270877
2018-02-01,7077.5,673.0,7106.706321418298,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.007218842796365144,0.02486305613863602
2018-02-02,7003.75,656.5,7035.110933187026,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.01973719939626797,0.0051258567423680505
2018-02-05,7128.75,647.0,7161.351467235688,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.01363764890909814,0.01876350565146619
2018-02-06,7032.25,647.5,7064.786175969968,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.023838154331365824,0.04260165998283201
2018-02-07,6836.25,627.5,6871.39782659873,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.003141296084815792,0.045742956067647805
2018-02-08,6803.75,619.75,6839.909841217374,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.01115155790449203,0.056894513972139835
2018-02-09,6711.75,608.5,6749.378894696053,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.009912140845646992,0.046982373126492845
2018-02-12,6788.0,615.25,6824.747462608846,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.024418740578423494,0.02256363254806935
2018-02-13,6944.75,609.0,6982.313603430334,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.020786433692934512,0.0017771988551348386
2018-02-14,7120.75,630.25,7155.538724637275,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0029692771259097975,-0.001192078270774959
2018-02-15,7143.0,631.0,7177.690787738697,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.006150765822252586,-0.007342844093027545
2018-02-16,7191.0,633.75,7225.331685777242,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.016128728516073793,0.008785884423046248
2018-02-19,7076.5,634.75,7110.701103245804,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.004011312187615188,0.012797196610661435
2018-02-20,7047.75,634.5,7081.983748878663,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.004189248060916222,0.008607948549745212
2018-02-21,7078.0,635.0,7112.168457612945,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.003510539186594173,0.005097409363151039
2018-02-22,7126.5,651.25,7158.5464914770755,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.011622283692587169,0.016719693055738206
2018-02-23,7062.25,664.25,7092.598918568381,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0008678096015411502,0.015851883454197056
2018-02-26,7077.75,671.0,7107.217486481174,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.009738783090775478,0.025590666544972534
2018-02-27,6985.75,654.25,7017.404743882762,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0094696641145285,0.03506033065950104
2018-02-28,6894.5,636.25,6928.505229448647,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0002367752357488414,0.035297105895249876
2018-03-01,6886.5,631.75,6921.0928508401175,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.00489011555947648,0.040187221454726356
2018-03-02,6863.5,639.25,6897.113481854332,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0008002265720247547,0.0393869948827016
2018-03-05,6874.25,643.0,6907.37379736144,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.013564397034105405,0.025822597848596196
2018-03-06,6965.75,641.75,6999.037025525738,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.007734117092272027,0.033556714940868225
2018-03-07,6909.75,640.25,6943.232899322895,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.014083934174653954,0.04764064911552218
2018-03-08,6799.75,631.25,6834.408142105837,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.018758337957169677,0.028882311158352506
2018-03-09,6937.5,638.5,6971.211418752911,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.006206175892750802,0.035088487051103304
2018-03-12,6876.0,625.5,6911.408991661606,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.00565606935707009,0.029432417694033215
2018-03-13,6915.25,625.75,6950.626346028746,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.005683649480867109,0.023748768213166106
2018-03-14,6952.75,624.5,6988.289574193044,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.008600653321515798,0.032349421534681906
2018-03-15,6887.5,620.75,6923.529258685937,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.004480083786641922,0.03682950532132383
2018-03-16,6864.25,626.0,6899.593700395887,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.007301528298582485,0.044131033619906314
2018-03-19,6819.5,629.75,6854.354015902994,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.01704098223039388,0.061172015850300195
2018-03-20,6724.5,644.75,6757.395277931423,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0020117792599423944,0.0591602365903578
2018-03-21,6760.5,661.25,6791.240666162696,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.014938388647861093,0.07409862523821889
2018-03-22,6652.5,656.0,6683.926224452745,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0067663053616684584,0.08086493059988735
2018-03-23,6617.75,663.75,6648.1642098341,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.009576884101053174,0.09044181470094052
2018-03-26,6556.0,665.0,6586.250981669802,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.007997414665590535,0.08244440003534999
2018-03-27,6606.5,663.5,6636.946855466959,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0038408733315311127,0.07860352670381887
2018-03-28,6633.5,664.75,6663.783627302662,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.008075442985966711,0.07052808371785216
2018-03-29,6679.25,658.75,6710.31712249129,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0,0.07052808371785216
2018-03-30,6679.25,658.75,6710.31712249129,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0,0.07052808371785216
2018-04-02,6679.25,658.75,6710.31712249129,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.011584076951746064,0.058944006766106095
2018-04-03,6762.25,663.0,6792.762146732679,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.009982532639714466,0.06892653940582057
2018-04-04,6690.75,660.0,6721.6538943269925,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.014687983795214908,0.05423855561060566
2018-04-05,6780.75,653.75,6812.470035148481,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0081573924722131,0.06239594808281876
2018-04-06,6729.5,656.75,6760.828287554166,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.007088810307700492,0.05530713777511827
2018-04-09,6790.25,666.5,6820.305107872646,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.013606344484459194,0.04170079329065907
2018-04-10,6908.25,685.75,6935.791394142462,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0016108459745982026,0.043311639265257273
2018-04-11,6912.25,697.25,6938.289695030925,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.01696014331629838,0.060271782581555654
2018-04-12,6787.25,691.25,6814.073190219553,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0011739416391366845,0.05909784094241897
2018-04-13,6796.5,692.25,6823.1926076881155,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.012347044253251567,0.0467507966891674
2018-04-16,6876.25,689.0,6903.367000915289,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.006448331859882907,0.05319912854905031
2018-04-17,6828.0,686.0,6855.508748509603,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0201088252766479,0.03309030327240241
2018-04-18,6980.25,697.5,7006.257049398066,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.006066218621472922,0.03915652189387533
2018-04-19,6941.5,700.25,6967.147947436611,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0010422404993636937,0.03811428139451163
2018-04-20,6951.0,702.0,6976.419428006594,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.010064072618289456,0.048178354012801086
2018-04-23,6898.5,715.5,6922.15656383218,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.012007119573666205,0.03617123443913488
2018-04-24,6970.0,706.5,6994.831806615123,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0011910567127280747,0.03736229115186295
2018-04-25,6969.75,712.75,6993.765665793635,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.006330654479029201,0.043692945630892155
2018-04-26,6928.5,715.0,6952.2218550979,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.024500252579923498,0.06819319821081565
2018-04-27,6758.75,715.0,6782.4718550979,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0017101671976294808,0.06648303101318617
2018-04-30,6770.0,714.75,6793.754500730759,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,0.0067567522095369655,0.07323978322272313
2018-05-01,6707.25,701.0,6732.800010538032,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.01170366825983647,0.06153611496288666
2018-05-02,6784.5,700.0,6810.18059306947,1461.7713708271958,-1,-1.0,-1.0,0.13058253143806164,-0.0010686122779866025,0.06046750268490006
