Date,CRUDOIL,ETHANYH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-11-08,57.04,1.6,56.19395618096504,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.006661991584852811,-0.017596267488560295
2019-11-11,56.66,1.6,55.813956180965036,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0010589481115425015,-0.016537319377017794
2019-11-12,56.6,1.6,55.75395618096504,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00565371024734973,-0.022191029624367524
2019-11-13,56.92,1.6,56.07395618096504,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0061489810260014766,-0.016042048598366047
2019-11-14,56.57,1.6,55.72395618096504,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01616540604442464,-0.03220745464279069
2019-11-15,57.52,1.66,56.672951465248104,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.011648122392211469,-0.020559332250579224
2019-11-18,56.85,1.66,56.0029514652481,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.03236587510993849,0.011806542859359268
2019-11-19,55.01,1.66,54.1629514652481,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.032721323395746404,-0.020914780536387137
2019-11-20,56.81,1.66,55.9629514652481,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.027635979581059678,-0.048550760117446815
2019-11-21,58.38,1.66,57.532951465248104,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.013773739522057574,-0.034777020595389244
2019-11-22,57.57,1.65,56.723118917867595,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.005905853743269018,-0.04068287433865826
2019-11-25,57.91,1.65,57.06311891786759,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.008634087376964361,-0.04931696171562262
2019-11-26,58.41,1.65,57.56311891786759,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.05546995377503838,0.00615299205941576
2019-11-27,55.17,1.65,54.323118917867596,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,0.00615299205941576
2019-11-28,55.17,1.65,54.323118917867596,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,0.00615299205941576
2019-11-29,55.17,1.65,54.323118917867596,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.014319376472720746,-0.008166384413304986
2019-12-02,55.96,1.65,55.113118917867595,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0025017869907075774,-0.010668171404012564
2019-12-03,56.1,1.65,55.253118917867596,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.04153297682709445,-0.05220114823110701
2019-12-04,58.43,1.65,57.583118917867594,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,-0.05220114823110701
2019-12-05,58.43,1.65,57.583118917867594,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.014091539827618717,-0.06629268805872574
2019-12-06,59.2,1.56,58.354625991443,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0030405405405404817,-0.06325214751818525
2019-12-09,59.02,1.56,58.174625991443,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0037275499830564662,-0.06697969750124172
2019-12-10,59.24,1.56,58.394625991443,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.008102633355840716,-0.058877064145401004
2019-12-11,58.76,1.56,57.914625991442996,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.007147719537100139,-0.06602478368250114
