Date,EIAEBRT,EIALALS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2020-06-01,36.74,1.079,36.41221450905032,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-02,37.72,1.133,37.390871062856895,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-03,37.98,1.105,37.651567664586814,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-04,38.41,1.119,38.08121936372185,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-05,41.0,1.184,40.6696022525631,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-08,39.66,1.161,39.330174461126965,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-09,40.45,1.192,40.119403223497415,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-10,41.18,1.205,40.84907980126566,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-11,37.76,1.126,37.43104521328937,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-12,38.54,1.159,38.21022421839339,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-15,39.44,1.186,39.109552495296676,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-16,40.75,1.217,40.41878125766712,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-06-17,40.47,1.222,40.138656864501066,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-18,41.75,1.241,41.41818417047005,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-19,42.33,1.245,41.9980846559372,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-22,43.2,1.262,42.86766171917261,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-23,42.72,1.233,42.38838319953574,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-24,40.4,1.187,40.06952761666347,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-25,41.18,1.193,40.8493783448642,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-26,40.97,1.16,40.64019933976018,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-29,41.58,1.191,41.24942810213062,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-06-30,41.64,1.202,41.3091544371653,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-01,42.18,1.217,41.84878125766712,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-02,43.19,1.238,42.858258806369676,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-07-03,42.92,1.238,42.58825880636968,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-07-06,42.73,1.264,42.39761196190618,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-07,43.28,1.258,42.94776123370545,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-08,43.67,1.277,43.33728853967443,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-09,42.35,1.254,42.0178607482383,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-10,43.27,1.271,42.9374378114737,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-13,42.85,1.246,42.51805977730399,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-14,42.97,1.245,42.6380846559372,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-15,43.96,1.268,43.627512447373334,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-16,43.71,1.243,43.378134413203625,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-07-17,43.53,1.243,43.198134413203626,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-07-20,43.3,1.257,42.96778611233866,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-21,44.31,1.299,43.97674120974378,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-22,43.98,1.284,43.64711438924195,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-23,42.96,1.281,42.62718902514158,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-24,43.29,1.282,42.95716414650837,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-27,43.39,1.286,43.05706463197553,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-28,43.11,1.268,42.77751244737333,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-29,43.51,1.285,43.17708951060874,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-30,42.98,1.246,42.648059777303985,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-07-31,43.13,1.249,42.797985141404354,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-03,43.76,1.273,43.42738805420728,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-04,43.99,1.299,43.65674120974378,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-05,44.92,1.309,44.58649242341166,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-06,45.04,1.294,44.706865602909836,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-08-07,44.07,1.294,43.73686560290984,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-10,44.19,1.308,43.85651730204487,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-11,43.68,1.282,43.34716414650837,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-12,45.09,1.299,44.75674120974378,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-13,44.87,1.287,44.53703975334231,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-08-14,44.86,1.287,44.527039753342315,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-17,44.91,1.291,44.57694023880946,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-18,45.34,1.295,45.00684072427663,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-19,45.21,1.289,44.87698999607589,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-08-20,44.56,1.289,44.22698999607589,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-21,43.94,1.248,43.60801002003756,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-24,44.43,1.286,44.09706463197553,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-25,46.01,1.316,45.67631827297918,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-26,45.79,1.3,45.45671633111056,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-27,44.84,1.28,44.5072139037748,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-28,45.22,1.307,44.886542180678084,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-08-31,45.22,1.289,44.88698999607589,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-01,45.72,1.284,45.38711438924195,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-02,42.7,1.239,42.36823392773647,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-03,42.72,1.214,42.388855893566756,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-04,41.1,1.196,40.769303708964564,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-09-07,40.67,1.196,40.339303708964565,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-08,38.53,1.11,38.20144327142076,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-09,39.98,1.133,39.65087106285689,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-10,39.27,1.097,38.94176669365251,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-09-11,38.8,1.112,38.471393514154336,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-09-14,38.57,1.12,38.24119448508864,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-15,39.54,1.129,39.21097057738974,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-16,41.23,1.142,40.90064715515798,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-17,42.35,1.193,42.0193783448642,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-18,42.16,1.181,41.829676888462735,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-21,40.37,1.138,40.04074666969083,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-22,40.84,1.139,40.51072179105763,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-23,41.09,1.149,40.76047300472551,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-24,41.24,1.163,40.910124703860546,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-09-25,40.91,1.172,40.57990079616164,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-28,41.59,1.187,41.259527616663476,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-09-29,40.33,1.155,40.00032373292624,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-09-30,40.3,1.196,39.96930370896456,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-01,39.75,1.173,39.41987591752843,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-02,38.0,1.138,37.670746669690836,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-05,39.78,1.193,39.4493783448642,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-06,41.27,1.232,40.938408078168955,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-07,40.62,1.218,40.288756379033906,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-08,42.0,1.247,41.668034898670776,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-09,41.63,1.245,41.2980846559372,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-12,40.5,1.212,40.16890565083318,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-13,41.34,1.204,41.009104679898876,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-14,41.81,1.222,41.47865686450107,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-10-15,41.61,1.228,41.27850759270179,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-16,41.34,1.216,41.008806136300336,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-19,41.29,1.187,40.95952761666347,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-20,41.62,1.21,41.2889554080996,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-21,40.09,1.178,39.75975152436238,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-22,41.28,1.199,40.949229073064934,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-10-23,40.71,1.207,40.37903004399924,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-10-26,39.06,1.219,38.728731500400706,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-27,39.72,1.289,39.38698999607589,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-28,37.86,1.232,37.52840807816895,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-10-29,36.56,1.178,36.22975152436238,27.792329938902125,0,0.0,0.0,-0.0,-0.0,0.23981026605333436
2020-10-30,36.33,1.219,35.9987315004007,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-02,37.78,1.253,37.44788562687151,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-03,38.17,1.292,37.836915360176256,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-04,39.68,1.352,39.345422642183564,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-05,39.47,1.349,39.1354972780832,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-06,38.08,1.333,37.74589533621458,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-09,40.93,1.375,40.5948504336197,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-10,42.25,1.417,41.91380553102481,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-11,42.5,1.398,42.16427822505583,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-12,42.16,1.379,41.824750919086846,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-13,41.51,1.346,41.17557191398283,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-16,42.71,1.316,42.376318272979184,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-17,42.54,1.301,42.20669145247735,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-18,42.91,1.339,42.57574606441531,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-19,43.09,1.343,42.75564654988247,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-20,43.79,1.375,43.4548504336197,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
2020-11-23,45.0,1.396,44.664327982322256,27.792329938902125,0,0.0,0.0,-0.0,0.0,0.23981026605333436
