Date,EIAEBRT,EIANYLS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-09-05,76.68,2.237,76.33389075300484,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.012904106545635896,-0.14852984614318446
2018-09-06,75.67,2.213,75.32448918580674,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.0016421700964088343,-0.14688767604677563
2018-09-07,75.55,2.218,75.20436451230634,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.016103278295421637,-0.16299095434219726
2018-09-10,76.77,2.222,76.42426477350602,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.018472382019978324,-0.1814633363621756
2018-09-11,78.22,2.259,77.87334218960308,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.02298994151250645,-0.20445327787468204
2018-09-12,80.02,2.261,79.67329232020292,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.02911766894735596,-0.17533560892732608
2018-09-13,77.66,2.227,77.31414010000563,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0028944359940648924,-0.17823004492139097
2018-09-14,77.87,2.21,77.524563989907,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.004551083953450368,-0.18278112887484133
2018-09-17,78.22,2.205,77.87468866340738,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.012840048360798509,-0.19562117723563982
2018-09-18,79.25,2.234,78.90396555710507,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.00219316316028382,-0.19781434039592363
2018-09-19,79.43,2.241,79.08379101420452,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.004846728529435711,-0.19296761186648792
2018-09-20,79.03,2.224,78.68421490410587,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.001622521666172576,-0.19134509020031534
2018-09-21,78.9,2.222,78.55426477350603,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.02448116509068613,-0.21582625529100147
2018-09-24,80.89,2.288,80.54261908330078,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.016165884698528026,-0.2319921399895295
2018-09-25,82.21,2.302,81.86226999749965,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.004254899214102449,-0.22773724077542706
2018-09-26,81.87,2.313,81.5219957157988,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.004117022442833403,-0.22362021833259366
2018-09-27,81.54,2.321,81.19179623819817,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.014138389435195348,-0.237758607767789
2018-09-28,82.72,2.352,82.37102326249568,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.026201434890205957,-0.26396004265799494
2018-10-01,84.94,2.412,84.5895271804909,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.008278447753049426,-0.27223849041104436
2018-10-02,85.63,2.397,85.2799012009921,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.002466153183096969,-0.2697723372279474
2018-10-03,85.45,2.432,85.09902848648933,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.007594046004604723,-0.27736638323255214
2018-10-04,86.07,2.399,85.71985133159194,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.010923195913587426,-0.2664431873189647
2018-10-05,85.12,2.388,84.77012561329283,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.010615074937476633,-0.25582811238148806
2018-10-08,84.22,2.392,83.8700258744925,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.010879790805599839,-0.2667079031870879
2018-10-09,85.16,2.419,84.80935263759035,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.015384619841636827,-0.2513232833454511
2018-10-10,83.82,2.385,83.47020041739306,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.028851074169219372,-0.22247220917623176
2018-10-11,81.35,2.326,81.00167156469774,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.007877960311042367,-0.21459424886518938
2018-10-12,80.71,2.327,80.36164662999767,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0024887230664733953,-0.2170829719316628
2018-10-15,80.91,2.326,80.56167156469775,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.00484665632306179,-0.212236315608601
2018-10-16,80.53,2.34,80.18132247889665,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.007464565359499059,-0.20477175024910196
2018-10-17,79.91,2.318,79.56187104229839,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.005084873339408236,-0.2098566235885102
2018-10-18,80.3,2.299,79.9523448015999,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0008878051144446938,-0.2107444287029549
2018-10-19,80.38,2.309,80.0320954545991,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,-0.0006980807218208492,-0.21144250942477574
2018-10-22,80.45,2.325,80.10169649939783,27.792252299416056,-1,-1.0,-1.0,0.0249347000795553,0.021278300243439175,-0.19016420918133656
