Date,EIAEBRT,EIANYHO,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,66.73,1.993,66.4671035433742,27.792356237987498,-1,,,,,
2018-01-02,66.65,1.983,66.38735213953278,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.01741529187396638,-0.01741529187396638
2018-01-03,67.85,2.03,67.58618373758742,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.013153478036092275,-0.030568769910058656
2018-01-04,68.73,2.015,68.4665566318253,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,0.010426425657475306,-0.02014234425258335
2018-01-05,68.01,2.011,67.74665607028874,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.007046728416587874,-0.027189072669171224
2018-01-08,68.48,2.0,68.21692952606318,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.008587664931979912,-0.03577673760115113
2018-01-09,69.08,2.014,68.81658149144116,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.010154504580881577,-0.045931242182032705
2018-01-10,69.79,2.024,69.52633289528258,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.008179641639421201,-0.0541108838214539
2018-01-11,70.36,2.023,70.09635775489843,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,0.010368260374440214,-0.04374262344701369
2018-01-12,69.64,2.034,69.37608429912399,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.00962090752441136,-0.05336353097142505
2018-01-15,70.31,2.034,70.04608429912399,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,0.012673797672517691,-0.04068973329890736
2018-01-16,69.4,2.012,69.13663121067289,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,0.0029518025561076386,-0.03773793074279973
2018-01-17,69.19,2.006,68.92678036836803,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.004240927652690461,-0.04197885839549019
2018-01-18,69.48,2.002,69.21687980683147,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,0.01320396832349019,-0.028774890072
2018-01-19,68.56,1.999,68.29695438567904,27.792356237987498,-1,-1.0,-1.0,0.024859615858665113,-0.011072744837534796,-0.039847634909534795
