Date,LCPCASH,GOEUARA,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,7207.0,599.0,7244.679423236767,1465.4380918031727,-1,,,,,
2018-01-02,7160.75,591.75,7199.304473728993,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.010791684744026954,0.010791684744026954
2018-01-03,7101.0,603.75,7138.106114293585,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.006501840891019055,0.004289843853007899
2018-01-04,7145.75,602.75,7182.976810913203,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.008259789774685108,0.012549633627693006
2018-01-05,7078.5,597.0,7116.420816476002,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.00026245227585740277,0.012287181351835604
2018-01-08,7080.0,596.75,7117.950990630906,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.004665225381667677,0.016952406733503282
2018-01-09,7059.5,605.5,7096.394895209255,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.007592860578101873,0.00935954615540141
2018-01-10,7112.75,605.25,7149.675069364159,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0017549042255483275,0.011114450380949738
2018-01-11,7102.75,607.0,7139.463850279829,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.004609054013399611,0.01572350439434935
2018-01-12,7074.25,610.0,7110.601760420977,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.014877949159492834,0.0008455552348565175
2018-01-15,7181.25,611.25,7217.450889646455,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.01892825049954079,0.01977380573439731
2018-01-16,7035.75,604.5,7072.765591828872,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0057986154379913064,0.025572421172388615
2018-01-17,6994.25,604.0,7031.32594013868,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.006646220884252729,0.018926200288135887
2018-01-18,7032.0,597.75,7069.830294011289,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.005010637896713135,0.023936838184849023
2018-01-19,6999.25,599.5,7036.869074926959,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.00292398257832839,0.021012855606520633
2018-01-22,7025.0,603.25,7062.1664626033935,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.02078489071079199,0.041797746317312624
2018-01-23,6882.5,605.75,6919.36472105435,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.031905010293956496,0.009892736023356129
2018-01-24,7111.0,612.25,7147.080193026838,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0016385649415647542,0.011531300964920882
2018-01-25,7100.75,613.25,7136.709496407221,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.00874459924684116,0.020275900211762045
2018-01-26,7042.5,616.0,7078.127580703273,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0015504320920048374,0.018725468119757206
2018-01-29,7041.0,607.0,7077.713850279829,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.002584804760188619,0.021310272879945826
2018-01-30,7009.5,597.5,7047.360468166194,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.008818935087834675,0.012491337792111151
2018-01-31,7078.75,602.75,7115.976810913203,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0013279835430050101,0.013819321335116161
2018-02-01,7077.5,608.5,7114.032805350403,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.007147553688080332,0.020966875023196493
2018-02-02,7003.75,592.0,7042.274299574088,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.01978443619046364,0.0011824388327328524
2018-02-05,7128.75,582.5,7168.420917460453,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.013640337300325696,0.014822776133058548
2018-02-06,7032.25,583.0,7071.860569150645,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.023627542364035643,0.03845031849709419
2018-02-07,6836.25,562.5,6878.334849852799,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.003091137181829043,0.041541455678923235
2018-02-08,6803.75,554.75,6846.770248654833,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.011291868547323893,0.052833324226247126
2018-02-09,6711.75,544.5,6756.00738900591,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.012191917382580993,0.040641406843666135
2018-02-12,6788.0,540.75,6832.710001329476,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.024264033408416735,0.0163773734352494
2018-02-13,6944.75,535.5,6990.093658582467,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.021680289079672347,-0.005302915644422947
2018-02-14,7120.75,551.75,7164.132338513685,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.003398111317599028,-0.008701026962021975
2018-02-15,7143.0,550.5,7186.533209288206,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.004911060676543014,-0.01361208763856499
2018-02-16,7191.0,558.75,7233.537462176364,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.016138692976379057,0.002526605337814068
2018-02-19,7076.5,559.75,7118.916765556746,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.004008836396500831,0.006535441734314899
2018-02-20,7047.75,559.5,7090.196939711651,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.004076427689870111,0.002459014044444788
2018-02-21,7078.0,560.5,7120.326243092033,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.00464500966421936,-0.0021859956197745724
2018-02-22,7126.5,570.75,7167.589102740956,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.012081963804333186,0.009895968184558613
2018-02-23,7062.25,585.25,7101.589001756505,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0021432102376277877,0.007752757946930825
2018-02-26,7077.75,585.5,7117.058827601601,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.01109166009431684,0.018844418041247667
2018-02-27,6985.75,576.25,7026.175271333061,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.009292172386852678,0.028136590428100343
2018-02-28,6894.5,558.25,6937.097810486172,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-2.8784054615528477e-05,0.028107806373484815
2018-03-01,6886.5,552.75,6929.761641894068,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.004431650938517509,0.03253945731200232
2018-03-02,6863.5,557.75,6906.158158795981,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0011875577904893156,0.031351899521513
2018-03-05,6874.25,559.5,6916.696939711651,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.013903779257774352,0.01744812026373865
2018-03-06,6965.75,556.75,7008.528855415599,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.00814772922998809,0.02559584949372674
2018-03-07,6909.75,557.25,6952.46850710579,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.015269754074637088,0.04086560356836383
2018-03-08,6799.75,554.25,6842.830596964642,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.01867929665566425,0.02218630691269958
2018-03-09,6937.5,561.5,6979.705546472416,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.007252710551187559,0.02943901746388714
2018-03-12,6876.0,554.0,6919.110771119546,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.004673406928583161,0.02476561053530398
2018-03-13,6915.25,558.75,6957.787462176364,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.005152782631452236,0.019612827903851743
2018-03-14,6952.75,560.0,6995.136591401842,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.009761952744437542,0.029374780648289286
2018-03-15,6887.5,561.75,6929.675372317512,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0045036863715781205,0.03387846701986741
2018-03-16,6864.25,567.0,6905.791715064521,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.007317542765964301,0.04119600978583171
2018-03-19,6819.5,570.75,6860.589102740956,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.016468282538639353,0.05766429232447107
2018-03-20,6724.5,582.75,6764.140743305548,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0019361503800926663,0.055728141944378404
2018-03-21,6760.5,599.25,6798.149249081863,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.015421264570620916,0.07114940651499932
2018-03-22,6652.5,596.5,6690.4811647858105,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.00628589227603753,0.07743529879103685
2018-03-23,6617.75,601.75,6655.09750753282,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.009681973996536992,0.08711727278757384
2018-03-26,6556.0,603.5,6593.13628844849,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.006802892808032576,0.08031437997954126
2018-03-27,6606.5,608.0,6643.093153660212,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0038387414080140333,0.07647563857152723
2018-03-28,6633.5,609.25,6669.94228288569,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.00808545294721947,0.06839018562430776
2018-03-29,6679.25,603.25,6716.4164626033935,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0,0.06839018562430776
2018-03-30,6679.25,603.25,6716.4164626033935,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0,0.06839018562430776
2018-04-02,6679.25,603.25,6716.4164626033935,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.011976371014802083,0.05641381460950568
2018-04-03,6762.25,605.5,6799.144895209255,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0104737369196225,0.06688755152912818
2018-04-04,6690.75,605.0,6727.7052435190635,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.014598523425686979,0.052289028103441194
2018-04-05,6780.75,599.25,6818.399249081863,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.007054628973659397,0.05934365707710059
2018-04-06,6729.5,596.75,6767.450990630906,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.007156543148269497,0.052187113928831096
2018-04-09,6790.25,606.0,6827.084546899447,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.013643432846180125,0.03854368108265097
2018-04-10,6908.25,624.75,6942.821485281622,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0016426886425645638,0.04018636972521554
2018-04-11,6912.25,636.25,6945.433474156022,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.01713533670908742,0.057321706434302955
2018-04-12,6787.25,631.25,6821.036957254109,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0011716468946548464,0.056150059539648106
2018-04-13,6796.5,632.25,6830.166260634492,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.012831656585870783,0.04331840295377733
2018-04-16,6876.25,626.5,6910.610266197292,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.005572014321748986,0.048890417275526316
2018-04-17,6828.0,619.0,6863.265490844421,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.019763067038482143,0.029127350237044172
2018-04-18,6980.25,632.0,7013.946434789396,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.00607656017554057,0.03520391041258474
2018-04-19,6941.5,634.75,6974.864519085449,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0010358207911055773,0.034168089621479165
2018-04-20,6951.0,636.5,6984.153300001119,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.008880248468201003,0.04304833808968017
2018-04-23,6898.5,643.5,6930.808423663797,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.011396167047871702,0.031652171041808466
2018-04-24,6970.0,638.0,7002.972255071692,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.001123651019531159,0.032775822061339624
2018-04-25,6969.75,643.75,7002.028249508893,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.005777815808399033,0.03855363786973866
2018-04-26,6928.5,643.0,6960.868771973606,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.02431254399575973,0.06286618186549839
2018-04-27,6758.75,642.0,6791.239468593223,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0012415067982979445,0.06162467506720044
2018-04-30,6770.0,644.25,6802.217901199085,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.006599175610165771,0.06822385067736622
2018-05-01,6707.25,630.0,6741.187828028631,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.011421596933201402,0.05680225374416482
2018-05-02,6784.5,630.5,6818.3774797188225,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.0015471872962947056,0.055255066447870115
2018-05-03,6791.75,628.0,6825.929221267866,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.004005410904474942,0.059260477352345055
2018-05-04,6790.0,647.5,6821.825637185328,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.0,0.059260477352345055
2018-05-07,6790.0,647.5,6821.825637185328,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,0.013418230382042684,0.07267870773438774
2018-05-08,6707.75,654.5,6738.730760848007,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.008715237829713215,0.06396346990467452
2018-05-09,6774.25,661.0,6804.4462328204945,1465.4380918031727,-1,-1.0,-1.0,0.12069661961730402,-0.016794495730263558,0.04716897417441097
