Date,LNICASH,RHODNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-03-18,12925.0,3200.0,12727.257940029409,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.008974806545371493,-0.017604283105485424
2019-03-19,13049.0,3220.0,12849.277127551,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.004902505034041456,-0.02250678813952688
2019-03-20,13121.0,3240.0,12919.29631507259,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.016921920491084513,-0.005584867648442366
2019-03-21,12911.0,3270.0,12706.325096354978,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0012253797264295183,-0.004359487922012848
2019-03-22,12903.0,3290.0,12696.344283876568,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0038347023905527878,-0.0005247855314600598
2019-03-25,12871.0,3335.0,12659.887455800148,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.009595214047082523,-0.010119999578542583
2019-03-26,12994.5,3335.0,12783.387455800148,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0013852014313747718,-0.008734798147167811
2019-03-27,12976.5,3335.0,12765.387455800148,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.01394829114167917,0.005213492994511359
2019-03-28,12795.5,3335.0,12584.387455800148,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.010714647181599469,-0.00550115418708811
2019-03-29,12896.5,3240.0,12694.79631507259,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.013016272352171846,-0.018517426539259956
2019-04-01,13021.0,3130.0,12830.19078370384,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0050181301496689135,-0.02353555668892887
2019-04-02,13057.5,3060.0,12873.62362737827,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.014930303470117017,-0.03846586015904589
2019-04-03,13244.0,3040.0,13062.10443985668,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.012269707037148914,-0.02619615312189698
2019-04-04,13081.5,3040.0,12899.60443985668,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.007223942208462342,-0.018972210913434637
2019-04-05,12987.0,3040.0,12805.10443985668,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.008739508739508794,-0.02771171965294343
2019-04-08,13100.5,3040.0,12918.60443985668,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0010304950192741025,-0.028742214672217534
2019-04-09,13114.0,3040.0,12932.10443985668,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.0023673067062182913,-0.031109521378435825
2019-04-10,13136.5,3020.0,12956.58525233509,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.018082278023142016,-0.013027243355293809
2019-04-11,12892.5,3005.0,12714.070861693895,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.004275647333518998,-0.017302890688812807
2019-04-12,12941.25,2990.0,12764.306471052701,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0019454606378463291,-0.015357430050966478
2019-04-15,12907.5,2970.0,12732.537283531112,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0020985631224089774,-0.0132588669285575
2019-04-16,12867.5,2940.0,12695.508502248724,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.003561731235924348,-0.009697135692633151
2019-04-17,12813.0,2920.0,12642.989314727134,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.017899470549039134,0.008202334856405983
2019-04-18,12588.0,2930.0,12416.998908487929,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0,0.008202334856405983
2019-04-19,12588.0,2930.0,12416.998908487929,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.0,0.008202334856405983
2019-04-22,12588.0,2930.0,12416.998908487929,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.02258142902604864,0.030783763882454622
