Date,CRUDOIL,NAFCNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-03-28,64.35,591.0,-5558.866451185427,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.008702408702408793,0.06788211804754281
2018-03-29,64.91,591.0,-5558.306451185427,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.0,0.06788211804754281
2018-03-30,64.91,591.0,-5558.306451185427,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.029733477122169116,0.03814864092537369
2018-04-02,62.98,591.0,-5560.2364511854275,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.007939028262940573,0.046087669188314265
2018-04-03,63.48,591.0,-5559.7364511854275,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.15951587503657325,0.20560354422488752
2018-04-04,63.34,581.0,-5464.299166392309,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.060260605593793135,0.2658641498186807
2018-04-05,63.51,577.5,-5430.677116714718,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.018072031177629976,0.2839361809963106
2018-04-06,62.03,575.0,-5408.262795516439,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.17705712581879768,0.10687905517751295
2018-04-09,63.42,587.0,-5521.5655372681795,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.12172724363470055,-0.014848188457187605
2018-04-10,65.51,596.5,-5610.2739578216415,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.2604058164022992,-0.2752540048594868
2018-04-11,66.82,614.0,-5776.2242062095975,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.1282720590175388,-0.14698194584194801
2018-04-12,67.07,606.0,-5699.512378375103,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.07408801123345268,-0.2210699570754007
2018-04-13,67.39,611.0,-5746.981020771662,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.12655179755701967,-0.09451815951838102
2018-04-16,66.22,601.8,-5660.219918761993,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.041058727416111225,-0.0534594321022698
2018-04-17,66.52,599.5,-5637.937143259576,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.1061995899763245,-0.1596590220785943
2018-04-18,68.47,608.0,-5717.227835333726,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.17554831828872555,-0.33520734036731986
2018-04-19,68.29,619.0,-5822.5428486061555,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.09396148060746369,-0.24124585975985618
2018-04-20,68.38,613.0,-5765.106477730285,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.09062552849735855,-0.33187138825721474
2018-04-23,68.58,619.0,-5822.252848606156,2186.0991508776,1,1.0,1.0,-9.557728479311752,-0.13693975204576064,-0.4688111403029754
2018-04-24,67.66,627.0,-5899.63467644065,2186.0991508776,1,1.0,1.0,-9.557728479311752,0.005911912503695049,-0.46289922779928033
