Date,LCPCASH,LTICASH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2021-05-04,9966.75,31839.0,-69395.67612022799,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.05720778389582592,-1.0029336915209195
2021-05-05,9949.0,32585.0,-71178.16199000459,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.07529611188282968,-1.0782298034037492
2021-05-06,10095.5,33825.0,-73965.00311403006,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.11012208543503109,-0.9681077179687181
2021-05-07,10420.0,32710.0,-71002.86170008781,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.0032732988357927163,-0.9648344191329253
2021-05-10,10378.75,32610.0,-70807.55193202125,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.07068195166161682,-1.035516370794542
2021-05-11,10448.5,33677.0,-73261.89465729153,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.11177333327037739,-0.9237430375241646
2021-05-12,10433.25,32065.0,-69463.80119605843,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.06427922199543588,-0.8594638155287287
2021-05-13,10327.25,31056.0,-67182.91313626675,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.029503686070994746,-0.8889675015997235
2021-05-14,10214.5,31300.0,-67872.86897034917,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.01672401751932977,-0.9056915191190532
2021-05-17,10344.75,31690.0,-68665.20206580879,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.08951859735877779,-0.995210116477831
2021-05-18,10376.25,32930.0,-71567.04318983425,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.013893770941087853,-0.9813163455367431
2021-05-19,9980.0,32205.0,-70248.23487135163,8827.73039066022,1,1.0,1.0,-2.3655976806656978,-0.04221774189650297,-1.0235340874332461
2021-05-20,10031.5,32850.0,-71722.54537538101,8827.73039066022,1,1.0,1.0,-2.3655976806656978,0.022033950256714785,-1.0015001371765313
