Date,WHEATSF,NATBGAS,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2020-05-21,5.36,0.11323305,5.199949485385634,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.016923180974933907,-0.5112812655108508
2020-05-22,5.28,0.11531267000000002,5.119723267510528,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,5.800566340985611e-05,-0.511223259847441
2020-05-25,5.28,0.11537416,5.119716578722605,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.009431964287866305,-0.5017912955595747
2020-05-26,5.26,0.12136047,5.099065397099076,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.007768409574821403,-0.5095597051343961
2020-05-27,5.24,0.10845144000000001,5.080469621590221,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.019490230831921106,-0.5290499359663172
2020-05-28,5.34,0.10804639999999999,5.180513681220409,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0001520717741295679,-0.5292020077404468
2020-05-29,5.4,0.11905568999999999,5.239316107533765,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0007345415530660739,-0.5284674661873807
2020-06-01,5.35,0.10972556999999998,5.1903310236823295,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.04012001819557306,-0.4883474479918077
2020-06-02,5.28,0.13699687000000002,5.117364493480962,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.005168768652840092,-0.4831786793389676
2020-06-03,5.32,0.153047475,5.155618533278012,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.014846801788825637,-0.4980254811277932
2020-06-04,5.43,0.16124992500000002,5.26472628334309,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02519409889623147,-0.47283138223156174
2020-06-05,5.35,0.17675719500000003,5.183039426288392,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0015888205904382394,-0.474420202822
2020-06-08,5.31,0.16202648,5.144641810880811,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0038261800963433415,-0.47059402272565665
2020-06-09,5.24,0.14808990000000002,5.076157810685507,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0014777137151712515,-0.4720717364408279
2020-06-10,5.26,0.1512743,5.095811416535861,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02008045453143786,-0.45199128190939003
2020-06-11,5.19,0.16069253,5.024786915916587,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.003944419555720426,-0.4480468623536696
2020-06-12,5.22,0.17505840000000003,5.053224218603883,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0006342671015401092,-0.4486811294552097
2020-06-15,5.24,0.18020361000000001,5.072664530548771,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.006703345814899933,-0.44197778364030976
2020-06-16,5.16,0.166016675,4.99420776358652,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.016333998359034308,-0.42564378528127544
2020-06-17,5.08,0.16728359999999998,4.914069949427481,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.024189358080292,-0.40145442720098345
2020-06-18,4.98,0.17421050999999999,4.81331645077809,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.006562631829800018,-0.39489179537118346
2020-06-19,4.96,0.17828887999999998,4.7928728119424875,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0017384477941535335,-0.396630243165337
2020-06-22,4.95,0.17213509500000002,4.783542211239743,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.00791694099132215,-0.38871330217401484
2020-06-23,4.96,0.18785999999999997,4.791831680183425,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.006834175965915544,-0.3818791262080993
2020-06-24,4.91,0.18225335999999998,4.742441561886468,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.01804576944992045,-0.3999248956580197
2020-06-25,4.96,0.16908014999999998,4.79387452347297,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.025724378131471243,-0.3742005175265485
2020-06-26,4.84,0.1714596,4.673615690550166,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.00604150772772432,-0.3802420252542728
2020-06-29,4.95,0.19776016,4.78075475595765,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.008641082806174028,-0.38888310806044685
2020-06-30,5.0,0.20041432,4.830466040502235,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.01848292448882169,-0.4073660325492685
2020-07-01,5.08,0.19583976,4.910963654125274,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.013394416742513186,-0.3939716158067553
2020-07-02,5.0,0.19160241999999997,4.831424585473741,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0018272365843346417,-0.39579885239109
2020-07-03,5.0,0.188383925,4.831774688425212,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.003237648309195533,-0.39256120408189443
2020-07-06,4.99,0.1905273,4.821541535378956,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0032929805873232842,-0.39585418466921773
2020-07-07,5.02,0.19528974999999998,4.851023483369792,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.050871304078879846,-0.4467254887480976
2020-07-08,5.26,0.18979158000000002,5.0916215658725426,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.020973663532904963,-0.46769915228100256
2020-07-09,5.35,0.18305090499999999,5.182354806164172,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.022750119876039476,-0.49044927215704204
2020-07-10,5.44,0.17307587000000002,5.273439875177648,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.00594052833980542,-0.48450874381723663
2020-07-13,5.35,0.15620465,5.185275100622123,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0015717067390544114,-0.48608045055629107
2020-07-14,5.38,0.16199997,5.2146446945979665,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.039897744419277625,-0.5259781949755686
2020-07-15,5.63,0.17178542,5.463580248350117,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.023291071384624246,-0.5026871235909444
2020-07-16,5.47,0.16368699,5.304461183148923,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0006440870125900538,-0.5033312106035344
2020-07-17,5.49,0.1682197,5.323968121904719,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.01293432923713249,-0.49039688136640186
2020-07-20,5.37,0.15441987000000001,5.205469246254081,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.003934309798818078,-0.49433119116521995
2020-07-21,5.42,0.1620525,5.254638980465106,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.010167298589038138,-0.504498489754258
2020-07-22,5.49,0.166146075,5.324193687652917,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.014642157567435116,-0.4898563321868229
2020-07-23,5.44,0.17459965,5.273274120725524,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.018887451126542745,-0.5087437833133657
2020-07-24,5.54,0.17378892,5.3733623106919035,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0009601053903205183,-0.5097038887036862
2020-07-27,5.52,0.16648736,5.354156563193878,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02451635752904923,-0.485187531174637
2020-07-28,5.4,0.170737955,5.233694189986833,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.012129653860669302,-0.49731718503530625
2020-07-29,5.49,0.17785921999999998,5.322919549698528,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02056405163950997,-0.4767531333957963
2020-07-30,5.47,0.20552616,5.299909982384559,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.001961084573385173,-0.47871421796918145
2020-07-31,5.48,0.20527499999999999,5.309937303184279,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.03872734796663391,-0.43998687000254755
2020-08-03,5.36,0.23703389000000002,5.186482619823129,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.033939995857334176,-0.40604687414521334
2020-08-04,5.23,0.25814076,5.054186646865794,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0040286085775295515,-0.4100754827227429
2020-08-05,5.26,0.262192875,5.083745864008837,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02806713046352024,-0.3820083522592227
2020-08-06,5.16,0.28402023,4.981371517797858,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.011916145551586097,-0.3700922067076366
2020-08-07,5.1,0.28477282,4.921289652211536,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.016047777876881213,-0.3861399845845178
2020-08-10,5.16,0.2735601,4.982509354701682,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0036882570627223632,-0.38982824164724017
2020-08-11,5.17,0.26915845,4.992988159440027,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.003329212154114709,-0.3864990294931255
2020-08-12,5.14,0.26303809999999994,4.963653921729245,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.008523712164498183,-0.3950227416576237
2020-08-13,5.19,0.265949295,5.013337246400619,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.0034552312638439827,-0.3915675103937797
2020-08-14,5.22,0.28852909,5.040881050920087,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.030328953976893634,-0.4218964643706733
2020-08-17,5.39,0.29446552,5.210235295166481,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.02271514916124864,-0.3991813152094247
2020-08-18,5.3,0.31075518,5.1184633309271526,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.01022677547017497,-0.40940809067959966
2020-08-19,5.34,0.30310015999999995,5.159296032265998,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.0172858755424986,-0.42669396622209826
2020-08-20,5.42,0.29667862,5.239994557541629,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.022644128045561096,-0.44933809426765936
2020-08-21,5.5,0.275176125,5.322333565979887,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.027545252117676198,-0.42179284214998314
2020-08-24,5.41,0.30346217999999997,5.229256652285452,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.004151005835482662,-0.4259438479854658
2020-08-25,5.47,0.322821675,5.287150756101524,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.006344821586837961,-0.4322886695723038
2020-08-26,5.52,0.3311192,5.336248164053872,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.013097656464831416,-0.4453863260371352
2020-08-27,5.63,0.3519092,5.44398665972931,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.017621704559655414,-0.4277646214774798
2020-08-28,5.59,0.38593245,5.400285662759099,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.008467194769138537,-0.43623181624661833
2020-08-31,5.64,0.387626025,5.450101438267206,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.03970514262860123,-0.4759369588752196
2020-09-01,5.87,0.39145672499999995,5.679684740594474,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.03235129090748614,-0.44358566796773347
2020-09-02,5.66,0.3791355,5.471025024558948,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.00618618524653074,-0.4373994827212027
2020-09-03,5.66,0.40069677500000006,5.468679622122412,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.005201999945821325,-0.4321974827753814
2020-09-04,5.63,0.40033448,5.438719032017037,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.003967038331953371,-0.4361645211073348
2020-09-07,5.63,0.385734695,5.4403071742448,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.005202841793742728,-0.430961679313592
2020-09-08,5.57,0.36639325,5.382411106977402,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.000598905667091266,-0.4315605849806833
2020-09-09,5.57,0.364375985,5.382630541971211,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,-0.009574219967749036,-0.4411348049484323
2020-09-10,5.61,0.35636049999999997,5.423502454140088,1.4445554178218134,-1,-1.0,-1.0,0.10877846678993025,0.010314005193619207,-0.43082079975481313
