Date,WHEATSF,NAFCNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2020-09-29,5.57,367.3,-43342.983366720015,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-09-30,5.86,366.0,-43189.370214680544,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-01,5.95,366.0,-43189.28021468055,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-02,5.98,358.0,-42245.723125206925,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-05,6.09,392.0,-46255.60325546982,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-06,6.18,405.8,-47883.097484811806,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-07,6.17,385.5,-45488.9074952725,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-10-08,6.05,394.0,-46491.525027838215,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-10-09,6.04,399.0,-47081.23945875923,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-12,6.04,377.5,-44545.51040579887,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-13,6.04,377.5,-44545.51040579887,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-14,6.07,390.3,-46055.12374895667,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-15,6.28,388.3,-45819.03197658827,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-16,6.35,381.5,-45016.96395053569,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-19,6.37,378.0,-44604.150848890975,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-20,6.42,375.5,-44309.24863343047,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-21,6.4,372.0,-43896.47553178576,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-22,6.4,378.5,-44663.09129198307,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-23,6.43,375.0,-44250.26819033837,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-10-26,6.3,378.5,-44663.19129198307,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-10-27,6.26,386.0,-45547.78793836459,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-28,6.19,347.0,-40948.163377180696,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-29,6.14,327.0,-38589.39565349665,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-10-30,6.08,323.0,-38117.69210875984,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-02,6.22,326.3,-38506.757033167705,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-03,6.22,337.3,-39804.106781193936,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-04,6.26,356.0,-42009.56135283852,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-05,6.29,356.0,-42009.53135283852,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-06,6.22,339.0,-40004.60628770708,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-11-09,6.17,344.0,-40594.36071862809,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-10,6.28,356.0,-42009.541352838525,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-11-11,6.18,376.5,-44427.42951961467,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-12,6.08,372.5,-43955.76597487786,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-13,6.13,360.0,-42481.454897575335,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-16,6.18,357.0,-42127.582239022726,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-11-17,6.15,357.0,-42127.612239022725,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-11-18,6.12,364.0,-42953.22844231214,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-19,6.12,368.0,-43424.99198704895,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-20,6.13,371.0,-43778.80464560156,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-23,6.19,381.0,-44958.15350744358,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-24,6.31,392.0,-46255.38325546982,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-11-25,6.18,393.0,-46373.454141654016,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-26,6.18,390.0,-46019.63148310141,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-27,6.18,390.0,-46019.63148310141,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-11-30,6.08,388.0,-45783.849710733,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-01,5.99,387.0,-45665.9988245488,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-02,6.16,392.0,-46255.53325546981,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-12-03,6.12,397.0,-46845.27768639082,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-12-04,6.03,397.0,-46845.367686390826,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-07,6.05,415.0,-48968.28363770647,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-12-08,5.97,417.0,-49204.24541007487,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-09,6.11,413.0,-48732.341865338065,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-10,6.24,418.0,-49321.91629625908,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-11,6.42,418.0,-49321.73629625908,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-14,6.24,416.0,-49086.034523890674,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-15,6.27,425.0,-50147.4724995485,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-12-16,6.26,442.0,-52152.47756467994,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-17,6.36,458.0,-54039.43174362718,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-18,6.36,461.0,-54393.25440217979,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-21,6.39,436.0,-51444.70224757472,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-22,6.44,437.8,-51656.945842706285,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-23,6.57,440.8,-52010.638501258894,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-24,6.57,434.0,-51208.64047520632,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-25,6.57,434.0,-51208.64047520632,27251.2220882794,0,0.0,0.0,-0.0,-0.0,67.07581333393942
2020-12-28,6.42,434.0,-51208.79047520632,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-29,6.46,436.3,-51480.01451342999,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-30,6.68,443.5,-52328.96889395624,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2020-12-31,6.73,448.5,-52918.623324877255,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2021-01-01,6.73,448.5,-52918.623324877255,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2021-01-04,6.74,451.5,-53272.43598342987,27251.2220882794,0,0.0,0.0,-0.0,0.0,67.07581333393942
2021-01-05,6.86,474.5,-55984.95636566652,27251.2220882794,1,0.0,0.0,-0.0,-0.0,67.07581333393942
2021-01-06,6.8,491.0,-57931.04098770586,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.6887912370815858,65.38702209685783
2021-01-07,6.75,498.0,-58756.67719099528,27251.2220882794,1,1.0,1.0,-117.94088618420254,-2.2365430095380017,63.15047908731983
2021-01-08,6.84,507.5,-59877.02560974521,27251.2220882794,1,1.0,1.0,-117.94088618420254,-0.5868375403306849,62.563641546989146
2021-01-11,6.8,510.0,-60171.91782520571,27251.2220882794,1,1.0,1.0,-117.94088618420254,-1.1815425426985606,61.38209900429059
2021-01-12,7.1,515.3,-60796.704521981985,27251.2220882794,1,1.0,1.0,-117.94088618420254,1.8926459966804619,63.27474500097105
2021-01-13,7.05,507.0,-59817.845166653104,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.1304969081929067,63.40524190916396
2021-01-14,7.15,506.5,-59758.774723561,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.23984766875846436,63.64508957792243
2021-01-15,7.2,505.5,-59640.7838373768,27251.2220882794,1,1.0,1.0,-117.94088618420254,0.0,63.64508957792243
