Date,EIAEBRT,EIAUSGJ,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2019-02-15,65.65,2.017,65.43165861895083,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.011576542269611467,-0.017804620495129687
2019-02-18,66.41,2.017,66.19165861895083,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.008002942842932936,-0.009801677652196751
2019-02-19,65.86,1.995,65.6422212458025,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.015101954006612258,-0.02490363165880901
2019-02-20,66.82,1.954,66.60326977766246,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0011505821573248567,-0.026054213816133865
2019-02-21,66.91,1.969,66.6928861684454,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.00015585950921545583,-0.02621007332534932
2019-02-22,66.91,1.957,66.69319305581905,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0425128153363936,0.016302742011044282
2019-02-25,64.02,1.905,63.804522901104846,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.007277968122862583,0.009024773888181698
2019-02-26,64.51,1.933,64.29380683056635,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.015856927843440193,-0.006832153955258494
2019-02-27,65.55,1.953,65.33329535161026,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.007959065066101969,0.0011269111108434746
2019-02-28,65.03,1.955,64.81324420371466,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.019892803450573072,0.021019714561416547
2019-03-01,63.71,1.924,63.49403699609657,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.011577798486019236,0.009441916075397312
2019-03-04,64.44,1.915,64.22426716162681,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0030769532376713014,0.012518869313068613
2019-03-05,64.24,1.913,64.02431830952241,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.004296568318755837,0.008222300994312776
2019-03-06,64.51,1.906,64.29449732715705,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.004912797327618872,0.003309503666693904
2019-03-07,64.82,1.898,64.60470191873947,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.012972437438787688,-0.009662933772093783
2019-03-08,65.66,1.897,65.44472749268728,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.009097539775450669,-0.0005653939966431144
2019-03-11,65.06,1.894,64.8448042145307,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.004285041493995198,-0.004850435490638312
2019-03-12,65.33,1.884,65.11505995400873,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.00827323170150336,-0.013123667192141673
2019-03-13,65.89,1.906,65.67449732715704,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.004562286065900854,-0.017685953258042526
2019-03-14,66.18,1.894,65.9648042145307,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0009497004671173523,-0.016736252790925173
2019-03-15,66.11,1.886,65.89500880611313,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.008168204507638777,-0.02490445729856395
2019-03-18,66.65,1.886,66.43500880611313,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.00694416258782631,-0.03184861988639026
2019-03-19,67.13,1.905,66.91452290110485,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.017932049233502736,-0.049780669119893
2019-03-20,68.35,1.923,68.13406257004438,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.00047884818386159466,-0.0493018209360314
2019-03-21,68.3,1.904,68.08454847505264,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.029133492455046026,-0.020168328480985376
2019-03-22,66.29,1.882,66.07511110190434,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.015952332391632924,-0.036120660872618296
2019-03-25,67.37,1.907,67.15447175320925,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.001970791773623826,-0.03809145264624212
2019-03-26,67.51,1.915,67.29426716162682,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.002209764753197567,-0.03588168789304455
2019-03-27,67.35,1.903,67.13457404900045,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.018776086113337916,-0.017105601779706634
2019-03-28,66.08,1.897,65.86472749268728,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.028009849297467238,-0.04511545107717387
2019-03-29,67.93,1.896,67.71475306663508,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.01665942443320725,-0.06177487551038112
2019-04-01,69.08,1.916,68.864241587679,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.008472020783227554,-0.07024689629360867
2019-04-02,69.68,1.932,69.46383240451415,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.006731883518066165,-0.0635150127755425
2019-04-03,69.21,1.931,68.99385797846195,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.008485047992001483,-0.07200006076754398
2019-04-04,69.8,1.934,69.58378125661854,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0014260938227172112,-0.0734261545902612
2019-04-05,69.93,1.967,69.71293731634103,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.016860999033465756,-0.09028715362372695
2019-04-08,71.12,1.979,70.90263042896737,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0012768476222068008,-0.08901030600152016
2019-04-09,71.02,1.969,70.8028861684454,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.008277410804154173,-0.09728771680567433
2019-04-10,71.63,1.993,71.41227239369812,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0045171850382643205,-0.09277053176741001
2019-04-11,71.3,1.986,71.08245141133274,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.0039027102925645947,-0.09667324205997462
2019-04-12,71.57,1.977,71.35268157686296,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.009257978421862996,-0.08741526363811161
2019-04-15,70.9,1.969,70.6828861684454,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0025164654255614522,-0.08489879821255016
2019-04-16,70.74,1.989,70.52237468948933,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.005783086383338453,-0.0906818845958886
2019-04-17,71.14,1.979,70.92263042896737,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0061348780875559224,-0.08454700650833269
2019-04-18,70.71,1.986,70.49245141133274,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.0,-0.08454700650833269
2019-04-19,70.71,1.986,70.49245141133274,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.000450698979421915,-0.08409630752891077
2019-04-22,70.71,2.021,70.4915563231596,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,-0.05190436303174451,-0.1360006705606553
2019-04-23,74.39,2.032,74.17127500973378,27.791354441072908,-1,-1.0,-1.0,0.02557394780376915,0.010552763952364026,-0.12544790660829128
