Date,WHEATSF,EIANYGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2020-09-18,5.85,1.288,5.092888500717004,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.022375935601928257,-0.41157887144770894
2020-09-21,5.65,1.242,4.9081024836959095,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.009570459285074072,-0.421149330732783
2020-09-22,5.68,1.226,4.943394303862484,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.017463694046079795,-0.4036856366867032
2020-09-23,5.59,1.232,4.851409871300018,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.002057365551700862,-0.4016282711350023
2020-09-24,5.58,1.233,4.841079132539607,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.01692218654142845,-0.38470608459357386
2020-09-25,5.52,1.256,4.773472141050155,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0016531188683597577,-0.38635920346193364
2020-09-28,5.58,1.291,4.821896284435772,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.012298227537504564,-0.3986574309994382
2020-09-29,5.57,1.236,4.830086916258375,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.048853576030592,-0.44751100703003016
2020-09-30,5.86,1.248,5.116118051133443,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.023573827778541848,-0.471084834808572
2020-10-01,5.95,1.217,5.216370952706183,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.013194985428192585,-0.4842798202367646
2020-10-02,5.98,1.187,5.256293115518512,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.0027815481303269766,-0.4814982721064376
2020-10-05,6.09,1.263,5.341156969727279,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.009017238243468357,-0.4905155103499059
2020-10-06,6.18,1.285,5.423880716998237,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006618173001759492,-0.4971336833516654
2020-10-07,6.17,1.253,5.424464357331388,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.027367671824518294,-0.46976601152714714
2020-10-08,6.05,1.283,5.294542194519059,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006338457066028921,-0.47610446859317607
2020-10-09,6.04,1.252,5.294795096091799,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006604208474659767,-0.4827086770678358
2020-10-12,6.04,1.227,5.303063565102073,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.0005391014839624153,-0.4821695755838734
2020-10-13,6.04,1.229,5.302402087581251,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.00014624232062371723,-0.4820233332632497
2020-10-14,6.07,1.248,5.326118051133443,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.03883661613588178,-0.5208599493991315
2020-10-15,6.28,1.232,5.541409871300019,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.01571026217810014,-0.5365702115772316
2020-10-16,6.35,1.215,5.617032430227004,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006960587900655872,-0.5435307994778875
2020-10-19,6.37,1.201,5.641662772872759,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0012400260782643655,-0.5447708255561519
2020-10-20,6.42,1.225,5.683725042622895,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.009304313144455009,-0.5540751387006069
2020-10-21,6.4,1.179,5.6789390256017995,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.002524723361915714,-0.5515504153386912
2020-10-22,6.4,1.188,5.675962376758101,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.010255492599511126,-0.5618059079382023
2020-10-23,6.43,1.168,5.71257715196632,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.012572227226433901,-0.5492336807117684
2020-10-26,6.3,1.141,5.591507098497416,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.014175627498282547,-0.5350580532134859
2020-10-27,6.26,1.168,5.54257715196632,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.004958395948652099,-0.540016449162138
2020-10-28,6.19,1.111,5.4914292613097455,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0011509898423982968,-0.5411674390045362
2020-10-29,6.14,1.08,5.451682162882484,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.009159507784737696,-0.5320079312197985
2020-10-30,6.08,1.078,5.392343640403307,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.020878661501090853,-0.5528865927208894
2020-11-02,6.22,1.085,5.53002846908043,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.012193134024367312,-0.5406934586965221
2020-11-03,6.22,1.125,5.516798918663992,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0034909680746605977,-0.5441844267711827
2020-11-04,6.26,1.135,5.553491531059882,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.0018783343792873296,-0.54606276115047
2020-11-05,6.29,1.145,5.580184143455773,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.004196260332594368,-0.5418665008178757
2020-11-06,6.22,1.121,5.518121873705635,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.02721612261017402,-0.5146503782077017
2020-11-09,6.17,1.186,5.446623854278923,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,-0.006952305815594332,-0.521602684023296
2020-11-10,6.28,1.225,5.543725042622896,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.012413686156252372,-0.5091889978670436
2020-11-11,6.18,1.212,5.448024646508237,1.309039290113107,-1,-1.0,-1.0,0.3307387604109628,0.008267513559008977,-0.5009214843080346
