Date,PALLADM,LZZCASH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2021-11-12,2059.0,3277.25,-4068.708599718891,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.05667464112224424,0.803932120494566
2021-11-15,2135.0,3235.0,-3927.9386063603647,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.00220694673201217,0.8061390672265781
2021-11-16,2143.0,3238.25,-3924.920913541789,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.01819828213856987,0.824337349365148
2021-11-17,2166.0,3222.48,-3877.7452260799205,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.014667764660432337,0.8390051140255803
2021-11-18,2171.0,3196.5,-3832.9174289804055,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.08362174441263062,0.7553833696129497
2021-11-19,2079.0,3282.5,-4056.7569420888854,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.07373752759143826,0.6816458420215115
2021-11-22,2041.0,3401.25,-4276.802781410186,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.04010387801473078,0.6415419640067807
2021-11-23,1935.0,3375.0,-4342.561069560215,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.041086483949319345,0.6004554800574613
2021-11-24,1870.0,3391.5,-4432.855859865911,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.00816465737353274,0.5922908226839285
2021-11-25,1856.0,3393.0,-4449.155386257338,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.00030048476024216106,0.5919903379236864
2021-11-26,1798.0,3324.5,-4402.143681048839,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.00958862631571944,0.6015789642394058
2021-11-29,1797.0,3302.5,-4369.417293974579,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.010311752916012263,0.5912672113233935
2021-11-30,1767.0,3288.75,-4378.338302053164,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.0003844376608951698,0.5916516489842887
2021-12-01,1751.0,3268.5,-4363.2946957689,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.0010265805469870173,0.5926782295312757
2021-12-02,1722.0,3231.0,-4334.806535983225,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.04787594647839122,0.6405541760096669
2021-12-03,1812.0,3240.25,-4258.986948730359,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.009972452951006945,0.63058172305866
2021-12-06,1786.0,3231.0,-4270.806535983225,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.017629336621535256,0.6482110596801952
2021-12-07,1866.0,3288.25,-4278.571793256022,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.03330649928872549,0.6149045603914697
2021-12-08,1848.0,3339.0,-4374.372436165968,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.015856642242525996,0.5990479181489436
2021-12-09,1817.0,3337.0,-4402.306400977399,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.03333206242696835,0.5657158557219752
2021-12-10,1770.0,3353.25,-4474.217936884523,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-6.23307713754134e-05,0.5656535249505998
2021-12-13,1762.0,3343.5,-4467.271015340248,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.06604383973664003,0.4996096852139598
2021-12-14,1622.0,3314.25,-4562.430250707423,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.018299512948379597,0.4813101722655802
2021-12-15,1576.0,3292.5,-4575.087118031732,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.020038362680569966,0.46127180958501024
2021-12-16,1671.0,3465.0,-4744.532653045833,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.08067001976709912,0.5419418293521093
2021-12-17,1779.0,3428.75,-4580.960765253014,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.00199455787816135,0.5439363872302707
2021-12-20,1739.0,3374.0,-4537.02805196593,522.8032950574551,1,1.0,1.0,-1.5330175942846436,0.01278524424659419,0.5567216314768649
2021-12-21,1828.0,3458.5,-4577.568038682983,522.8032950574551,1,1.0,1.0,-1.5330175942846436,-0.0468061985274306,0.5099154329494343
